r, Channel 1, Channel 2
8.04, 1.73685, 0.00165592
8.05, 1.73894, 0.00215556
8.06, 1.74101, 0.00265453
8.07, 1.74306, 0.00315284
8.08, 1.7451, 0.00365052
8.09, 1.74713, 0.00414762
8.1, 1.74915, 0.00464418
8.11, 1.75114, 0.00514029
8.12, 1.75313, 0.00563601
8.13, 1.7551, 0.00613145
8.14, 1.75706, 0.00662671
8.15, 1.759, 0.0071219
8.16, 1.76093, 0.00761714
8.17, 1.76284, 0.00811255
8.18, 1.76474, 0.00860828
8.19, 1.76662, 0.00910447
8.2, 1.76849, 0.00960125
8.21, 1.77035, 0.0100988
8.22, 1.77219, 0.0105972
8.23, 1.77401, 0.0110967
8.24, 1.77582, 0.0115974
8.25, 1.77762, 0.0120994
8.26, 1.7794, 0.012603
8.27, 1.78117, 0.0131082
8.28, 1.78292, 0.0136153
8.29, 1.78465, 0.0141243
8.3, 1.78638, 0.0146354
8.31, 1.78808, 0.0151488
8.32, 1.78977, 0.0156645
8.33, 1.79145, 0.0161828
8.34, 1.79311, 0.0167037
8.35, 1.79475, 0.0172273
8.36, 1.79638, 0.0177537
8.37, 1.79799, 0.0182831
8.38, 1.79959, 0.0188155
8.39, 1.80117, 0.0193511
8.4, 1.80274, 0.0198897
8.41, 1.80429, 0.0204316
8.42, 1.80583, 0.0209768
8.43, 1.80735, 0.0215252
8.44, 1.80885, 0.022077
8.45, 1.81034, 0.0226321
8.46, 1.81181, 0.0231905
8.47, 1.81327, 0.0237523
8.48, 1.81471, 0.0243173
8.49, 1.81613, 0.0248857
8.5, 1.81754, 0.0254572
8.51, 1.81893, 0.0260319
8.52, 1.82031, 0.0266097
8.53, 1.82167, 0.0271905
8.54, 1.82301, 0.0277742
8.55, 1.82434, 0.0283608
8.56, 1.82565, 0.0289501
8.57, 1.82695, 0.0295419
8.58, 1.82823, 0.0301362
8.59, 1.82949, 0.0307329
8.6, 1.83074, 0.0313317
8.61, 1.83197, 0.0319325
8.62, 1.83318, 0.0325352
8.63, 1.83438, 0.0331396
8.64, 1.83556, 0.0337455
8.65, 1.83673, 0.0343527
8.66, 1.83788, 0.034961
8.67, 1.83901, 0.0355703
8.68, 1.84013, 0.0361803
8.69, 1.84123, 0.0367909
8.7, 1.84231, 0.0374018
8.71, 1.84338, 0.0380129
8.72, 1.84443, 0.0386239
8.73, 1.84547, 0.0392346
8.74, 1.84649, 0.0398448
8.75, 1.84749, 0.0404544
8.76, 1.84848, 0.0410631
8.77, 1.84945, 0.0416707
8.78, 1.8504, 0.042277
8.79, 1.85134, 0.0428818
8.8, 1.85226, 0.043485
8.81, 1.85317, 0.0440863
8.82, 1.85406, 0.0446855
8.83, 1.85493, 0.0452826
8.84, 1.85579, 0.0458772
8.85, 1.85663, 0.0464694
8.86, 1.85746, 0.0470588
8.87, 1.85827, 0.0476454
8.88, 1.85906, 0.048229
8.89, 1.85984, 0.0488095
8.9, 1.8606, 0.0493867
8.91, 1.86134, 0.0499606
8.92, 1.86207, 0.0505311
8.93, 1.86279, 0.051098
8.94, 1.86348, 0.0516614
8.95, 1.86416, 0.052221
8.96, 1.86483, 0.0527769
8.97, 1.86548, 0.0533291
8.98, 1.86611, 0.0538774
8.99, 1.86673, 0.0544218
9, 1.86733, 0.0549624
9.01, 1.86791, 0.0554992
9.02, 1.86848, 0.0560321
9.03, 1.86903, 0.0565611
9.04, 1.86957, 0.0570863
9.05, 1.87008, 0.0576078
9.06, 1.87059, 0.0581256
9.07, 1.87107, 0.0586397
9.08, 1.87154, 0.0591502
9.09, 1.872, 0.0596572
9.1, 1.87244, 0.0601609
9.11, 1.87286, 0.0606612
9.12, 1.87326, 0.0611583
9.13, 1.87365, 0.0616523
9.14, 1.87402, 0.0621434
9.15, 1.87438, 0.0626316
9.16, 1.87472, 0.0631172
9.17, 1.87504, 0.0636002
9.18, 1.87535, 0.0640808
9.19, 1.87564, 0.0645592
9.2, 1.87591, 0.0650355
9.21, 1.87616, 0.0655099
9.22, 1.8764, 0.0659826
9.23, 1.87662, 0.0664537
9.24, 1.87683, 0.0669234
9.25, 1.87702, 0.0673919
9.26, 1.87719, 0.0678593
9.27, 1.87734, 0.0683259
9.28, 1.87748, 0.0687918
9.29, 1.8776, 0.0692572
9.3, 1.8777, 0.0697222
9.31, 1.87778, 0.0701871
9.32, 1.87785, 0.070652
9.33, 1.8779, 0.0711171
9.34, 1.87793, 0.0715826
9.35, 1.87795, 0.0720486
9.36, 1.87795, 0.0725152
9.37, 1.87793, 0.0729827
9.38, 1.87789, 0.0734511
9.39, 1.87783, 0.0739207
9.4, 1.87776, 0.0743915
9.41, 1.87767, 0.0748637
9.42, 1.87756, 0.0753374
9.43, 1.87743, 0.0758128
9.44, 1.87729, 0.0762898
9.45, 1.87713, 0.0767687
9.46, 1.87694, 0.0772495
9.47, 1.87675, 0.0777323
9.48, 1.87653, 0.0782172
9.49, 1.87629, 0.0787042
9.5, 1.87604, 0.0791935
9.51, 1.87577, 0.0796849
9.52, 1.87548, 0.0801787
9.53, 1.87517, 0.0806747
9.54, 1.87485, 0.0811731
9.55, 1.8745, 0.0816739
9.56, 1.87414, 0.0821769
9.57, 1.87376, 0.0826824
9.58, 1.87336, 0.0831901
9.59, 1.87294, 0.0837001
9.6, 1.87251, 0.0842124
9.61, 1.87205, 0.0847269
9.62, 1.87158, 0.0852436
9.63, 1.87109, 0.0857623
9.64, 1.87058, 0.0862832
9.65, 1.87005, 0.0868059
9.66, 1.8695, 0.0873306
9.67, 1.86894, 0.0878571
9.68, 1.86835, 0.0883853
9.69, 1.86775, 0.0889151
9.7, 1.86713, 0.0894464
9.71, 1.86649, 0.0899791
9.72, 1.86583, 0.0905131
9.73, 1.86516, 0.0910482
9.74, 1.86446, 0.0915844
9.75, 1.86375, 0.0921215
9.76, 1.86302, 0.0926594
9.77, 1.86227, 0.093198
9.78, 1.8615, 0.0937371
9.79, 1.86072, 0.0942766
9.8, 1.85991, 0.0948163
9.81, 1.85909, 0.0953562
9.82, 1.85825, 0.0958962
9.83, 1.85739, 0.0964359
9.84, 1.85651, 0.0969754
9.85, 1.85562, 0.0975146
9.86, 1.8547, 0.0980532
9.87, 1.85377, 0.0985912
9.88, 1.85282, 0.0991284
9.89, 1.85185, 0.0996648
9.9, 1.85086, 0.1002
9.91, 1.84986, 0.100734
9.92, 1.84883, 0.101268
9.93, 1.84779, 0.101799
9.94, 1.84673, 0.10233
9.95, 1.84565, 0.102859
9.96, 1.84456, 0.103386
9.97, 1.84344, 0.103912
9.98, 1.84231, 0.104436
9.99, 1.84116, 0.104959
10, 1.83999, 0.105479
10.01, 1.83881, 0.105998
10.02, 1.8376, 0.106515
10.03, 1.83638, 0.10703
10.04, 1.83514, 0.107544
10.05, 1.83388, 0.108055
10.06, 1.8326, 0.108564
10.07, 1.83131, 0.109072
10.08, 1.83, 0.109577
10.09, 1.82867, 0.110081
10.1, 1.82732, 0.110582
10.11, 1.82595, 0.111082
10.12, 1.82456, 0.111581
10.13, 1.82316, 0.112077
10.14, 1.82174, 0.112572
10.15, 1.8203, 0.113065
10.16, 1.81884, 0.113557
10.17, 1.81737, 0.114047
10.18, 1.81587, 0.114536
10.19, 1.81436, 0.115023
10.2, 1.81283, 0.115509
10.21, 1.81128, 0.115995
10.22, 1.80972, 0.116479
10.23, 1.80813, 0.116962
10.24, 1.80653, 0.117445
10.25, 1.80491, 0.117927
10.26, 1.80327, 0.118409
10.27, 1.80161, 0.11889
10.28, 1.79993, 0.119371
10.29, 1.79824, 0.119852
10.3, 1.79652, 0.120332
10.31, 1.79479, 0.120813
10.32, 1.79304, 0.121295
10.33, 1.79127, 0.121776
10.34, 1.78948, 0.122259
10.35, 1.78768, 0.122742
10.36, 1.78585, 0.123225
10.37, 1.78401, 0.12371
10.38, 1.78215, 0.124196
10.39, 1.78027, 0.124683
10.4, 1.77837, 0.125171
10.41, 1.77645, 0.125661
10.42, 1.77451, 0.126152
10.43, 1.77255, 0.126646
10.44, 1.77058, 0.12714
10.45, 1.76859, 0.127637
10.46, 1.76657, 0.128136
10.47, 1.76454, 0.128637
10.48, 1.76249, 0.12914
10.49, 1.76042, 0.129646
10.5, 1.75833, 0.130153
10.51, 1.75623, 0.130663
10.52, 1.7541, 0.131176
10.53, 1.75195, 0.131691
10.54, 1.74979, 0.132209
10.55, 1.74761, 0.13273
10.56, 1.7454, 0.133253
10.57, 1.74318, 0.133779
10.58, 1.74094, 0.134307
10.59, 1.73868, 0.134839
10.6, 1.7364, 0.135373
10.61, 1.73411, 0.13591
10.62, 1.73179, 0.136449
10.63, 1.72945, 0.136992
10.64, 1.7271, 0.137537
10.65, 1.72473, 0.138085
10.66, 1.72233, 0.138635
10.67, 1.71992, 0.139188
10.68, 1.71749, 0.139744
10.69, 1.71504, 0.140302
10.7, 1.71257, 0.140862
10.71, 1.71008, 0.141425
10.72, 1.70758, 0.14199
10.73, 1.70505, 0.142558
10.74, 1.70251, 0.143127
10.75, 1.69994, 0.143699
10.76, 1.69736, 0.144273
10.77, 1.69476, 0.144848
10.78, 1.69214, 0.145425
10.79, 1.6895, 0.146004
10.8, 1.68684, 0.146585
10.81, 1.68417, 0.147167
10.82, 1.68147, 0.14775
10.83, 1.67876, 0.148334
10.84, 1.67603, 0.14892
10.85, 1.67328, 0.149506
10.86, 1.67051, 0.150094
10.87, 1.66772, 0.150682
10.88, 1.66492, 0.151271
10.89, 1.66209, 0.151861
10.9, 1.65925, 0.152451
10.91, 1.65639, 0.153041
10.92, 1.65351, 0.153631
10.93, 1.65062, 0.154222
10.94, 1.6477, 0.154813
10.95, 1.64477, 0.155403
10.96, 1.64182, 0.155993
10.97, 1.63885, 0.156584
10.98, 1.63586, 0.157173
10.99, 1.63285, 0.157763
11, 1.62983, 0.158351
11.01, 1.62679, 0.15894
11.02, 1.62373, 0.159527
11.03, 1.62065, 0.160114
11.04, 1.61756, 0.1607
11.05, 1.61444, 0.161285
11.06, 1.61131, 0.16187
11.07, 1.60817, 0.162453
11.08, 1.605, 0.163036
11.09, 1.60182, 0.163618
11.1, 1.59862, 0.164198
11.11, 1.5954, 0.164778
11.12, 1.59216, 0.165357
11.13, 1.58891, 0.165934
11.14, 1.58564, 0.166511
11.15, 1.58235, 0.167087
11.16, 1.57904, 0.167662
11.17, 1.57572, 0.168236
11.18, 1.57238, 0.168809
11.19, 1.56902, 0.169381
11.2, 1.56564, 0.169953
11.21, 1.56225, 0.170523
11.22, 1.55884, 0.171094
11.23, 1.55541, 0.171663
11.24, 1.55197, 0.172232
11.25, 1.5485, 0.172801
11.26, 1.54502, 0.173369
11.27, 1.54153, 0.173937
11.28, 1.53801, 0.174505
11.29, 1.53448, 0.175073
11.3, 1.53093, 0.17564
11.31, 1.52737, 0.176208
11.32, 1.52378, 0.176776
11.33, 1.52018, 0.177345
11.34, 1.51656, 0.177913
11.35, 1.51293, 0.178483
11.36, 1.50927, 0.179053
11.37, 1.5056, 0.179623
11.38, 1.50192, 0.180195
11.39, 1.49821, 0.180767
11.4, 1.49449, 0.181341
11.41, 1.49075, 0.181916
11.42, 1.487, 0.182492
11.43, 1.48322, 0.18307
11.44, 1.47943, 0.183649
11.45, 1.47562, 0.184229
11.46, 1.4718, 0.184812
11.47, 1.46795, 0.185396
11.48, 1.46409, 0.185982
11.49, 1.46022, 0.186571
11.5, 1.45632, 0.187161
11.51, 1.45241, 0.187753
11.52, 1.44848, 0.188348
11.53, 1.44454, 0.188945
11.54, 1.44057, 0.189545
11.55, 1.43659, 0.190147
11.56, 1.43259, 0.190751
11.57, 1.42858, 0.191358
11.58, 1.42455, 0.191968
11.59, 1.4205, 0.19258
11.6, 1.41643, 0.193195
11.61, 1.41235, 0.193813
11.62, 1.40825, 0.194434
11.63, 1.40413, 0.195057
11.64, 1.4, 0.195683
11.65, 1.39585, 0.196312
11.66, 1.39168, 0.196944
11.67, 1.3875, 0.197578
11.68, 1.38329, 0.198216
11.69, 1.37908, 0.198856
11.7, 1.37484, 0.199498
11.71, 1.37059, 0.200144
11.72, 1.36632, 0.200791
11.73, 1.36204, 0.201442
11.74, 1.35773, 0.202095
11.75, 1.35342, 0.202751
11.76, 1.34908, 0.203408
11.77, 1.34473, 0.204069
11.78, 1.34036, 0.204731
11.79, 1.33598, 0.205396
11.8, 1.33158, 0.206063
11.81, 1.32716, 0.206731
11.82, 1.32273, 0.207402
11.83, 1.31828, 0.208075
11.84, 1.31382, 0.208749
11.85, 1.30934, 0.209425
11.86, 1.30484, 0.210103
11.87, 1.30033, 0.210782
11.88, 1.2958, 0.211462
11.89, 1.29125, 0.212144
11.9, 1.28669, 0.212826
11.91, 1.28212, 0.21351
11.92, 1.27753, 0.214195
11.93, 1.27292, 0.21488
11.94, 1.2683, 0.215567
11.95, 1.26367, 0.216254
11.96, 1.25901, 0.216941
11.97, 1.25435, 0.217629
11.98, 1.24966, 0.218317
11.99, 1.24497, 0.219006
12, 1.24025, 0.219695
12.01, 1.23553, 0.220384
12.02, 1.23079, 0.221072
12.03, 1.22603, 0.221761
12.04, 1.22126, 0.22245
12.05, 1.21647, 0.223138
12.06, 1.21167, 0.223826
12.07, 1.20686, 0.224514
12.08, 1.20203, 0.225202
12.09, 1.19718, 0.225889
12.1, 1.19233, 0.226575
12.11, 1.18745, 0.227261
12.12, 1.18257, 0.227947
12.13, 1.17767, 0.228632
12.14, 1.17275, 0.229316
12.15, 1.16782, 0.23
12.16, 1.16288, 0.230684
12.17, 1.15793, 0.231366
12.18, 1.15296, 0.232048
12.19, 1.14797, 0.23273
12.2, 1.14297, 0.233411
12.21, 1.13796, 0.234091
12.22, 1.13294, 0.234771
12.23, 1.1279, 0.235451
12.24, 1.12285, 0.23613
12.25, 1.11778, 0.236809
12.26, 1.1127, 0.237488
12.27, 1.10761, 0.238166
12.28, 1.1025, 0.238844
12.29, 1.09738, 0.239522
12.3, 1.09225, 0.2402
12.31, 1.08711, 0.240878
12.32, 1.08195, 0.241556
12.33, 1.07677, 0.242234
12.34, 1.07159, 0.242913
12.35, 1.06639, 0.243592
12.36, 1.06118, 0.244272
12.37, 1.05596, 0.244952
12.38, 1.05072, 0.245632
12.39, 1.04547, 0.246314
12.4, 1.0402, 0.246996
12.41, 1.03493, 0.24768
12.42, 1.02964, 0.248364
12.43, 1.02434, 0.24905
12.44, 1.01902, 0.249737
12.45, 1.01369, 0.250425
12.46, 1.00835, 0.251115
12.47, 1.003, 0.251806
12.48, 0.997634, 0.252499
12.49, 0.992255, 0.253194
12.5, 0.986864, 0.253891
12.51, 0.98146, 0.254589
12.52, 0.976044, 0.25529
12.53, 0.970616, 0.255993
12.54, 0.965174, 0.256698
12.55, 0.959721, 0.257405
12.56, 0.954255, 0.258114
12.57, 0.948776, 0.258826
12.58, 0.943286, 0.25954
12.59, 0.937783, 0.260257
12.6, 0.932268, 0.260977
12.61, 0.926741, 0.261699
12.62, 0.921201, 0.262423
12.63, 0.91565, 0.26315
12.64, 0.910086, 0.26388
12.65, 0.904511, 0.264613
12.66, 0.898924, 0.265348
12.67, 0.893325, 0.266086
12.68, 0.887714, 0.266827
12.69, 0.882091, 0.26757
12.7, 0.876457, 0.268316
12.71, 0.870811, 0.269065
12.72, 0.865154, 0.269817
12.73, 0.859485, 0.270571
12.74, 0.853805, 0.271328
12.75, 0.848114, 0.272087
12.76, 0.842411, 0.272849
12.77, 0.836697, 0.273613
12.78, 0.830972, 0.27438
12.79, 0.825236, 0.275149
12.8, 0.81949, 0.27592
12.81, 0.813732, 0.276694
12.82, 0.807963, 0.277469
12.83, 0.802184, 0.278247
12.84, 0.796395, 0.279027
12.85, 0.790595, 0.279808
12.86, 0.784784, 0.280592
12.87, 0.778963, 0.281377
12.88, 0.773132, 0.282163
12.89, 0.767291, 0.282951
12.9, 0.76144, 0.283741
12.91, 0.755578, 0.284532
12.92, 0.749707, 0.285324
12.93, 0.743827, 0.286117
12.94, 0.737936, 0.286912
12.95, 0.732036, 0.287707
12.96, 0.726127, 0.288503
12.97, 0.720208, 0.2893
12.98, 0.714279, 0.290098
12.99, 0.708342, 0.290896
13, 0.702396, 0.291694
13.01, 0.69644, 0.292493
13.02, 0.690476, 0.293293
13.03, 0.684503, 0.294092
13.04, 0.678521, 0.294892
13.05, 0.67253, 0.295691
13.06, 0.666532, 0.296491
13.07, 0.660524, 0.297291
13.08, 0.654508, 0.29809
13.09, 0.648484, 0.29889
13.1, 0.642452, 0.299689
13.11, 0.636412, 0.300488
13.12, 0.630364, 0.301286
13.13, 0.624308, 0.302084
13.14, 0.618244, 0.302882
13.15, 0.612172, 0.30368
13.16, 0.606093, 0.304477
13.17, 0.600006, 0.305273
13.18, 0.593912, 0.30607
13.19, 0.58781, 0.306866
13.2, 0.581701, 0.307661
13.21, 0.575585, 0.308456
13.22, 0.569461, 0.309251
13.23, 0.56333, 0.310045
13.24, 0.557193, 0.310839
13.25, 0.551048, 0.311633
13.26, 0.544897, 0.312427
13.27, 0.538738, 0.31322
13.28, 0.532573, 0.314013
13.29, 0.526401, 0.314807
13.3, 0.520223, 0.3156
13.31, 0.514038, 0.316393
13.32, 0.507846, 0.317187
13.33, 0.501648, 0.317981
13.34, 0.495444, 0.318775
13.35, 0.489233, 0.319569
13.36, 0.483016, 0.320364
13.37, 0.476793, 0.32116
13.38, 0.470564, 0.321956
13.39, 0.464328, 0.322753
13.4, 0.458087, 0.323551
13.41, 0.451839, 0.324349
13.42, 0.445586, 0.325149
13.43, 0.439326, 0.32595
13.44, 0.433061, 0.326752
13.45, 0.42679, 0.327556
13.46, 0.420514, 0.328361
13.47, 0.414231, 0.329168
13.48, 0.407943, 0.329976
13.49, 0.40165, 0.330786
13.5, 0.395351, 0.331597
13.51, 0.389046, 0.332411
13.52, 0.382737, 0.333226
13.53, 0.376422, 0.334044
13.54, 0.370101, 0.334864
13.55, 0.363776, 0.335685
13.56, 0.357445, 0.33651
13.57, 0.351109, 0.337336
13.58, 0.344768, 0.338165
13.59, 0.338422, 0.338996
13.6, 0.332072, 0.33983
13.61, 0.325716, 0.340666
13.62, 0.319356, 0.341505
13.63, 0.312991, 0.342347
13.64, 0.306622, 0.343191
13.65, 0.300248, 0.344038
13.66, 0.29387, 0.344887
13.67, 0.287487, 0.345739
13.68, 0.2811, 0.346594
13.69, 0.274709, 0.347451
13.7, 0.268313, 0.348311
13.71, 0.261914, 0.349173
13.72, 0.255511, 0.350039
13.73, 0.249104, 0.350906
13.74, 0.242693, 0.351776
13.75, 0.236278, 0.352649
13.76, 0.22986, 0.353524
13.77, 0.223438, 0.354402
13.78, 0.217013, 0.355282
13.79, 0.210585, 0.356164
13.8, 0.204154, 0.357048
13.81, 0.197719, 0.357934
13.82, 0.191282, 0.358823
13.83, 0.184841, 0.359713
13.84, 0.178398, 0.360605
13.85, 0.171953, 0.361499
13.86, 0.165504, 0.362395
13.87, 0.159054, 0.363292
13.88, 0.152601, 0.364191
13.89, 0.146145, 0.365091
13.9, 0.139688, 0.365992
13.91, 0.133229, 0.366895
13.92, 0.126768, 0.367799
13.93, 0.120305, 0.368704
13.94, 0.11384, 0.369609
13.95, 0.107374, 0.370516
13.96, 0.100907, 0.371423
13.97, 0.0944378, 0.372331
13.98, 0.0879678, 0.37324
13.99, 0.0814967, 0.374149
14, 0.0750247, 0.375058
14.01, 0.0685518, 0.375968
14.02, 0.0620781, 0.376877
14.03, 0.0556039, 0.377787
14.04, 0.0491291, 0.378697
14.05, 0.0426539, 0.379607
14.06, 0.0361784, 0.380517
14.07, 0.0297027, 0.381427
14.08, 0.0232269, 0.382337
14.09, 0.0167512, 0.383246
14.1, 0.0102755, 0.384155
14.11, 0.00380007, 0.385064
14.12, -0.00267504, 0.385973
14.13, -0.00914974, 0.386881
14.14, -0.0156239, 0.387789
14.15, -0.0220975, 0.388696
14.16, -0.0285704, 0.389603
14.17, -0.0350425, 0.39051
14.18, -0.0415137, 0.391416
14.19, -0.0479839, 0.392322
14.2, -0.0544531, 0.393228
14.21, -0.0609211, 0.394133
14.22, -0.0673878, 0.395038
14.23, -0.0738533, 0.395943
14.24, -0.0803174, 0.396847
14.25, -0.08678, 0.397752
14.26, -0.0932411, 0.398656
14.27, -0.0997005, 0.399561
14.28, -0.106158, 0.400465
14.29, -0.112614, 0.40137
14.3, -0.119068, 0.402275
14.31, -0.12552, 0.40318
14.32, -0.131971, 0.404086
14.33, -0.138419, 0.404992
14.34, -0.144865, 0.405898
14.35, -0.151309, 0.406805
14.36, -0.15775, 0.407713
14.37, -0.164189, 0.408622
14.38, -0.170626, 0.409532
14.39, -0.177061, 0.410443
14.4, -0.183493, 0.411355
14.41, -0.189922, 0.412268
14.42, -0.196348, 0.413182
14.43, -0.202772, 0.414098
14.44, -0.209194, 0.415015
14.45, -0.215612, 0.415934
14.46, -0.222027, 0.416855
14.47, -0.22844, 0.417778
14.48, -0.234849, 0.418702
14.49, -0.241255, 0.419628
14.5, -0.247658, 0.420557
14.51, -0.254058, 0.421487
14.52, -0.260455, 0.42242
14.53, -0.266848, 0.423355
14.54, -0.273238, 0.424292
14.55, -0.279624, 0.425232
14.56, -0.286006, 0.426174
14.57, -0.292385, 0.427118
14.58, -0.29876, 0.428065
14.59, -0.305132, 0.429014
14.6, -0.311499, 0.429966
14.61, -0.317862, 0.430921
14.62, -0.324221, 0.431878
14.63, -0.330576, 0.432838
14.64, -0.336927, 0.4338
14.65, -0.343274, 0.434765
14.66, -0.349615, 0.435733
14.67, -0.355953, 0.436702
14.68, -0.362286, 0.437675
14.69, -0.368613, 0.43865
14.7, -0.374937, 0.439627
14.71, -0.381255, 0.440607
14.72, -0.387568, 0.441589
14.73, -0.393876, 0.442573
14.74, -0.400179, 0.44356
14.75, -0.406476, 0.444548
14.76, -0.412768, 0.445539
14.77, -0.419054, 0.446531
14.78, -0.425334, 0.447526
14.79, -0.431609, 0.448522
14.8, -0.437878, 0.44952
14.81, -0.444141, 0.450519
14.82, -0.450397, 0.45152
14.83, -0.456647, 0.452523
14.84, -0.462891, 0.453527
14.85, -0.469129, 0.454532
14.86, -0.475359, 0.455538
14.87, -0.481583, 0.456545
14.88, -0.4878, 0.457553
14.89, -0.49401, 0.458561
14.9, -0.500213, 0.459571
14.91, -0.506409, 0.460581
14.92, -0.512597, 0.461592
14.93, -0.518778, 0.462602
14.94, -0.524951, 0.463614
14.95, -0.531117, 0.464625
14.96, -0.537274, 0.465637
14.97, -0.543424, 0.466648
14.98, -0.549566, 0.46766
14.99, -0.555699, 0.468672
15, -0.561824, 0.469683
15.01, -0.567941, 0.470694
15.02, -0.574049, 0.471705
15.03, -0.580149, 0.472716
15.04, -0.58624, 0.473726
15.05, -0.592322, 0.474736
15.06, -0.598395, 0.475745
15.07, -0.604459, 0.476754
15.08, -0.610515, 0.477763
15.09, -0.61656, 0.478771
15.1, -0.622597, 0.479778
15.11, -0.628624, 0.480786
15.12, -0.634642, 0.481792
15.13, -0.64065, 0.482799
15.14, -0.646648, 0.483804
15.15, -0.652637, 0.48481
15.16, -0.658616, 0.485815
15.17, -0.664585, 0.48682
15.18, -0.670544, 0.487825
15.19, -0.676493, 0.48883
15.2, -0.682431, 0.489834
15.21, -0.68836, 0.490839
15.22, -0.694278, 0.491844
15.23, -0.700186, 0.492848
15.24, -0.706084, 0.493853
15.25, -0.711971, 0.494859
15.26, -0.717847, 0.495865
15.27, -0.723713, 0.496871
15.28, -0.729568, 0.497878
15.29, -0.735413, 0.498886
15.3, -0.741246, 0.499894
15.31, -0.747069, 0.500904
15.32, -0.752881, 0.501914
15.33, -0.758682, 0.502926
15.34, -0.764472, 0.503939
15.35, -0.770251, 0.504953
15.36, -0.776019, 0.505969
15.37, -0.781775, 0.506987
15.38, -0.78752, 0.508006
15.39, -0.793254, 0.509026
15.4, -0.798977, 0.510049
15.41, -0.804688, 0.511073
15.42, -0.810387, 0.5121
15.43, -0.816075, 0.513129
15.44, -0.821752, 0.514159
15.45, -0.827416, 0.515192
15.46, -0.833069, 0.516228
15.47, -0.83871, 0.517265
15.48, -0.844339, 0.518305
15.49, -0.849956, 0.519348
15.5, -0.855561, 0.520393
15.51, -0.861154, 0.52144
15.52, -0.866735, 0.52249
15.53, -0.872303, 0.523542
15.54, -0.877859, 0.524597
15.55, -0.883403, 0.525654
15.56, -0.888934, 0.526714
15.57, -0.894452, 0.527776
15.58, -0.899957, 0.528841
15.59, -0.90545, 0.529908
15.6, -0.91093, 0.530977
15.61, -0.916397, 0.532049
15.62, -0.92185, 0.533123
15.63, -0.927291, 0.534199
15.64, -0.932718, 0.535277
15.65, -0.938131, 0.536358
15.66, -0.943532, 0.53744
15.67, -0.948918, 0.538524
15.68, -0.954291, 0.539609
15.69, -0.95965, 0.540697
15.7, -0.964995, 0.541786
15.71, -0.970325, 0.542876
15.72, -0.975642, 0.543968
15.73, -0.980944, 0.545061
15.74, -0.986232, 0.546155
15.75, -0.991506, 0.54725
15.76, -0.996764, 0.548346
15.77, -1.00201, 0.549443
15.78, -1.00724, 0.55054
15.79, -1.01245, 0.551638
15.8, -1.01765, 0.552736
15.81, -1.02283, 0.553835
15.82, -1.028, 0.554934
15.83, -1.03316, 0.556033
15.84, -1.03829, 0.557132
15.85, -1.04341, 0.558231
15.86, -1.04852, 0.55933
15.87, -1.05361, 0.560428
15.88, -1.05868, 0.561527
15.89, -1.06374, 0.562624
15.9, -1.06878, 0.563722
15.91, -1.07381, 0.564819
15.92, -1.07882, 0.565915
15.93, -1.08381, 0.567011
15.94, -1.08879, 0.568106
15.95, -1.09375, 0.569201
15.96, -1.09869, 0.570295
15.97, -1.10362, 0.571388
15.98, -1.10853, 0.572481
15.99, -1.11342, 0.573573
16, -1.11829, 0.574664
16.01, -1.12315, 0.575755
16.02, -1.12799, 0.576845
16.03, -1.13281, 0.577935
16.04, -1.13762, 0.579025
16.05, -1.14241, 0.580113
16.06, -1.14718, 0.581202
16.07, -1.15193, 0.58229
16.08, -1.15667, 0.583379
16.09, -1.16139, 0.584467
16.1, -1.16609, 0.585555
16.11, -1.17077, 0.586643
16.12, -1.17544, 0.587732
16.13, -1.18008, 0.58882
16.14, -1.18471, 0.58991
16.15, -1.18933, 0.590999
16.16, -1.19392, 0.59209
16.17, -1.1985, 0.593181
16.18, -1.20305, 0.594273
16.19, -1.20759, 0.595366
16.2, -1.21211, 0.596461
16.21, -1.21662, 0.597556
16.22, -1.2211, 0.598653
16.23, -1.22557, 0.599751
16.24, -1.23002, 0.600851
16.25, -1.23445, 0.601953
16.26, -1.23886, 0.603057
16.27, -1.24325, 0.604162
16.28, -1.24763, 0.605269
16.29, -1.25198, 0.606379
16.3, -1.25632, 0.60749
16.31, -1.26064, 0.608604
16.32, -1.26494, 0.60972
16.33, -1.26922, 0.610838
16.34, -1.27349, 0.611959
16.35, -1.27773, 0.613082
16.36, -1.28196, 0.614207
16.37, -1.28616, 0.615335
16.38, -1.29035, 0.616465
16.39, -1.29452, 0.617598
16.4, -1.29867, 0.618733
16.41, -1.3028, 0.619871
16.42, -1.30691, 0.621011
16.43, -1.311, 0.622153
16.44, -1.31508, 0.623298
16.45, -1.31913, 0.624444
16.46, -1.32316, 0.625593
16.47, -1.32717, 0.626744
16.48, -1.33117, 0.627897
16.49, -1.33514, 0.629052
16.5, -1.33909, 0.630208
16.51, -1.34303, 0.631367
16.52, -1.34694, 0.632526
16.53, -1.35084, 0.633688
16.54, -1.35471, 0.63485
16.55, -1.35856, 0.636014
16.56, -1.36239, 0.637179
16.57, -1.3662, 0.638345
16.58, -1.36999, 0.639511
16.59, -1.37376, 0.640679
16.6, -1.37751, 0.641846
16.61, -1.38124, 0.643015
16.62, -1.38495, 0.644183
16.63, -1.38863, 0.645352
16.64, -1.39229, 0.64652
16.65, -1.39594, 0.647689
