r Re(potential) Im(potential) Coupling
7.05 -66.3832 -12.0697 89.0738
7.06 -65.8556 -11.9738 89.4347
7.07 -65.326 -11.8775 89.7798
7.08 -64.7944 -11.7808 90.1088
7.09 -64.261 -11.6838 90.4215
7.1 -63.7257 -11.5865 90.7177
7.11 -63.1887 -11.4889 90.9972
7.12 -62.6501 -11.3909 91.2596
7.13 -62.11 -11.2927 91.5048
7.14 -61.5685 -11.1943 91.7327
7.15 -61.0257 -11.0956 91.943
7.16 -60.4817 -10.9967 92.1356
7.17 -59.9367 -10.8976 92.3103
7.18 -59.3906 -10.7983 92.4669
7.19 -58.8437 -10.6989 92.6055
7.2 -58.296 -10.5993 92.7258
7.21 -57.7477 -10.4996 92.8277
7.22 -57.1988 -10.3998 92.9113
7.23 -56.6495 -10.2999 92.9763
7.24 -56.0999 -10.2 93.0228
7.25 -55.55 -10.1 93.0507
7.26 -55 -10 93.06
7.27 -54.45 -9.9 93.0507
7.28 -53.9001 -9.80003 93.0228
7.29 -53.3505 -9.70009 92.9763
7.3 -52.8012 -9.60021 92.9113
7.31 -52.2523 -9.50042 92.8277
7.32 -51.704 -9.40072 92.7258
7.33 -51.1563 -9.30114 92.6055
7.34 -50.6094 -9.2017 92.4669
7.35 -50.0633 -9.10242 92.3103
7.36 -49.5183 -9.00332 92.1356
7.37 -48.9743 -8.90442 91.943
7.38 -48.4315 -8.80573 91.7327
7.39 -47.89 -8.70727 91.5048
7.4 -47.3499 -8.60908 91.2596
7.41 -46.8113 -8.51115 90.9972
7.42 -46.2743 -8.41351 90.7177
7.43 -45.739 -8.31619 90.4215
7.44 -45.2056 -8.21919 90.1088
7.45 -44.674 -8.12254 89.7798
7.46 -44.1444 -8.02625 89.4347
7.47 -43.6168 -7.93034 89.0738
7.48 -43.0915 -7.83482 88.6973
7.49 -42.5684 -7.73972 88.3057
7.5 -42.0477 -7.64504 87.8991
7.51 -41.5295 -7.55081 87.4778
7.52 -41.0137 -7.45704 87.0422
7.53 -40.5006 -7.36375 86.5925
7.54 -39.9902 -7.27095 86.1292
7.55 -39.4826 -7.17865 85.6524
7.56 -38.9778 -7.08687 85.1626
7.57 -38.476 -6.99563 84.6602
7.58 -37.9771 -6.90493 84.1454
7.59 -37.4814 -6.81479 83.6186
7.6 -36.9887 -6.72523 83.0801
7.61 -36.4993 -6.63624 82.5304
7.62 -36.0132 -6.54786 81.9698
7.63 -35.5305 -6.46008 81.3986
7.64 -35.0511 -6.37293 80.8173
7.65 -34.5752 -6.2864 80.2262
7.66 -34.1028 -6.20051 79.6257
7.67 -33.634 -6.11527 79.0162
7.68 -33.1688 -6.0307 78.398
7.69 -32.7073 -5.94679 77.7716
7.7 -32.2496 -5.86356 77.1373
7.71 -31.7956 -5.78101 76.4954
7.72 -31.3454 -5.69916 75.8465
7.73 -30.899 -5.61801 75.1907
7.74 -30.4566 -5.53756 74.5286
7.75 -30.0181 -5.45784 73.8606
7.76 -29.5836 -5.37883 73.1868
7.77 -29.153 -5.30055 72.5078
7.78 -28.7265 -5.223 71.824
7.79 -28.304 -5.14619 71.1355
7.8 -27.8857 -5.07012 70.443
7.81 -27.4714 -4.9948 69.7466
7.82 -27.0612 -4.92023 69.0467
7.83 -26.6552 -4.84641 68.3437
7.84 -26.2534 -4.77335 67.6379
7.85 -25.8557 -4.70104 66.9297
7.86 -25.4623 -4.6295 66.2194
7.87 -25.073 -4.55873 65.5073
7.88 -24.688 -4.48872 64.7938
7.89 -24.3071 -4.41948 64.079
7.9 -23.9305 -4.351 63.3635
7.91 -23.5582 -4.2833 62.6474
7.92 -23.19 -4.21637 61.931
7.93 -22.8261 -4.1502 61.2147
7.94 -22.4664 -4.08481 60.4988
7.95 -22.111 -4.02018 59.7834
7.96 -21.7598 -3.95632 59.0689
7.97 -21.4128 -3.89323 58.3555
7.98 -21.07 -3.83091 57.6435
7.99 -20.7314 -3.76935 56.9331
8 -20.397 -3.70855 56.2247
8.01 -20.0668 -3.64851 55.5183
8.02 -19.7408 -3.58923 54.8142
8.03 -19.4189 -3.53071 54.1127
8.04 -19.1011 -3.47293 53.414
8.05 -18.7875 -3.41591 52.7183
8.06 -18.478 -3.35963 52.0257
8.07 -18.1725 -3.3041 51.3364
8.08 -17.8712 -3.2493 50.6508
8.09 -17.5738 -3.19524 49.9688
8.1 -17.2805 -3.14191 49.2907
8.11 -16.9912 -3.08931 48.6167
8.12 -16.7058 -3.03742 47.9469
8.13 -16.4244 -2.98626 47.2814
8.14 -16.1469 -2.93581 46.6204
8.15 -15.8733 -2.88606 45.9641
8.16 -15.6036 -2.83702 45.3125
8.17 -15.3377 -2.78868 44.6658
8.18 -15.0756 -2.74103 44.0242
8.19 -14.8173 -2.69406 43.3876
8.2 -14.5628 -2.64778 42.7563
8.21 -14.3119 -2.60217 42.1302
8.22 -14.0648 -2.55723 41.5096
8.23 -13.8213 -2.51296 40.8945
8.24 -13.5814 -2.46934 40.2849
8.25 -13.3451 -2.42638 39.681
8.26 -13.1123 -2.38406 39.0828
8.27 -12.8831 -2.34238 38.4904
8.28 -12.6573 -2.30133 37.9039
8.29 -12.435 -2.26092 37.3232
8.3 -12.2162 -2.22112 36.7485
8.31 -12.0007 -2.18194 36.1798
8.32 -11.7885 -2.14336 35.6171
8.33 -11.5796 -2.10539 35.0604
8.34 -11.374 -2.06801 34.5099
8.35 -11.1717 -2.03122 33.9655
8.36 -10.9726 -1.99501 33.4273
8.37 -10.7766 -1.95938 32.8952
8.38 -10.5837 -1.92431 32.3693
8.39 -10.3939 -1.88981 31.8496
8.4 -10.2072 -1.85586 31.3361
8.41 -10.0235 -1.82246 30.8288
8.42 -9.84281 -1.7896 30.3277
8.43 -9.66503 -1.75728 29.8327
8.44 -9.49016 -1.72548 29.344
8.45 -9.31816 -1.69421 28.8615
8.46 -9.149 -1.66345 28.3852
8.47 -8.98263 -1.63321 27.915
8.48 -8.81902 -1.60346 27.4509
8.49 -8.65814 -1.57421 26.993
8.5 -8.49994 -1.54544 26.5412
8.51 -8.3444 -1.51716 26.0954
8.52 -8.19147 -1.48936 25.6557
8.53 -8.04113 -1.46202 25.222
8.54 -7.89333 -1.43515 24.7943
8.55 -7.74804 -1.40873 24.3726
8.56 -7.60523 -1.38277 23.9567
8.57 -7.46485 -1.35725 23.5468
8.58 -7.32688 -1.33216 23.1427
8.59 -7.19129 -1.30751 22.7444
8.6 -7.05803 -1.28328 22.3518
8.61 -6.92707 -1.25947 21.965
8.62 -6.79838 -1.23607 21.5839
8.63 -6.67193 -1.21308 21.2084
8.64 -6.54768 -1.19049 20.8384
8.65 -6.4256 -1.16829 20.4741
8.66 -6.30566 -1.14648 20.1151
8.67 -6.18782 -1.12506 19.7617
8.68 -6.07206 -1.10401 19.4136
8.69 -5.95834 -1.08333 19.0708
8.7 -5.84663 -1.06302 18.7334
8.71 -5.73689 -1.04307 18.4012
8.72 -5.62911 -1.02347 18.0741
8.73 -5.52324 -1.00423 17.7522
8.74 -5.41926 -0.98532 17.4353
8.75 -5.31714 -0.966753 17.1235
8.76 -5.21685 -0.948517 16.8166
8.77 -5.11835 -0.930609 16.5146
8.78 -5.02163 -0.913023 16.2174
8.79 -4.92665 -0.895754 15.9251
8.8 -4.83338 -0.878796 15.6375
8.81 -4.7418 -0.862145 15.3545
8.82 -4.65187 -0.845795 15.0762
8.83 -4.56358 -0.829742 14.8025
8.84 -4.4769 -0.813981 14.5332
8.85 -4.39179 -0.798507 14.2684
8.86 -4.30823 -0.783314 14.008
8.87 -4.2262 -0.7684 13.752
8.88 -4.14567 -0.753758 13.5002
8.89 -4.06661 -0.739384 13.2527
8.9 -3.98901 -0.725274 13.0093
8.91 -3.91283 -0.711424 12.77
8.92 -3.83805 -0.697828 12.5348
8.93 -3.76466 -0.684483 12.3036
8.94 -3.69261 -0.671384 12.0763
8.95 -3.6219 -0.658528 11.853
8.96 -3.5525 -0.645909 11.6334
8.97 -3.48439 -0.633525 11.4177
8.98 -3.41753 -0.62137 11.2056
8.99 -3.35192 -0.609441 10.9973
9 -3.28753 -0.597734 10.7925
9.01 -3.22435 -0.586245 10.5914
9.02 -3.16233 -0.57497 10.3937
9.03 -3.10148 -0.563906 10.1995
9.04 -3.04177 -0.553048 10.0087
9.05 -2.98317 -0.542394 9.82127
9.06 -2.92567 -0.53194 9.63714
9.07 -2.86925 -0.521682 9.45627
9.08 -2.81389 -0.511616 9.27861
9.09 -2.75957 -0.501739 9.1041
9.1 -2.70627 -0.492049 8.9327
9.11 -2.65397 -0.48254 8.76436
9.12 -2.60266 -0.473212 8.59903
9.13 -2.55232 -0.464059 8.43666
9.14 -2.50293 -0.455079 8.2772
9.15 -2.45448 -0.446269 8.12062
9.16 -2.40694 -0.437625 7.96686
9.17 -2.3603 -0.429146 7.81588
9.18 -2.31455 -0.420827 7.66763
9.19 -2.26966 -0.412666 7.52206
9.2 -2.22563 -0.40466 7.37915
9.21 -2.18243 -0.396806 7.23883
9.22 -2.14006 -0.389102 7.10107
9.23 -2.09849 -0.381544 6.96582
9.24 -2.05772 -0.37413 6.83305
9.25 -2.01772 -0.366858 6.70271
9.26 -1.97848 -0.359724 6.57477
9.27 -1.94 -0.352727 6.44917
9.28 -1.90225 -0.345863 6.32589
9.29 -1.86522 -0.339131 6.20487
9.3 -1.8289 -0.332527 6.08609
9.31 -1.79327 -0.32605 5.96951
9.32 -1.75833 -0.319697 5.85509
9.33 -1.72406 -0.313466 5.74278
9.34 -1.69045 -0.307354 5.63256
9.35 -1.65748 -0.30136 5.52439
9.36 -1.62514 -0.295481 5.41824
9.37 -1.59343 -0.289714 5.31406
9.38 -1.56233 -0.284059 5.21182
9.39 -1.53182 -0.278513 5.11149
9.4 -1.5019 -0.273073 5.01304
9.41 -1.47256 -0.267738 4.91644
9.42 -1.44379 -0.262506 4.82164
9.43 -1.41556 -0.257375 4.72862
9.44 -1.38789 -0.252343 4.63735
9.45 -1.36075 -0.247408 4.5478
9.46 -1.33413 -0.242569 4.45993
9.47 -1.30802 -0.237823 4.37372
9.48 -1.28243 -0.233168 4.28913
9.49 -1.25732 -0.228604 4.20615
9.5 -1.2327 -0.224128 4.12473
9.51 -1.20856 -0.219739 4.04485
9.52 -1.18489 -0.215435 3.96648
9.53 -1.16168 -0.211214 3.8896
9.54 -1.13891 -0.207075 3.81417
9.55 -1.11659 -0.203016 3.74018
9.56 -1.0947 -0.199036 3.66759
9.57 -1.07323 -0.195133 3.59639
9.58 -1.05219 -0.191306 3.52654
9.59 -1.03155 -0.187554 3.45802
9.6 -1.01131 -0.183874 3.3908
9.61 -0.991463 -0.180266 3.32487
9.62 -0.972004 -0.176728 3.2602
9.63 -0.952924 -0.173259 3.19676
9.64 -0.934215 -0.169857 3.13453
9.65 -0.91587 -0.166522 3.0735
9.66 -0.897883 -0.163251 3.01363
9.67 -0.880246 -0.160045 2.95492
9.68 -0.862953 -0.1569 2.89732
9.69 -0.845996 -0.153818 2.84083
9.7 -0.829371 -0.150795 2.78543
9.71 -0.81307 -0.147831 2.73109
9.72 -0.797086 -0.144925 2.67779
9.73 -0.781415 -0.142075 2.62552
9.74 -0.76605 -0.139282 2.57426
9.75 -0.750985 -0.136543 2.52398
9.76 -0.736214 -0.133857 2.47467
9.77 -0.721731 -0.131224 2.42631
9.78 -0.707532 -0.128642 2.37889
9.79 -0.69361 -0.126111 2.33238
9.8 -0.679961 -0.123629 2.28676
9.81 -0.666578 -0.121196 2.24203
9.82 -0.653457 -0.11881 2.19816
9.83 -0.640593 -0.116472 2.15514
9.84 -0.627981 -0.114178 2.11296
9.85 -0.615616 -0.11193 2.07159
9.86 -0.603493 -0.109726 2.03102
9.87 -0.591607 -0.107565 1.99123
9.88 -0.579954 -0.105446 1.95222
9.89 -0.56853 -0.103369 1.91396
9.9 -0.557329 -0.101333 1.87645
9.91 -0.546348 -0.099336 1.83966
9.92 -0.535582 -0.0973786 1.80359
9.93 -0.525028 -0.0954596 1.76821
9.94 -0.51468 -0.0935782 1.73353
9.95 -0.504536 -0.0917337 1.69952
9.96 -0.49459 -0.0899255 1.66617
9.97 -0.48484 -0.0881527 1.63347
9.98 -0.475281 -0.0864147 1.6014
9.99 -0.465909 -0.0847108 1.56996
10 -0.456722 -0.0830404 1.53913
10.01 -0.447715 -0.0814028 1.5089
10.02 -0.438885 -0.0797973 1.47926
10.03 -0.430229 -0.0782234 1.4502
10.04 -0.421742 -0.0766804 1.4217
10.05 -0.413423 -0.0751677 1.39376
10.06 -0.405266 -0.0736848 1.36637
10.07 -0.397271 -0.072231 1.33951
10.08 -0.389432 -0.0708058 1.31317
10.09 -0.381747 -0.0694086 1.28735
10.1 -0.374214 -0.0680389 1.26203
10.11 -0.366829 -0.0666961 1.23721
10.12 -0.359589 -0.0653798 1.21287
10.13 -0.352491 -0.0640893 1.18901
10.14 -0.345533 -0.0628243 1.16561
10.15 -0.338713 -0.0615841 1.14267
10.16 -0.332026 -0.0603683 1.12018
10.17 -0.325471 -0.0591765 1.09813
10.18 -0.319045 -0.0580081 1.07652
10.19 -0.312745 -0.0568627 1.05532
10.2 -0.30657 -0.0557399 1.03454
10.21 -0.300516 -0.0546392 1.01417
10.22 -0.294581 -0.0535602 0.994193
10.23 -0.288763 -0.0525024 0.97461
10.24 -0.28306 -0.0514655 0.95541
10.25 -0.277469 -0.0504489 0.936587
10.26 -0.271989 -0.0494525 0.918133
10.27 -0.266616 -0.0484756 0.900041
10.28 -0.261349 -0.047518 0.882304
10.29 -0.256186 -0.0465793 0.864915
10.3 -0.251125 -0.0456591 0.847866
10.31 -0.246163 -0.044757 0.831153
10.32 -0.2413 -0.0438727 0.814767
10.33 -0.236532 -0.0430058 0.798703
10.34 -0.231858 -0.042156 0.782954
10.35 -0.227277 -0.041323 0.767515
10.36 -0.222785 -0.0405064 0.752378
10.37 -0.218383 -0.0397059 0.737539
10.38 -0.214067 -0.0389212 0.722992
10.39 -0.209836 -0.038152 0.70873
10.4 -0.205689 -0.037398 0.694749
10.41 -0.201623 -0.0366588 0.681043
10.42 -0.197638 -0.0359342 0.667606
10.43 -0.193731 -0.0352239 0.654433
10.44 -0.189902 -0.0345276 0.641519
10.45 -0.186148 -0.0338451 0.628859
10.46 -0.182468 -0.033176 0.616448
10.47 -0.178861 -0.0325202 0.604281
10.48 -0.175325 -0.0318772 0.592354
10.49 -0.171859 -0.031247 0.580661
10.5 -0.168461 -0.0306292 0.569198
10.51 -0.16513 -0.0300236 0.557961
10.52 -0.161865 -0.02943 0.546945
10.53 -0.158665 -0.0288481 0.536146
10.54 -0.155527 -0.0282777 0.52556
10.55 -0.152452 -0.0277185 0.515182
10.56 -0.149437 -0.0271704 0.505008
10.57 -0.146482 -0.0266331 0.495035
10.58 -0.143585 -0.0261064 0.485259
10.59 -0.140746 -0.0255901 0.475674
10.6 -0.137962 -0.0250841 0.466279
10.61 -0.135234 -0.024588 0.457069
10.62 -0.132559 -0.0241017 0.44804
10.63 -0.129938 -0.023625 0.439189
10.64 -0.127368 -0.0231577 0.430513
10.65 -0.124848 -0.0226997 0.422007
10.66 -0.122379 -0.0222507 0.41367
10.67 -0.119958 -0.0218106 0.405496
10.68 -0.117586 -0.0213792 0.397484
10.69 -0.11526 -0.0209563 0.38963
10.7 -0.11298 -0.0205418 0.381931
10.71 -0.110745 -0.0201354 0.374383
10.72 -0.108554 -0.0197371 0.366984
10.73 -0.106407 -0.0193467 0.359732
10.74 -0.104302 -0.0189639 0.352622
10.75 -0.102238 -0.0185888 0.345653
10.76 -0.100216 -0.018221 0.338821
10.77 -0.098233 -0.0178605 0.332124
10.78 -0.0962896 -0.0175072 0.325559
10.79 -0.0943845 -0.0171608 0.319123
10.8 -0.0925172 -0.0168213 0.312815
10.81 -0.0906867 -0.0164885 0.306631
10.82 -0.0888924 -0.0161623 0.300569
10.83 -0.0871337 -0.0158425 0.294627
10.84 -0.0854096 -0.015529 0.288802
10.85 -0.0837197 -0.0152218 0.283092
10.86 -0.0820632 -0.0149206 0.277495
10.87 -0.0804394 -0.0146253 0.272008
10.88 -0.0788477 -0.014336 0.266629
10.89 -0.0772875 -0.0140523 0.261357
10.9 -0.0757582 -0.0137742 0.256189
10.91 -0.0742591 -0.0135017 0.251123
10.92 -0.0727896 -0.0132345 0.246157
10.93 -0.0713492 -0.0129726 0.241289
10.94 -0.0699373 -0.0127159 0.236517
10.95 -0.0685533 -0.0124642 0.23184
10.96 -0.0671967 -0.0122176 0.227255
10.97 -0.0658669 -0.0119758 0.22276
10.98 -0.0645635 -0.0117388 0.218354
10.99 -0.0632857 -0.0115065 0.214036
11 -0.0620333 -0.0112788 0.209802
11.01 -0.0608057 -0.0110556 0.205653
11.02 -0.0596023 -0.0108368 0.201585
11.03 -0.0584227 -0.0106223 0.197597
11.04 -0.0572664 -0.0104121 0.193689
11.05 -0.0561331 -0.010206 0.189857
11.06 -0.0550221 -0.010004 0.186102
11.07 -0.0539331 -0.00980603 0.18242
11.08 -0.0528657 -0.00961195 0.178812
11.09 -0.0518194 -0.00942171 0.175274
11.1 -0.0507938 -0.00923523 0.171807
11.11 -0.0497884 -0.00905244 0.168408
11.12 -0.048803 -0.00887327 0.165076
11.13 -0.0478371 -0.00869765 0.16181
11.14 -0.0468902 -0.0085255 0.158609
11.15 -0.0459621 -0.00835675 0.155471
11.16 -0.0450524 -0.00819134 0.152395
11.17 -0.0441606 -0.00802921 0.14938
11.18 -0.0432866 -0.00787028 0.146424
11.19 -0.0424298 -0.0077145 0.143527
11.2 -0.0415899 -0.0075618 0.140687
11.21 -0.0407667 -0.00741212 0.137903
11.22 -0.0399597 -0.00726541 0.135175
11.23 -0.0391688 -0.00712159 0.1325
11.24 -0.0383934 -0.00698063 0.129878
11.25 -0.0376335 -0.00684245 0.127308
11.26 -0.0368885 -0.006707 0.124789
11.27 -0.0361583 -0.00657424 0.12232
11.28 -0.0354426 -0.0064441 0.119899
11.29 -0.034741 -0.00631654 0.117526
11.3 -0.0340533 -0.0061915 0.115201
11.31 -0.0333792 -0.00606894 0.112921
11.32 -0.0327184 -0.0059488 0.110686
11.33 -0.0320707 -0.00583104 0.108496
11.34 -0.0314359 -0.00571561 0.106349
11.35 -0.0308136 -0.00560247 0.104244
11.36 -0.0302036 -0.00549156 0.102181
11.37 -0.0296057 -0.00538285 0.100159
11.38 -0.0290196 -0.00527629 0.0981765
11.39 -0.0284451 -0.00517184 0.0962334
11.4 -0.027882 -0.00506946 0.0943288
11.41 -0.0273301 -0.0049691 0.0924619
11.42 -0.026789 -0.00487073 0.090632
11.43 -0.0262587 -0.00477431 0.0888382
11.44 -0.0257389 -0.00467979 0.0870799
11.45 -0.0252293 -0.00458715 0.0853564
11.46 -0.0247298 -0.00449634 0.083667
11.47 -0.0242403 -0.00440732 0.082011
11.48 -0.0237604 -0.00432007 0.0803878
11.49 -0.02329 -0.00423454 0.0787967
11.5 -0.0228289 -0.00415071 0.077237
11.51 -0.022377 -0.00406854 0.0757083
11.52 -0.021934 -0.00398799 0.0742097
11.53 -0.0214997 -0.00390904 0.0727409
11.54 -0.0210741 -0.00383165 0.071301
11.55 -0.0206569 -0.00375579 0.0698897
11.56 -0.0202479 -0.00368144 0.0685063
11.57 -0.019847 -0.00360855 0.0671503
11.58 -0.0194541 -0.00353711 0.0658211
11.59 -0.019069 -0.00346708 0.0645182
11.6 -0.0186914 -0.00339844 0.0632411
11.61 -0.0183214 -0.00333116 0.0619892
11.62 -0.0179587 -0.00326521 0.0607622
11.63 -0.0176031 -0.00320057 0.0595594
11.64 -0.0172546 -0.0031372 0.0583804
11.65 -0.016913 -0.00307509 0.0572248
11.66 -0.0165781 -0.00301421 0.056092
11.67 -0.0162499 -0.00295453 0.0549816
11.68 -0.0159282 -0.00289604 0.0538932
11.69 -0.0156128 -0.0028387 0.0528264
11.7 -0.0153037 -0.0027825 0.0517806
11.71 -0.0150007 -0.00272741 0.0507556
11.72 -0.0147037 -0.00267341 0.0497508
11.73 -0.0144126 -0.00262048 0.0487659
11.74 -0.0141273 -0.0025686 0.0478006
11.75 -0.0138476 -0.00251774 0.0468543
11.76 -0.0135734 -0.00246789 0.0459267
11.77 -0.0133047 -0.00241903 0.0450175
11.78 -0.0130412 -0.00237114 0.0441263
11.79 -0.012783 -0.00232419 0.0432528
11.8 -0.0125299 -0.00227817 0.0423965
11.81 -0.0122819 -0.00223307 0.0415572
11.82 -0.0120387 -0.00218885 0.0407345
11.83 -0.0118003 -0.00214552 0.0399281
11.84 -0.0115667 -0.00210304 0.0391376
11.85 -0.0113377 -0.0020614 0.0383628
11.86 -0.0111132 -0.00202058 0.0376033
11.87 -0.0108932 -0.00198058 0.0368589
11.88 -0.0106775 -0.00194136 0.0361291
11.89 -0.0104661 -0.00190293 0.0354139
11.9 -0.0102589 -0.00186525 0.0347128
11.91 -0.0100557 -0.00182832 0.0340255
11.92 -0.00985665 -0.00179212 0.0333519
11.93 -0.00966149 -0.00175663 0.0326916
11.94 -0.0094702 -0.00172185 0.0320444
11.95 -0.00928269 -0.00168776 0.03141
11.96 -0.00909889 -0.00165434 0.0307881
11.97 -0.00891874 -0.00162159 0.0301786
11.98 -0.00874215 -0.00158948 0.0295811
11.99 -0.00856906 -0.00155801 0.0289954
12 -0.00839939 -0.00152716 0.0284214
12.01 -0.00823309 -0.00149692 0.0278587
12.02 -0.00807007 -0.00146729 0.0273071
12.03 -0.00791028 -0.00143823 0.0267665
12.04 -0.00775366 -0.00140976 0.0262365
12.05 -0.00760014 -0.00138184 0.0257171
12.06 -0.00744966 -0.00135448 0.0252079
12.07 -0.00730215 -0.00132766 0.0247088
12.08 -0.00715757 -0.00130138 0.0242196
12.09 -0.00701585 -0.00127561 0.0237401
12.1 -0.00687694 -0.00125035 0.0232701
12.11 -0.00674077 -0.00122559 0.0228094
12.12 -0.0066073 -0.00120133 0.0223578
12.13 -0.00647648 -0.00117754 0.0219151
12.14 -0.00634824 -0.00115423 0.0214812
12.15 -0.00622255 -0.00113137 0.0210559
12.16 -0.00609934 -0.00110897 0.020639
12.17 -0.00597857 -0.00108701 0.0202304
12.18 -0.00586019 -0.00106549 0.0198298
12.19 -0.00574416 -0.00104439 0.0194372
12.2 -0.00563042 -0.00102371 0.0190524
12.21 -0.00551894 -0.00100344 0.0186751
12.22 -0.00540966 -0.000983575 0.0183054
12.23 -0.00530255 -0.0009641 0.017943
12.24 -0.00519756 -0.00094501 0.0175877
12.25 -0.00509464 -0.000926298 0.0172395
12.26 -0.00499377 -0.000907957 0.0168981
12.27 -0.00489489 -0.000889979 0.0165636
12.28 -0.00479797 -0.000872357 0.0162356
12.29 -0.00470296 -0.000855084 0.0159141
12.3 -0.00460984 -0.000838153 0.0155991
12.31 -0.00451857 -0.000821557 0.0152902
12.32 -0.0044291 -0.00080529 0.0149875
12.33 -0.0043414 -0.000789345 0.0146907
12.34 -0.00425543 -0.000773715 0.0143998
12.35 -0.00417117 -0.000758395 0.0141147
12.36 -0.00408858 -0.000743379 0.0138353
12.37 -0.00400763 -0.000728659 0.0135613
12.38 -0.00392827 -0.000714231 0.0132928
12.39 -0.00385049 -0.000700089 0.0130296
12.4 -0.00377425 -0.000686227 0.0127716
12.41 -0.00369952 -0.000672639 0.0125187
12.42 -0.00362626 -0.000659321 0.0122709
12.43 -0.00355446 -0.000646266 0.0120279
12.44 -0.00348408 -0.000633469 0.0117898
12.45 -0.00341509 -0.000620926 0.0115563
12.46 -0.00334747 -0.000608631 0.0113275
12.47 -0.00328119 -0.00059658 0.0111032
12.48 -0.00321622 -0.000584767 0.0108834
12.49 -0.00315254 -0.000573188 0.0106679
12.5 -0.00309011 -0.000561839 0.0104566
12.51 -0.00302893 -0.000550714 0.0102496
12.52 -0.00296895 -0.000539809 0.0100467
12.53 -0.00291016 -0.000529121 0.00984773
12.54 -0.00285254 -0.000518644 0.00965274
12.55 -0.00279606 -0.000508374 0.00946162
12.56 -0.00274069 -0.000498308 0.00927427
12.57 -0.00268642 -0.000488441 0.00909064
12.58 -0.00263323 -0.000478769 0.00891064
12.59 -0.00258109 -0.000469289 0.00873421
12.6 -0.00252998 -0.000459997 0.00856127
12.61 -0.00247989 -0.000450889 0.00839175
12.62 -0.00243078 -0.000441961 0.00822559
12.63 -0.00238265 -0.000433209 0.00806272
12.64 -0.00233547 -0.000424631 0.00790307
12.65 -0.00228923 -0.000416223 0.00774659
12.66 -0.0022439 -0.000407982 0.0075932
12.67 -0.00219947 -0.000399903 0.00744285
12.68 -0.00215592 -0.000391985 0.00729548
12.69 -0.00211323 -0.000384223 0.00715102
12.7 -0.00207138 -0.000376615 0.00700943
12.71 -0.00203037 -0.000369158 0.00687064
12.72 -0.00199017 -0.000361848 0.0067346
12.73 -0.00195076 -0.000354683 0.00660125
12.74 -0.00191213 -0.00034766 0.00647054
12.75 -0.00187427 -0.000340776 0.00634242
12.76 -0.00183716 -0.000334028 0.00621683
12.77 -0.00180078 -0.000327414 0.00609374
12.78 -0.00176512 -0.000320931 0.00597308
12.79 -0.00173017 -0.000314576 0.0058548
12.8 -0.00169591 -0.000308348 0.00573888
12.81 -0.00166233 -0.000302242 0.00562524
12.82 -0.00162941 -0.000296257 0.00551386
12.83 -0.00159715 -0.000290391 0.00540468
12.84 -0.00156553 -0.000284641 0.00529766
12.85 -0.00153453 -0.000279005 0.00519276
12.86 -0.00150414 -0.00027348 0.00508994
12.87 -0.00147436 -0.000268065 0.00498916
12.88 -0.00144516 -0.000262757 0.00489037
12.89 -0.00141655 -0.000257554 0.00479354
12.9 -0.0013885 -0.000252454 0.00469862
12.91 -0.001361 -0.000247455 0.00460558
12.92 -0.00133406 -0.000242556 0.00451439
12.93 -0.00130764 -0.000237753 0.004425
12.94 -0.00128175 -0.000233045 0.00433738
12.95 -0.00125637 -0.00022843 0.0042515
12.96 -0.00123149 -0.000223907 0.00416731
12.97 -0.0012071 -0.000219474 0.0040848
12.98 -0.0011832 -0.000215128 0.00400391
12.99 -0.00115977 -0.000210868 0.00392463
13 -0.00113681 -0.000206693 0.00384692
13.01 -0.0011143 -0.0002026 0.00377075
13.02 -0.00109223 -0.000198588 0.00369609
13.03 -0.00107061 -0.000194656 0.0036229
13.04 -0.00104941 -0.000190801 0.00355116
13.05 -0.00102863 -0.000187023 0.00348085
13.06 -0.00100826 -0.00018332 0.00341192
13.07 -0.000988296 -0.00017969 0.00334436
13.08 -0.000968726 -0.000176132 0.00327814
13.09 -0.000949544 -0.000172644 0.00321323
13.1 -0.000930742 -0.000169226 0.00314961
13.11 -0.000912313 -0.000165875 0.00308724
13.12 -0.000894248 -0.00016259 0.00302611
13.13 -0.000876541 -0.000159371 0.00296619
13.14 -0.000859184 -0.000156215 0.00290746
13.15 -0.000842171 -0.000153122 0.00284989
13.16 -0.000825495 -0.00015009 0.00279345
13.17 -0.000809149 -0.000147118 0.00273814
13.18 -0.000793127 -0.000144205 0.00268392
13.19 -0.000777422 -0.00014135 0.00263078
13.2 -0.000762029 -0.000138551 0.00257869
13.21 -0.000746939 -0.000135807 0.00252763
13.22 -0.000732149 -0.000133118 0.00247758
13.23 -0.000717652 -0.000130482 0.00242852
13.24 -0.000703441 -0.000127898 0.00238043
13.25 -0.000689512 -0.000125366 0.0023333
13.26 -0.000675859 -0.000122883 0.00228709
13.27 -0.000662476 -0.00012045 0.00224181
13.28 -0.000649359 -0.000118065 0.00219742
13.29 -0.0006365 -0.000115727 0.00215391
13.3 -0.000623897 -0.000113436 0.00211126
13.31 -0.000611543 -0.00011119 0.00206945
13.32 -0.000599434 -0.000108988 0.00202847
13.33 -0.000587564 -0.00010683 0.00198831
13.34 -0.00057593 -0.000104714 0.00194894
13.35 -0.000564526 -0.000102641 0.00191034
13.36 -0.000553347 -0.000100609 0.00187252
