r Re(potential) Im(potential) Coupling
13.37 -0.00054239 -9.86164e-05 0.00183544
13.38 -0.00053165 -9.66637e-05 0.0017991
13.39 -0.000521123 -9.47496e-05 0.00176347
13.4 -0.000510804 -9.28735e-05 0.00172855
13.41 -0.00050069 -9.10345e-05 0.00169433
13.42 -0.000490775 -8.92319e-05 0.00166078
13.43 -0.000481057 -8.7465e-05 0.00162789
13.44 -0.000471532 -8.57331e-05 0.00159566
13.45 -0.000462195 -8.40354e-05 0.00156406
13.46 -0.000453043 -8.23714e-05 0.00153309
13.47 -0.000444072 -8.07404e-05 0.00150273
13.48 -0.000435279 -7.91416e-05 0.00147298
13.49 -0.00042666 -7.75745e-05 0.00144381
13.5 -0.000418211 -7.60384e-05 0.00141522
13.51 -0.00040993 -7.45328e-05 0.0013872
13.52 -0.000401813 -7.30569e-05 0.00135973
13.53 -0.000393857 -7.16103e-05 0.00133281
13.54 -0.000386058 -7.01923e-05 0.00130642
13.55 -0.000378413 -6.88025e-05 0.00128055
13.56 -0.00037092 -6.74401e-05 0.00125519
13.57 -0.000363576 -6.61047e-05 0.00123034
13.58 -0.000356376 -6.47957e-05 0.00120597
13.59 -0.00034932 -6.35127e-05 0.00118209
13.6 -0.000342403 -6.22551e-05 0.00115869
13.61 -0.000335623 -6.10223e-05 0.00113574
13.62 -0.000328977 -5.9814e-05 0.00111325
13.63 -0.000322463 -5.86296e-05 0.00109121
13.64 -0.000316078 -5.74687e-05 0.0010696
13.65 -0.000309819 -5.63307e-05 0.00104842
13.66 -0.000303684 -5.52153e-05 0.00102766
13.67 -0.000297671 -5.4122e-05 0.00100732
13.68 -0.000291777 -5.30503e-05 0.000987369
13.69 -0.000285999 -5.19998e-05 0.000967818
13.7 -0.000280336 -5.09702e-05 0.000948654
13.71 -0.000274785 -4.99609e-05 0.00092987
13.72 -0.000269344 -4.89716e-05 0.000911457
13.73 -0.00026401 -4.80019e-05 0.000893409
13.74 -0.000258783 -4.70514e-05 0.000875718
13.75 -0.000253658 -4.61197e-05 0.000858378
13.76 -0.000248636 -4.52065e-05 0.000841381
13.77 -0.000243712 -4.43113e-05 0.000824721
13.78 -0.000238887 -4.34339e-05 0.00080839
13.79 -0.000234156 -4.25739e-05 0.000792383
13.8 -0.00022952 -4.17309e-05 0.000776693
13.81 -0.000224975 -4.09045e-05 0.000761314
13.82 -0.00022052 -4.00946e-05 0.000746239
13.83 -0.000216154 -3.93006e-05 0.000731462
13.84 -0.000211873 -3.85224e-05 0.000716978
13.85 -0.000207678 -3.77596e-05 0.000702781
13.86 -0.000203566 -3.7012e-05 0.000688865
13.87 -0.000199535 -3.62791e-05 0.000675225
13.88 -0.000195584 -3.55607e-05 0.000661855
13.89 -0.000191711 -3.48566e-05 0.000648749
13.9 -0.000187915 -3.41663e-05 0.000635903
13.91 -0.000184194 -3.34898e-05 0.000623311
13.92 -0.000180547 -3.28267e-05 0.000610969
13.93 -0.000176972 -3.21767e-05 0.000598871
13.94 -0.000173467 -3.15395e-05 0.000587013
13.95 -0.000170032 -3.0915e-05 0.000575389
13.96 -0.000166666 -3.03028e-05 0.000563996
13.97 -0.000163365 -2.97028e-05 0.000552828
13.98 -0.000160131 -2.91146e-05 0.000541881
13.99 -0.00015696 -2.85381e-05 0.000531151
14 -0.000153852 -2.7973e-05 0.000520634
14.01 -0.000150805 -2.74191e-05 0.000510324
14.02 -0.000147819 -2.68762e-05 0.000500219
14.03 -0.000144892 -2.6344e-05 0.000490314
14.04 -0.000142023 -2.58224e-05 0.000480606
14.05 -0.000139211 -2.53111e-05 0.000471089
14.06 -0.000136454 -2.48099e-05 0.000461761
14.07 -0.000133752 -2.43186e-05 0.000452617
14.08 -0.000131104 -2.38371e-05 0.000443655
14.09 -0.000128508 -2.33651e-05 0.00043487
14.1 -0.000125963 -2.29024e-05 0.000426259
14.11 -0.000123469 -2.24489e-05 0.000417818
14.12 -0.000121024 -2.20044e-05 0.000409545
14.13 -0.000118628 -2.15687e-05 0.000401436
14.14 -0.000116279 -2.11416e-05 0.000393487
14.15 -0.000113976 -2.0723e-05 0.000385695
14.16 -0.000111719 -2.03126e-05 0.000378058
14.17 -0.000109507 -1.99104e-05 0.000370572
14.18 -0.000107339 -1.95161e-05 0.000363234
14.19 -0.000105213 -1.91297e-05 0.000356042
14.2 -0.00010313 -1.87509e-05 0.000348991
14.21 -0.000101088 -1.83796e-05 0.000342081
14.22 -9.90862e-05 -1.80157e-05 0.000335307
14.23 -9.71241e-05 -1.76589e-05 0.000328668
14.24 -9.5201e-05 -1.73093e-05 0.00032216
14.25 -9.33159e-05 -1.69665e-05 0.000315781
14.26 -9.14681e-05 -1.66306e-05 0.000309528
14.27 -8.96569e-05 -1.63013e-05 0.000303399
14.28 -8.78816e-05 -1.59785e-05 0.000297391
14.29 -8.61414e-05 -1.56621e-05 0.000291502
14.3 -8.44357e-05 -1.53519e-05 0.00028573
14.31 -8.27638e-05 -1.5048e-05 0.000280072
14.32 -8.11249e-05 -1.475e-05 0.000274527
14.33 -7.95185e-05 -1.44579e-05 0.000269091
14.34 -7.7944e-05 -1.41716e-05 0.000263762
14.35 -7.64006e-05 -1.3891e-05 0.000258539
14.36 -7.48877e-05 -1.3616e-05 0.00025342
14.37 -7.34049e-05 -1.33463e-05 0.000248402
14.38 -7.19514e-05 -1.30821e-05 0.000243483
14.39 -7.05266e-05 -1.2823e-05 0.000238662
14.4 -6.91301e-05 -1.25691e-05 0.000233936
14.41 -6.77612e-05 -1.23202e-05 0.000229304
14.42 -6.64195e-05 -1.20763e-05 0.000224763
14.43 -6.51043e-05 -1.18371e-05 0.000220313
14.44 -6.38151e-05 -1.16028e-05 0.00021595
14.45 -6.25515e-05 -1.1373e-05 0.000211674
14.46 -6.13129e-05 -1.11478e-05 0.000207483
14.47 -6.00988e-05 -1.09271e-05 0.000203374
14.48 -5.89088e-05 -1.07107e-05 0.000199347
14.49 -5.77423e-05 -1.04986e-05 0.0001954
14.5 -5.65989e-05 -1.02907e-05 0.000191531
14.51 -5.54782e-05 -1.00869e-05 0.000187738
14.52 -5.43797e-05 -9.88721e-06 0.000184021
14.53 -5.33029e-05 -9.69143e-06 0.000180377
14.54 -5.22474e-05 -9.49953e-06 0.000176805
14.55 -5.12128e-05 -9.31143e-06 0.000173304
14.56 -5.01988e-05 -9.12705e-06 0.000169873
14.57 -4.92048e-05 -8.94632e-06 0.000166509
14.58 -4.82304e-05 -8.76917e-06 0.000163212
14.59 -4.72754e-05 -8.59553e-06 0.00015998
14.6 -4.63393e-05 -8.42533e-06 0.000156812
14.61 -4.54217e-05 -8.2585e-06 0.000153707
14.62 -4.45223e-05 -8.09497e-06 0.000150663
14.63 -4.36407e-05 -7.93468e-06 0.00014768
14.64 -4.27766e-05 -7.77756e-06 0.000144756
14.65 -4.19295e-05 -7.62355e-06 0.00014189
14.66 -4.10993e-05 -7.4726e-06 0.00013908
14.67 -4.02855e-05 -7.32463e-06 0.000136326
14.68 -3.94878e-05 -7.17959e-06 0.000133627
14.69 -3.87058e-05 -7.03743e-06 0.000130981
14.7 -3.79394e-05 -6.89808e-06 0.000128387
14.71 -3.71882e-05 -6.76148e-06 0.000125845
14.72 -3.64518e-05 -6.6276e-06 0.000123353
14.73 -3.573e-05 -6.49636e-06 0.00012091
14.74 -3.50225e-05 -6.36773e-06 0.000118516
14.75 -3.4329e-05 -6.24164e-06 0.000116169
14.76 -3.36492e-05 -6.11804e-06 0.000113869
14.77 -3.29829e-05 -5.9969e-06 0.000111614
14.78 -3.23298e-05 -5.87815e-06 0.000109404
14.79 -3.16897e-05 -5.76176e-06 0.000107238
14.8 -3.10622e-05 -5.64767e-06 0.000105114
14.81 -3.04471e-05 -5.53584e-06 0.000103033
14.82 -2.98442e-05 -5.42622e-06 0.000100993
14.83 -2.92532e-05 -5.31877e-06 9.8993e-05
14.84 -2.8674e-05 -5.21345e-06 9.70328e-05
14.85 -2.81062e-05 -5.11022e-06 9.51114e-05
14.86 -2.75497e-05 -5.00903e-06 9.32281e-05
14.87 -2.70042e-05 -4.90985e-06 9.1382e-05
14.88 -2.64694e-05 -4.81262e-06 8.95725e-05
14.89 -2.59453e-05 -4.71733e-06 8.77989e-05
14.9 -2.54316e-05 -4.62392e-06 8.60604e-05
14.91 -2.4928e-05 -4.53236e-06 8.43563e-05
14.92 -2.44344e-05 -4.44261e-06 8.26859e-05
14.93 -2.39505e-05 -4.35464e-06 8.10486e-05
14.94 -2.34763e-05 -4.26842e-06 7.94437e-05
14.95 -2.30114e-05 -4.18389e-06 7.78706e-05
14.96 -2.25558e-05 -4.10105e-06 7.63287e-05
14.97 -2.21091e-05 -4.01984e-06 7.48173e-05
14.98 -2.16713e-05 -3.94024e-06 7.33358e-05
14.99 -2.12422e-05 -3.86222e-06 7.18837e-05
15 -2.08216e-05 -3.78574e-06 7.04603e-05
15.01 -2.04093e-05 -3.71078e-06 6.90651e-05
15.02 -2.00052e-05 -3.6373e-06 6.76975e-05
15.03 -1.9609e-05 -3.56528e-06 6.6357e-05
15.04 -1.92208e-05 -3.49468e-06 6.5043e-05
15.05 -1.88402e-05 -3.42548e-06 6.37551e-05
15.06 -1.84671e-05 -3.35765e-06 6.24927e-05
15.07 -1.81014e-05 -3.29117e-06 6.12552e-05
15.08 -1.7743e-05 -3.226e-06 6.00423e-05
15.09 -1.73917e-05 -3.16212e-06 5.88534e-05
15.1 -1.70473e-05 -3.09951e-06 5.7688e-05
15.11 -1.67097e-05 -3.03813e-06 5.65457e-05
15.12 -1.63788e-05 -2.97797e-06 5.5426e-05
15.13 -1.60545e-05 -2.919e-06 5.43285e-05
15.14 -1.57366e-05 -2.8612e-06 5.32527e-05
15.15 -1.5425e-05 -2.80455e-06 5.21983e-05
15.16 -1.51196e-05 -2.74902e-06 5.11647e-05
15.17 -1.48202e-05 -2.69458e-06 5.01515e-05
15.18 -1.45267e-05 -2.64122e-06 4.91585e-05
15.19 -1.42391e-05 -2.58892e-06 4.81851e-05
15.2 -1.39571e-05 -2.53766e-06 4.72309e-05
15.21 -1.36808e-05 -2.48741e-06 4.62957e-05
15.22 -1.34099e-05 -2.43816e-06 4.5379e-05
15.23 -1.31443e-05 -2.38988e-06 4.44804e-05
15.24 -1.28841e-05 -2.34256e-06 4.35997e-05
15.25 -1.26289e-05 -2.29617e-06 4.27363e-05
15.26 -1.23789e-05 -2.2507e-06 4.18901e-05
15.27 -1.21337e-05 -2.20614e-06 4.10606e-05
15.28 -1.18935e-05 -2.16245e-06 4.02476e-05
15.29 -1.1658e-05 -2.11963e-06 3.94506e-05
15.3 -1.14271e-05 -2.07766e-06 3.86694e-05
15.31 -1.12009e-05 -2.03652e-06 3.79037e-05
15.32 -1.09791e-05 -1.99619e-06 3.71532e-05
15.33 -1.07617e-05 -1.95667e-06 3.64175e-05
15.34 -1.05486e-05 -1.91792e-06 3.56964e-05
15.35 -1.03397e-05 -1.87995e-06 3.49895e-05
15.36 -1.0135e-05 -1.84272e-06 3.42967e-05
15.37 -9.93427e-06 -1.80623e-06 3.36176e-05
15.38 -9.73756e-06 -1.77047e-06 3.29519e-05
15.39 -9.54475e-06 -1.73541e-06 3.22994e-05
15.4 -9.35575e-06 -1.70104e-06 3.16598e-05
15.41 -9.17049e-06 -1.66736e-06 3.10329e-05
15.42 -8.9889e-06 -1.63435e-06 3.04184e-05
15.43 -8.81091e-06 -1.60198e-06 2.98161e-05
15.44 -8.63644e-06 -1.57026e-06 2.92257e-05
15.45 -8.46543e-06 -1.53917e-06 2.8647e-05
15.46 -8.2978e-06 -1.50869e-06 2.80798e-05
15.47 -8.1335e-06 -1.47882e-06 2.75237e-05
15.48 -7.97244e-06 -1.44953e-06 2.69787e-05
15.49 -7.81458e-06 -1.42083e-06 2.64445e-05
15.5 -7.65984e-06 -1.3927e-06 2.59209e-05
15.51 -7.50816e-06 -1.36512e-06 2.54076e-05
15.52 -7.35949e-06 -1.33809e-06 2.49045e-05
15.53 -7.21376e-06 -1.31159e-06 2.44114e-05
15.54 -7.07092e-06 -1.28562e-06 2.3928e-05
15.55 -6.93091e-06 -1.26017e-06 2.34542e-05
15.56 -6.79367e-06 -1.23521e-06 2.29898e-05
15.57 -6.65914e-06 -1.21075e-06 2.25345e-05
15.58 -6.52728e-06 -1.18678e-06 2.20883e-05
15.59 -6.39803e-06 -1.16328e-06 2.16509e-05
15.6 -6.27135e-06 -1.14024e-06 2.12222e-05
15.61 -6.14716e-06 -1.11767e-06 2.0802e-05
15.62 -6.02544e-06 -1.09553e-06 2.03901e-05
15.63 -5.90613e-06 -1.07384e-06 1.99863e-05
15.64 -5.78918e-06 -1.05258e-06 1.95906e-05
15.65 -5.67455e-06 -1.03174e-06 1.92027e-05
15.66 -5.56218e-06 -1.01131e-06 1.88224e-05
15.67 -5.45205e-06 -9.91281e-07 1.84497e-05
15.68 -5.34409e-06 -9.71652e-07 1.80844e-05
15.69 -5.23827e-06 -9.52412e-07 1.77263e-05
15.7 -5.13454e-06 -9.33553e-07 1.73753e-05
15.71 -5.03287e-06 -9.15068e-07 1.70312e-05
15.72 -4.93321e-06 -8.96948e-07 1.6694e-05
15.73 -4.83553e-06 -8.79187e-07 1.63634e-05
15.74 -4.73978e-06 -8.61778e-07 1.60394e-05
15.75 -4.64593e-06 -8.44714e-07 1.57218e-05
15.76 -4.55393e-06 -8.27988e-07 1.54105e-05
15.77 -4.46376e-06 -8.11592e-07 1.51054e-05
15.78 -4.37537e-06 -7.95522e-07 1.48062e-05
15.79 -4.28873e-06 -7.79769e-07 1.45131e-05
15.8 -4.20381e-06 -7.64329e-07 1.42257e-05
15.81 -4.12057e-06 -7.49194e-07 1.3944e-05
15.82 -4.03897e-06 -7.34359e-07 1.36679e-05
15.83 -3.959e-06 -7.19818e-07 1.33972e-05
15.84 -3.8806e-06 -7.05564e-07 1.3132e-05
15.85 -3.80376e-06 -6.91593e-07 1.28719e-05
15.86 -3.72844e-06 -6.77899e-07 1.26171e-05
15.87 -3.65462e-06 -6.64476e-07 1.23672e-05
15.88 -3.58225e-06 -6.51318e-07 1.21223e-05
15.89 -3.51132e-06 -6.38421e-07 1.18823e-05
15.9 -3.44179e-06 -6.2578e-07 1.1647e-05
15.91 -3.37364e-06 -6.13388e-07 1.14164e-05
15.92 -3.30683e-06 -6.01242e-07 1.11903e-05
15.93 -3.24135e-06 -5.89337e-07 1.09687e-05
15.94 -3.17717e-06 -5.77667e-07 1.07515e-05
15.95 -3.11426e-06 -5.66229e-07 1.05386e-05
15.96 -3.05259e-06 -5.55017e-07 1.033e-05
15.97 -2.99215e-06 -5.44027e-07 1.01254e-05
15.98 -2.9329e-06 -5.33254e-07 9.92493e-06
15.99 -2.87482e-06 -5.22695e-07 9.7284e-06
16 -2.8179e-06 -5.12345e-07 9.53576e-06
16.01 -2.7621e-06 -5.022e-07 9.34694e-06
16.02 -2.70741e-06 -4.92256e-07 9.16186e-06
16.03 -2.6538e-06 -4.82508e-07 8.98044e-06
16.04 -2.60125e-06 -4.72954e-07 8.80262e-06
16.05 -2.54974e-06 -4.63589e-07 8.62832e-06
16.06 -2.49925e-06 -4.54409e-07 8.45746e-06
16.07 -2.44976e-06 -4.45411e-07 8.28999e-06
16.08 -2.40125e-06 -4.36592e-07 8.12584e-06
16.09 -2.35371e-06 -4.27946e-07 7.96494e-06
16.1 -2.3071e-06 -4.19473e-07 7.80722e-06
16.11 -2.26142e-06 -4.11166e-07 7.65263e-06
16.12 -2.21664e-06 -4.03025e-07 7.5011e-06
16.13 -2.17274e-06 -3.95044e-07 7.35257e-06
16.14 -2.12972e-06 -3.87222e-07 7.20698e-06
16.15 -2.08755e-06 -3.79554e-07 7.06427e-06
16.16 -2.04621e-06 -3.72039e-07 6.92439e-06
16.17 -2.0057e-06 -3.64672e-07 6.78727e-06
16.18 -1.96598e-06 -3.57451e-07 6.65288e-06
16.19 -1.92705e-06 -3.50373e-07 6.52114e-06
16.2 -1.88889e-06 -3.43435e-07 6.39201e-06
16.21 -1.85149e-06 -3.36635e-07 6.26544e-06
16.22 -1.81483e-06 -3.29969e-07 6.14138e-06
16.23 -1.77889e-06 -3.23435e-07 6.01977e-06
16.24 -1.74367e-06 -3.17031e-07 5.90057e-06
16.25 -1.70914e-06 -3.10753e-07 5.78373e-06
16.26 -1.6753e-06 -3.046e-07 5.66921e-06
16.27 -1.64212e-06 -2.98568e-07 5.55695e-06
16.28 -1.60961e-06 -2.92656e-07 5.44691e-06
16.29 -1.57774e-06 -2.86861e-07 5.33906e-06
16.3 -1.54649e-06 -2.81181e-07 5.23334e-06
16.31 -1.51587e-06 -2.75613e-07 5.12971e-06
16.32 -1.48586e-06 -2.70156e-07 5.02814e-06
16.33 -1.45643e-06 -2.64806e-07 4.92857e-06
16.34 -1.42759e-06 -2.59563e-07 4.83098e-06
16.35 -1.39933e-06 -2.54423e-07 4.73532e-06
16.36 -1.37162e-06 -2.49385e-07 4.64155e-06
16.37 -1.34446e-06 -2.44447e-07 4.54965e-06
16.38 -1.31784e-06 -2.39607e-07 4.45956e-06
16.39 -1.29174e-06 -2.34862e-07 4.37125e-06
16.4 -1.26616e-06 -2.30211e-07 4.28469e-06
16.41 -1.24109e-06 -2.25653e-07 4.19985e-06
16.42 -1.21652e-06 -2.21185e-07 4.11669e-06
16.43 -1.19243e-06 -2.16805e-07 4.03517e-06
16.44 -1.16882e-06 -2.12512e-07 3.95527e-06
16.45 -1.14567e-06 -2.08304e-07 3.87695e-06
16.46 -1.12299e-06 -2.04179e-07 3.80018e-06
16.47 -1.10075e-06 -2.00136e-07 3.72493e-06
16.48 -1.07895e-06 -1.96173e-07 3.65118e-06
16.49 -1.05759e-06 -1.92289e-07 3.57888e-06
16.5 -1.03665e-06 -1.88481e-07 3.50801e-06
16.51 -1.01612e-06 -1.84749e-07 3.43855e-06
16.52 -9.95999e-07 -1.81091e-07 3.37046e-06
16.53 -9.76277e-07 -1.77505e-07 3.30372e-06
16.54 -9.56945e-07 -1.7399e-07 3.2383e-06
16.55 -9.37996e-07 -1.70545e-07 3.17418e-06
16.56 -9.19423e-07 -1.67168e-07 3.11133e-06
16.57 -9.01217e-07 -1.63858e-07 3.04972e-06
16.58 -8.83372e-07 -1.60613e-07 2.98933e-06
16.59 -8.6588e-07 -1.57433e-07 2.93014e-06
16.6 -8.48734e-07 -1.54315e-07 2.87212e-06
16.61 -8.31928e-07 -1.5126e-07 2.81525e-06
16.62 -8.15455e-07 -1.48265e-07 2.7595e-06
16.63 -7.99308e-07 -1.45329e-07 2.70486e-06
16.64 -7.83481e-07 -1.42451e-07 2.6513e-06
16.65 -7.67967e-07 -1.3963e-07 2.5988e-06
16.66 -7.5276e-07 -1.36865e-07 2.54734e-06
16.67 -7.37854e-07 -1.34155e-07 2.4969e-06
16.68 -7.23244e-07 -1.31499e-07 2.44746e-06
16.69 -7.08922e-07 -1.28895e-07 2.39899e-06
16.7 -6.94885e-07 -1.26343e-07 2.35149e-06
16.71 -6.81125e-07 -1.23841e-07 2.30493e-06
16.72 -6.67638e-07 -1.21389e-07 2.25929e-06
16.73 -6.54418e-07 -1.18985e-07 2.21455e-06
16.74 -6.4146e-07 -1.16629e-07 2.1707e-06
16.75 -6.28758e-07 -1.1432e-07 2.12772e-06
16.76 -6.16308e-07 -1.12056e-07 2.08558e-06
16.77 -6.04104e-07 -1.09837e-07 2.04429e-06
16.78 -5.92142e-07 -1.07662e-07 2.00381e-06
16.79 -5.80417e-07 -1.0553e-07 1.96413e-06
16.8 -5.68924e-07 -1.03441e-07 1.92524e-06
16.81 -5.57658e-07 -1.01392e-07 1.88712e-06
16.82 -5.46616e-07 -9.93847e-08 1.84975e-06
16.83 -5.35792e-07 -9.74167e-08 1.81312e-06
16.84 -5.25183e-07 -9.54878e-08 1.77722e-06
16.85 -5.14783e-07 -9.3597e-08 1.74203e-06
16.86 -5.0459e-07 -9.17436e-08 1.70753e-06
16.87 -4.94598e-07 -8.9927e-08 1.67372e-06
16.88 -4.84805e-07 -8.81463e-08 1.64058e-06
16.89 -4.75205e-07 -8.64009e-08 1.60809e-06
16.9 -4.65795e-07 -8.469e-08 1.57625e-06
16.91 -4.56572e-07 -8.30131e-08 1.54504e-06
16.92 -4.47531e-07 -8.13693e-08 1.51445e-06
16.93 -4.38669e-07 -7.97581e-08 1.48446e-06
16.94 -4.29983e-07 -7.81788e-08 1.45506e-06
16.95 -4.21469e-07 -7.66307e-08 1.42625e-06
16.96 -4.13123e-07 -7.51133e-08 1.39801e-06
16.97 -4.04943e-07 -7.3626e-08 1.37033e-06
16.98 -3.96925e-07 -7.21681e-08 1.34319e-06
16.99 -3.89065e-07 -7.07391e-08 1.3166e-06
17 -3.81361e-07 -6.93383e-08 1.29053e-06
17.01 -3.73809e-07 -6.79654e-08 1.26497e-06
17.02 -3.66408e-07 -6.66196e-08 1.23992e-06
17.03 -3.59152e-07 -6.53004e-08 1.21537e-06
17.04 -3.5204e-07 -6.40074e-08 1.19131e-06
17.05 -3.4507e-07 -6.27399e-08 1.16772e-06
17.06 -3.38237e-07 -6.14976e-08 1.14459e-06
17.07 -3.31539e-07 -6.02799e-08 1.12193e-06
17.08 -3.24974e-07 -5.90862e-08 1.09971e-06
17.09 -3.18539e-07 -5.79163e-08 1.07794e-06
17.1 -3.12232e-07 -5.67694e-08 1.05659e-06
17.11 -3.06049e-07 -5.56453e-08 1.03567e-06
17.12 -2.99989e-07 -5.45435e-08 1.01516e-06
17.13 -2.94049e-07 -5.34634e-08 9.95062e-07
17.14 -2.88226e-07 -5.24048e-08 9.75358e-07
17.15 -2.82519e-07 -5.13671e-08 9.56045e-07
17.16 -2.76925e-07 -5.035e-08 9.37114e-07
17.17 -2.71441e-07 -4.9353e-08 9.18558e-07
17.18 -2.66066e-07 -4.83757e-08 9.00369e-07
17.19 -2.60798e-07 -4.74178e-08 8.8254e-07
17.2 -2.55634e-07 -4.64789e-08 8.65065e-07
17.21 -2.50572e-07 -4.55585e-08 8.47936e-07
17.22 -2.4561e-07 -4.46564e-08 8.31145e-07
17.23 -2.40747e-07 -4.37722e-08 8.14688e-07
17.24 -2.3598e-07 -4.29054e-08 7.98556e-07
17.25 -2.31307e-07 -4.20558e-08 7.82743e-07
17.26 -2.26727e-07 -4.12231e-08 7.67244e-07
17.27 -2.22237e-07 -4.04068e-08 7.52051e-07
17.28 -2.17837e-07 -3.96067e-08 7.3716e-07
17.29 -2.13523e-07 -3.88224e-08 7.22563e-07
17.3 -2.09295e-07 -3.80537e-08 7.08255e-07
17.31 -2.05151e-07 -3.73002e-08 6.94231e-07
17.32 -2.01089e-07 -3.65616e-08 6.80484e-07
17.33 -1.97107e-07 -3.58376e-08 6.6701e-07
17.34 -1.93204e-07 -3.5128e-08 6.53802e-07
17.35 -1.89378e-07 -3.44324e-08 6.40856e-07
17.36 -1.85628e-07 -3.37506e-08 6.28166e-07
17.37 -1.81953e-07 -3.30823e-08 6.15728e-07
17.38 -1.7835e-07 -3.24272e-08 6.03535e-07
17.39 -1.74818e-07 -3.17851e-08 5.91585e-07
17.4 -1.71357e-07 -3.11557e-08 5.7987e-07
17.41 -1.67963e-07 -3.05388e-08 5.68388e-07
17.42 -1.64638e-07 -2.99341e-08 5.57133e-07
17.43 -1.61377e-07 -2.93414e-08 5.46101e-07
17.44 -1.58182e-07 -2.87604e-08 5.35288e-07
17.45 -1.5505e-07 -2.81909e-08 5.24688e-07
17.46 -1.5198e-07 -2.76327e-08 5.14299e-07
17.47 -1.4897e-07 -2.70855e-08 5.04115e-07
17.48 -1.4602e-07 -2.65492e-08 4.94133e-07
17.49 -1.43129e-07 -2.60235e-08 4.84348e-07
17.5 -1.40295e-07 -2.55082e-08 4.74758e-07
17.51 -1.37517e-07 -2.50031e-08 4.65357e-07
17.52 -1.34794e-07 -2.4508e-08 4.56142e-07
17.53 -1.32125e-07 -2.40227e-08 4.4711e-07
17.54 -1.29508e-07 -2.3547e-08 4.38257e-07
17.55 -1.26944e-07 -2.30807e-08 4.29579e-07
17.56 -1.2443e-07 -2.26237e-08 4.21072e-07
17.57 -1.21966e-07 -2.21757e-08 4.12735e-07
17.58 -1.19551e-07 -2.17366e-08 4.04562e-07
17.59 -1.17184e-07 -2.13062e-08 3.96551e-07
17.6 -1.14864e-07 -2.08843e-08 3.88699e-07
17.61 -1.12589e-07 -2.04708e-08 3.81002e-07
17.62 -1.1036e-07 -2.00654e-08 3.73458e-07
17.63 -1.08175e-07 -1.96681e-08 3.66063e-07
17.64 -1.06033e-07 -1.92786e-08 3.58814e-07
17.65 -1.03933e-07 -1.88969e-08 3.51709e-07
17.66 -1.01875e-07 -1.85227e-08 3.44745e-07
17.67 -9.98577e-08 -1.81559e-08 3.37918e-07
17.68 -9.78804e-08 -1.77964e-08 3.31227e-07
17.69 -9.59422e-08 -1.7444e-08 3.24668e-07
17.7 -9.40424e-08 -1.70986e-08 3.1824e-07
17.71 -9.21803e-08 -1.67601e-08 3.11938e-07
17.72 -9.0355e-08 -1.64282e-08 3.05761e-07
17.73 -8.85658e-08 -1.61029e-08 2.99707e-07
17.74 -8.68121e-08 -1.5784e-08 2.93772e-07
17.75 -8.50931e-08 -1.54715e-08 2.87955e-07
17.76 -8.34082e-08 -1.51651e-08 2.82253e-07
17.77 -8.17566e-08 -1.48648e-08 2.76664e-07
17.78 -8.01377e-08 -1.45705e-08 2.71186e-07
17.79 -7.85509e-08 -1.4282e-08 2.65816e-07
17.8 -7.69954e-08 -1.39992e-08 2.60553e-07
17.81 -7.54708e-08 -1.3722e-08 2.55393e-07
17.82 -7.39764e-08 -1.34503e-08 2.50336e-07
17.83 -7.25116e-08 -1.31839e-08 2.45379e-07
17.84 -7.10757e-08 -1.29229e-08 2.4052e-07
17.85 -6.96684e-08 -1.2667e-08 2.35758e-07
17.86 -6.82888e-08 -1.24162e-08 2.31089e-07
17.87 -6.69366e-08 -1.21703e-08 2.26514e-07
17.88 -6.56112e-08 -1.19293e-08 2.22028e-07
17.89 -6.4312e-08 -1.16931e-08 2.17632e-07
17.9 -6.30385e-08 -1.14616e-08 2.13322e-07
17.91 -6.17903e-08 -1.12346e-08 2.09098e-07
17.92 -6.05668e-08 -1.10121e-08 2.04958e-07
17.93 -5.93675e-08 -1.07941e-08 2.00899e-07
17.94 -5.81919e-08 -1.05803e-08 1.96921e-07
17.95 -5.70396e-08 -1.03708e-08 1.93022e-07
17.96 -5.59102e-08 -1.01655e-08 1.892e-07
17.97 -5.48031e-08 -9.96419e-09 1.85454e-07
17.98 -5.37179e-08 -9.76689e-09 1.81781e-07
17.99 -5.26542e-08 -9.57349e-09 1.78182e-07
18 -5.16116e-08 -9.38392e-09 1.74654e-07
18.01 -5.05896e-08 -9.19811e-09 1.71195e-07
18.02 -4.95879e-08 -9.01598e-09 1.67805e-07
18.03 -4.8606e-08 -8.83745e-09 1.64483e-07
18.04 -4.76435e-08 -8.66245e-09 1.61226e-07
18.05 -4.67001e-08 -8.49093e-09 1.58033e-07
18.06 -4.57754e-08 -8.32279e-09 1.54904e-07
18.07 -4.4869e-08 -8.15799e-09 1.51837e-07
18.08 -4.39805e-08 -7.99645e-09 1.4883e-07
18.09 -4.31096e-08 -7.83811e-09 1.45883e-07
18.1 -4.2256e-08 -7.68291e-09 1.42994e-07
18.11 -4.14193e-08 -7.53078e-09 1.40163e-07
18.12 -4.05991e-08 -7.38166e-09 1.37387e-07
18.13 -3.97952e-08 -7.23549e-09 1.34667e-07
18.14 -3.90072e-08 -7.09222e-09 1.32e-07
18.15 -3.82348e-08 -6.95178e-09 1.29387e-07
18.16 -3.74777e-08 -6.81413e-09 1.26825e-07
18.17 -3.67356e-08 -6.6792e-09 1.24313e-07
18.18 -3.60082e-08 -6.54694e-09 1.21852e-07
