r Channel_1(Re) Channel_1(Im) Channel_2(Re) Channel_2(Im)
14.9 2.54672 -2.03722 -0.0807268 -0.0356613
14.91 2.53387 -2.04364 -0.0791227 -0.0390913
14.92 2.51617 -2.04616 -0.0773731 -0.0424492
14.93 2.49368 -2.04478 -0.0754809 -0.0457291
14.94 2.46643 -2.03949 -0.0734499 -0.0489247
14.95 2.43447 -2.03031 -0.0712836 -0.0520303
14.96 2.39786 -2.01726 -0.0689861 -0.0550401
14.97 2.35668 -2.00035 -0.0665616 -0.0579486
14.98 2.311 -1.97963 -0.0640146 -0.0607504
14.99 2.26091 -1.95513 -0.0613498 -0.0634404
15 2.2065 -1.9269 -0.058572 -0.0660136
15.01 2.14789 -1.89499 -0.0556864 -0.0684652
15.02 2.08517 -1.85947 -0.0526983 -0.0707909
15.03 2.01848 -1.8204 -0.0496131 -0.0729862
15.04 1.94793 -1.77785 -0.0464367 -0.0750472
15.05 1.87367 -1.73191 -0.0431747 -0.07697
15.06 1.79583 -1.68266 -0.0398333 -0.0787511
15.07 1.71456 -1.63021 -0.0364185 -0.0803872
15.08 1.63002 -1.57464 -0.0329367 -0.0818754
15.09 1.54238 -1.51607 -0.0293943 -0.0832128
15.1 1.45178 -1.4546 -0.0257978 -0.0843971
15.11 1.35842 -1.39036 -0.0221537 -0.085426
15.12 1.26246 -1.32347 -0.0184689 -0.0862976
15.13 1.1641 -1.25405 -0.0147501 -0.0870104
15.14 1.06351 -1.18223 -0.0110041 -0.087563
15.15 0.960897 -1.10816 -0.0072379 -0.0879544
15.16 0.856447 -1.03198 -0.00345835 -0.0881838
15.17 0.750362 -0.953825 0.000327571 -0.088251
15.18 0.642846 -0.873851 0.00411288 -0.0881557
15.19 0.534103 -0.792209 0.00789063 -0.087898
15.2 0.424341 -0.709055 0.0116538 -0.0874786
15.21 0.313769 -0.624548 0.0153956 -0.0868982
15.22 0.202598 -0.538849 0.019109 -0.0861577
15.23 0.0910401 -0.452122 0.0227873 -0.0852587
15.24 -0.0206913 -0.364532 0.0264236 -0.0842027
15.25 -0.132383 -0.276246 0.0300112 -0.0829916
15.26 -0.243822 -0.187433 0.0335436 -0.0816278
15.27 -0.354796 -0.0982624 0.0370143 -0.0801138
15.28 -0.465093 -0.0089043 0.0404168 -0.0784522
15.29 -0.574502 0.0804708 0.0437449 -0.0766462
15.3 -0.682815 0.169692 0.0469924 -0.0746991
15.31 -0.789825 0.25859 0.0501535 -0.0726145
15.32 -0.895327 0.346994 0.0532222 -0.0703962
15.33 -0.999121 0.434736 0.056193 -0.0680484
15.34 -1.10101 0.521649 0.0590602 -0.0655752
15.35 -1.20079 0.607566 0.0618188 -0.0629813
15.36 -1.29829 0.692323 0.0644636 -0.0602715
15.37 -1.39331 0.775759 0.0669897 -0.0574507
15.38 -1.48566 0.857715 0.0693924 -0.0545242
15.39 -1.57519 0.938034 0.0716674 -0.0514972
15.4 -1.6617 1.01656 0.0738105 -0.0483755
15.41 -1.74505 1.09315 0.0758177 -0.0451647
15.42 -1.82506 1.16765 0.0776853 -0.0418708
15.43 -1.90159 1.23993 0.0794099 -0.0384997
15.44 -1.9745 1.30984 0.0809883 -0.0350578
15.45 -2.04363 1.37724 0.0824176 -0.0315514
15.46 -2.10887 1.44202 0.0836951 -0.0279869
15.47 -2.17008 1.50405 0.0848186 -0.0243708
15.48 -2.22715 1.56321 0.0857859 -0.0207099
15.49 -2.27996 1.61938 0.0865953 -0.0170108
15.5 -2.32843 1.67247 0.0872453 -0.0132805
15.51 -2.37246 1.72236 0.0877346 -0.00952565
15.52 -2.41195 1.76897 0.0880625 -0.0057533
15.53 -2.44685 1.81219 0.0882282 -0.00197035
15.54 -2.47707 1.85197 0.0882314 0.00181622
15.55 -2.50257 1.8882 0.0880723 0.00559945
15.56 -2.52329 1.92084 0.0877509 0.00937237
15.57 -2.53919 1.9498 0.0872681 0.013128
15.58 -2.55025 1.97505 0.0866245 0.0168595
15.59 -2.55645 1.99653 0.0858215 0.02056
15.6 -2.55776 2.01419 0.0848605 0.0242226
15.61 -2.55419 2.02802 0.0837433 0.0278406
15.62 -2.54575 2.03797 0.0824719 0.0314074
15.63 -2.53245 2.04403 0.0810486 0.0349163
15.64 -2.51432 2.0462 0.0794761 0.0383609
15.65 -2.49139 2.04446 0.0777573 0.041735
15.66 -2.4637 2.03881 0.0758954 0.0450322
15.67 -2.43131 2.02928 0.0738937 0.0482464
15.68 -2.39429 2.01587 0.071756 0.0513719
15.69 -2.35269 1.99862 0.0694861 0.0544028
15.7 -2.3066 1.97755 0.0670884 0.0573335
15.71 -2.25611 1.95271 0.0645671 0.0601586
15.72 -2.20132 1.92414 0.0619269 0.062873
15.73 -2.14233 1.8919 0.0591728 0.0654717
15.74 -2.07924 1.85605 0.0563097 0.0679498
15.75 -2.01219 1.81665 0.0533429 0.0703028
15.76 -1.9413 1.77379 0.0502779 0.0725263
15.77 -1.8667 1.72755 0.0471203 0.0746164
15.78 -1.78854 1.678 0.043876 0.076569
15.79 -1.70697 1.62526 0.0405509 0.0783807
15.8 -1.62214 1.56941 0.0371512 0.0800481
15.81 -1.53422 1.51057 0.033683 0.0815681
15.82 -1.44337 1.44885 0.0301529 0.0829379
15.83 -1.34976 1.38436 0.0265672 0.0841551
15.84 -1.25357 1.31723 0.0229326 0.0852173
15.85 -1.155 1.24758 0.0192558 0.0861226
15.86 -1.05422 1.17556 0.0155435 0.0868693
15.87 -0.951427 1.10129 0.0118026 0.0874561
15.88 -0.846819 1.02492 0.00804002 0.0878818
15.89 -0.740596 0.946592 0.0042626 0.0881458
15.9 -0.632959 0.866459 0.000477335 0.0882475
15.91 -0.524114 0.784672 -0.00330881 0.0881867
15.92 -0.414269 0.701388 -0.00708886 0.0879635
15.93 -0.303633 0.616765 -0.0108559 0.0875784
15.94 -0.192418 0.530965 -0.0146029 0.0870321
15.95 -0.080836 0.444153 -0.018323 0.0863255
15.96 0.0309006 0.356492 -0.0220094 0.0854599
15.97 0.142578 0.268151 -0.0256553 0.084437
15.98 0.253984 0.179298 -0.0292539 0.0832587
15.99 0.364905 0.0901036 -0.0327987 0.081927
16 0.475129 0.000736858 -0.0362831 0.0804445
16.01 0.584447 -0.0886313 -0.0397006 0.0788139
16.02 0.692649 -0.17783 -0.0430451 0.0770382
16.03 0.799529 -0.26669 -0.0463104 0.0751207
16.04 0.904884 -0.355041 -0.0494903 0.0730648
16.05 1.00851 -0.442714 -0.0525792 0.0708744
16.06 1.11022 -0.529542 -0.0555712 0.0685536
16.07 1.2098 -0.61536 -0.0584609 0.0661065
16.08 1.30708 -0.700003 -0.061243 0.0635376
16.09 1.40186 -0.783311 -0.0639123 0.0608518
16.1 1.49396 -0.865123 -0.066464 0.058054
16.11 1.58322 -0.945285 -0.0688932 0.0551493
16.12 1.66945 -1.02364 -0.0711957 0.052143
16.13 1.7525 -1.10005 -0.073367 0.0490407
16.14 1.8322 -1.17435 -0.0754032 0.0458481
16.15 1.90841 -1.24641 -0.0773007 0.0425711
16.16 1.98097 -1.3161 -0.0790557 0.0392158
16.17 2.04976 -1.38327 -0.0806653 0.0357882
16.18 2.11463 -1.44781 -0.0821263 0.0322947
16.19 2.17546 -1.50958 -0.0834361 0.0287418
16.2 2.23215 -1.56847 -0.0845923 0.0251359
16.21 2.28458 -1.62436 -0.0855927 0.0214838
16.22 2.33264 -1.67716 -0.0864355 0.0177921
16.23 2.37625 -1.72676 -0.0871192 0.0140676
16.24 2.41533 -1.77306 -0.0876424 0.0103173
16.25 2.4498 -1.81597 -0.0880043 0.00654794
16.26 2.4796 -1.85542 -0.0882042 0.00276653
16.27 2.50466 -1.89133 -0.0882416 -0.00101997
16.28 2.52494 -1.92364 -0.0881166 -0.0048046
16.29 2.54041 -1.95227 -0.0878293 -0.00858037
16.3 2.55102 -1.97717 -0.0873803 -0.0123404
16.31 2.55677 -1.9983 -0.0867704 -0.0160776
16.32 2.55764 -2.01562 -0.0860008 -0.0197853
16.33 2.55362 -2.02909 -0.0850728 -0.0234565
16.34 2.54474 -2.03869 -0.0839882 -0.0270845
16.35 2.53099 -2.04439 -0.0827489 -0.0306627
16.36 2.51242 -2.0462 -0.0813572 -0.0341844
16.37 2.48905 -2.0441 -0.0798158 -0.0376432
16.38 2.46094 -2.0381 -0.0781274 -0.0410326
16.39 2.42812 -2.02821 -0.0762951 -0.0443465
16.4 2.39067 -2.01445 -0.0743223 -0.0475787
16.41 2.34866 -1.99685 -0.0722127 -0.0507234
16.42 2.30217 -1.97543 -0.0699702 -0.0537746
16.43 2.25129 -1.95025 -0.0675988 -0.0567268
16.44 2.1961 -1.92134 -0.0651029 -0.0595746
16.45 2.13673 -1.88877 -0.0624872 -0.0623127
16.46 2.07328 -1.85259 -0.0597564 -0.064936
16.47 2.00587 -1.81288 -0.0569155 -0.0674398
16.48 1.93464 -1.76971 -0.0539699 -0.0698194
16.49 1.85971 -1.72316 -0.0509249 -0.0720705
16.5 1.78123 -1.67332 -0.0477861 -0.0741888
16.51 1.69936 -1.62028 -0.0445594 -0.0761705
16.52 1.61424 -1.56416 -0.0412506 -0.078012
16.53 1.52604 -1.50505 -0.0378658 -0.0797098
16.54 1.43492 -1.44307 -0.0344113 -0.0812609
16.55 1.34107 -1.37833 -0.0308934 -0.0826623
16.56 1.24466 -1.31097 -0.0273187 -0.0839115
16.57 1.14588 -1.2411 -0.0236937 -0.0850062
16.58 1.04491 -1.16886 -0.020025 -0.0859444
16.59 0.941942 -1.0944 -0.0163195 -0.0867244
16.6 0.837178 -1.01784 -0.0125839 -0.0873446
16.61 0.730817 -0.939343 -0.0088251 -0.087804
16.62 0.623062 -0.859053 -0.00505009 -0.0881018
16.63 0.514117 -0.777123 -0.00126577 -0.0882373
16.64 0.404191 -0.69371 0.00252087 -0.0882103
16.65 0.293493 -0.608973 0.00630287 -0.0880209
16.66 0.182236 -0.523074 0.0100733 -0.0876694
16.67 0.0706306 -0.436176 0.0138251 -0.0871565
16.68 -0.0411095 -0.348447 0.0175515 -0.0864831
16.69 -0.152771 -0.260052 0.0212456 -0.0856505
16.7 -0.264141 -0.171161 0.0249005 -0.0846602
16.71 -0.375007 -0.0819434 0.0285096 -0.0835139
16.72 -0.485157 0.00743059 0.0320662 -0.0822139
16.73 -0.594382 0.0967904 0.0355638 -0.0807625
16.74 -0.702472 0.185965 0.0389958 -0.0791624
16.75 -0.809221 0.274786 0.0423561 -0.0774165
16.76 -0.914427 0.363081 0.0456384 -0.075528
16.77 -1.01789 0.450684 0.0488366 -0.0735005
16.78 -1.1194 0.537427 0.0519449 -0.0713377
16.79 -1.21879 0.623144 0.0549576 -0.0690434
16.8 -1.31584 0.707672 0.057869 -0.0666221
16.81 -1.41039 0.79085 0.0606739 -0.064078
16.82 -1.50224 0.872518 0.0633671 -0.061416
16.83 -1.59122 0.952521 0.0659436 -0.0586409
16.84 -1.67717 1.03071 0.0683986 -0.0557578
16.85 -1.75992 1.10692 0.0707277 -0.052772
16.86 -1.83931 1.18103 0.0729266 -0.0496891
16.87 -1.91519 1.25288 0.0749912 -0.0465146
16.88 -1.98742 1.32234 0.0769177 -0.0432545
16.89 -2.05585 1.38928 0.0787025 -0.0399148
16.9 -2.12036 1.45357 0.0803425 -0.0365015
16.91 -2.18082 1.51508 0.0818344 -0.0330211
16.92 -2.23712 1.5737 0.0831757 -0.0294798
16.93 -2.28915 1.62932 0.0843639 -0.0258842
16.94 -2.33681 1.68183 0.0853967 -0.022241
16.95 -2.38001 1.73112 0.0862722 -0.0185568
16.96 -2.41867 1.77712 0.0869888 -0.0148385
16.97 -2.45272 1.81972 0.0875453 -0.0110928
16.98 -2.48208 1.85885 0.0879406 -0.00732673
16.99 -2.50671 1.89444 0.0881739 -0.00354714
17 -2.52655 1.9264 0.0882449 0.000238977
17.01 -2.54158 1.9547 0.0881534 0.00402466
17.02 -2.55175 1.97926 0.0878995 0.00780293
17.03 -2.55705 2.00004 0.0874838 0.0115668
17.04 -2.55747 2.01701 0.086907 0.0153094
17.05 -2.55301 2.03013 0.0861701 0.0190238
17.06 -2.54368 2.03937 0.0852746 0.0227032
17.07 -2.5295 2.04472 0.084222 0.0263408
17.08 -2.51048 2.04617 0.0830144 0.0299298
17.09 -2.48668 2.04372 0.0816538 0.0334638
17.1 -2.45813 2.03736 0.0801429 0.0369361
17.11 -2.42489 2.02712 0.0784845 0.0403404
17.12 -2.38702 2.013 0.0766815 0.0436705
17.13 -2.3446 1.99505 0.0747373 0.0469201
17.14 -2.2977 1.97329 0.0726555 0.0500833
17.15 -2.24642 1.94776 0.0704398 0.0531542
17.16 -2.19085 1.91852 0.0680945 0.0561273
17.17 -2.1311 1.88561 0.0656238 0.0589971
17.18 -2.06728 1.84911 0.0630322 0.0617582
17.19 -1.99952 1.80908 0.0603245 0.0644055
17.2 -1.92794 1.76559 0.0575058 0.0669343
17.21 -1.85268 1.71874 0.0545812 0.0693398
17.22 -1.77389 1.6686 0.051556 0.0716176
17.23 -1.69171 1.61528 0.0484359 0.0737636
17.24 -1.6063 1.55888 0.0452267 0.0757737
17.25 -1.51783 1.49951 0.0419341 0.0776442
17.26 -1.42646 1.43727 0.0385643 0.0793718
17.27 -1.33237 1.37229 0.0351235 0.0809532
17.28 -1.23574 1.30469 0.031618 0.0823856
17.29 -1.13674 1.2346 0.0280543 0.0836662
17.3 -1.03558 1.16215 0.024439 0.0847927
17.31 -0.932442 1.08749 0.0207786 0.0857631
17.32 -0.827524 1.01075 0.0170799 0.0865756
17.33 -0.721027 0.93208 0.0133499 0.0872286
17.34 -0.613154 0.851633 0.00959518 0.087721
17.35 -0.504111 0.769561 0.00582283 0.0880519
17.36 -0.394106 0.68602 0.00203977 0.0882206
17.37 -0.283349 0.60117 -0.00174706 0.0882269
17.38 -0.17205 0.515173 -0.00553067 0.0880707
17.39 -0.0604241 0.428193 -0.00930409 0.0877523
17.4 0.0513177 0.340396 -0.0130604 0.0872723
17.41 0.162961 0.251949 -0.0167926 0.0866315
17.42 0.274294 0.163021 -0.0204939 0.0858313
17.43 0.385104 0.0737818 -0.0241575 0.084873
17.44 0.495178 -0.0155979 -0.0277766 0.0837584
17.45 0.604307 -0.104948 -0.0313445 0.0824895
17.46 0.712284 -0.194098 -0.0348547 0.0810687
17.47 0.8189 -0.282877 -0.0383008 0.0794987
17.48 0.923954 -0.371116 -0.0416762 0.0777822
17.49 1.02725 -0.458648 -0.044975 0.0759225
17.5 1.12858 -0.545304 -0.0481909 0.073923
17.51 1.22775 -0.630919 -0.0513181 0.0717873
17.52 1.32459 -0.71533 -0.0543507 0.0695195
17.53 1.41889 -0.798376 -0.0572833 0.0671236
17.54 1.51049 -0.879899 -0.0601104 0.0646041
17.55 1.5992 -0.959742 -0.0628268 0.0619657
17.56 1.68487 -1.03775 -0.0654275 0.0592131
17.57 1.76732 -1.11378 -0.0679077 0.0563515
17.58 1.84639 -1.18769 -0.0702628 0.0533861
17.59 1.92194 -1.25933 -0.0724886 0.0503224
17.6 1.99383 -1.32857 -0.0745808 0.047166
17.61 2.06191 -1.39527 -0.0765357 0.0439227
17.62 2.12605 -1.4593 -0.0783497 0.0405986
17.63 2.18614 -1.52056 -0.0800193 0.0371997
17.64 2.24205 -1.57891 -0.0815416 0.0337323
17.65 2.29369 -1.63425 -0.0829138 0.0302028
17.66 2.34094 -1.68646 -0.0841332 0.0266176
17.67 2.38374 -1.73546 -0.0851977 0.0229835
17.68 2.42198 -1.78115 -0.0861053 0.019307
17.69 2.4556 -1.82344 -0.0868544 0.0155949
17.7 2.48453 -1.86225 -0.0874435 0.0118541
17.71 2.50872 -1.89751 -0.0878715 0.00809155
17.72 2.52813 -1.92914 -0.0881377 0.00431405
17.73 2.54271 -1.9571 -0.0882416 0.000528601
17.74 2.55243 -1.98131 -0.088183 -0.00325782
17.75 2.55729 -2.00175 -0.087962 -0.00703824
17.76 2.55727 -2.01837 -0.087579 -0.0108057
17.77 2.55236 -2.03113 -0.0870348 -0.0145533
17.78 2.54259 -2.04002 -0.0863302 -0.018274
17.79 2.52796 -2.04502 -0.0854667 -0.0219611
17.8 2.50851 -2.04611 -0.0844457 -0.0256078
17.81 2.48427 -2.0433 -0.0832692 -0.0292073
17.82 2.45529 -2.03659 -0.0819394 -0.032753
17.83 2.42162 -2.02599 -0.0804587 -0.0362384
17.84 2.38334 -2.01152 -0.0788298 -0.039657
17.85 2.3405 -1.99322 -0.0770557 -0.0430026
17.86 2.2932 -1.97111 -0.0751398 -0.0462691
17.87 2.24152 -1.94524 -0.0730854 -0.0494503
17.88 2.18556 -1.91566 -0.0708964 -0.0525404
17.89 2.12544 -1.88243 -0.0685769 -0.0555338
17.9 2.06125 -1.8456 -0.0661311 -0.0584249
17.91 1.99314 -1.80525 -0.0635635 -0.0612084
17.92 1.92122 -1.76145 -0.0608788 -0.0638792
17.93 1.84563 -1.71429 -0.058082 -0.0664323
17.94 1.76652 -1.66386 -0.0551783 -0.0688631
17.95 1.68404 -1.61026 -0.0521729 -0.0711671
17.96 1.59835 -1.55358 -0.0490714 -0.07334
17.97 1.5096 -1.49394 -0.0458796 -0.0753779
17.98 1.41797 -1.43144 -0.0426033 -0.0772769
17.99 1.32364 -1.36622 -0.0392485 -0.0790336
18 1.22679 -1.29838 -0.0358214 -0.0806447
18.01 1.12759 -1.22807 -0.0323284 -0.0821074
18.02 1.02624 -1.15542 -0.0287758 -0.0834188
18.03 0.922927 -1.08056 -0.0251702 -0.0845766
18.04 0.817857 -1.00364 -0.0215183 -0.0855786
18.05 0.711226 -0.924801 -0.0178267 -0.086423
18.06 0.603237 -0.8442 -0.0141023 -0.0871082
18.07 0.494097 -0.761987 -0.010352 -0.0876331
18.08 0.384015 -0.67832 -0.00658255 -0.0879965
18.09 0.273199 -0.593359 -0.00280099 -0.0881979
18.1 0.161862 -0.507265 0.000985716 -0.0882368
18.11 0.0502166 -0.420203 0.00477061 -0.0881132
18.12 -0.061525 -0.332339 0.00854672 -0.0878274
18.13 -0.173149 -0.243841 0.0123071 -0.0873798
18.14 -0.284443 -0.154878 0.0160448 -0.0867713
18.15 -0.395194 -0.0656191 0.0197529 -0.0860029
18.16 -0.505191 0.023765 0.0234247 -0.0850762
18.17 -0.614223 0.113104 0.0270534 -0.0839928
18.18 -0.722084 0.202227 0.0306322 -0.0827547
18.19 -0.828566 0.290964 0.0341546 -0.0813642
18.2 -0.933468 0.379145 0.037614 -0.0798238
18.21 -1.03659 0.466604 0.0410043 -0.0781365
18.22 -1.13773 0.553171 0.044319 -0.0763052
18.23 -1.2367 0.638683 0.047552 -0.0743334
18.24 -1.33331 0.722976 0.0506975 -0.0722247
18.25 -1.42738 0.80589 0.0537497 -0.069983
18.26 -1.51872 0.887265 0.0567028 -0.0676123
18.27 -1.60716 0.966948 0.0595515 -0.0651172
18.28 -1.69254 1.04478 0.0622905 -0.0625021
18.29 -1.77468 1.12063 0.0649148 -0.059772
18.3 -1.85344 1.19433 0.0674196 -0.0569317
18.31 -1.92866 1.26576 0.0698002 -0.0539866
18.32 -2.00021 1.33477 0.0720522 -0.0509421
18.33 -2.06793 1.40123 0.0741715 -0.0478037
18.34 -2.13171 1.46502 0.0761542 -0.0445773
18.35 -2.19142 1.52601 0.0779967 -0.0412688
18.36 -2.24695 1.58409 0.0796955 -0.0378843
18.37 -2.29819 1.63915 0.0812476 -0.03443
18.38 -2.34504 1.69108 0.08265 -0.0309123
18.39 -2.38742 1.73978 0.0839001 -0.0273377
18.4 -2.42524 1.78516 0.0849958 -0.0237127
18.41 -2.45844 1.82713 0.0859349 -0.020044
18.42 -2.48694 1.86562 0.0867158 -0.0163385
18.43 -2.5107 1.90055 0.0873369 -0.0126028
18.44 -2.52966 1.93185 0.0877972 -0.00884395
18.45 -2.5438 1.95946 0.0880958 -0.00506879
18.46 -2.55308 1.98334 0.0882321 -0.0012843
18.47 -2.55749 2.00343 0.0882059 0.00250256
18.48 -2.55702 2.01969 0.0880173 0.00628481
18.49 -2.55167 2.03211 0.0876666 0.0100555
18.5 -2.54145 2.04064 0.0871544 0.0138076
18.51 -2.52638 2.04528 0.0864817 0.0175344
18.52 -2.50649 2.04601 0.0856497 0.0212288
18.53 -2.48182 2.04285 0.0846599 0.0248841
18.54 -2.45241 2.03578 0.0835143 0.0284936
18.55 -2.41832 2.02483 0.0822148 0.0320506
18.56 -2.37961 2.01001 0.0807639 0.0355486
18.57 -2.33636 1.99136 0.0791643 0.0389811
18.58 -2.28866 1.9689 0.0774188 0.0423419
18.59 -2.23658 1.94269 0.0755308 0.0456246
18.6 -2.18024 1.91278 0.0735036 0.0488233
18.61 -2.11974 1.87921 0.0713411 0.0519321
18.62 -2.05519 1.84206 0.0690472 0.0549452
18.63 -1.98672 1.80139 0.0666261 0.0578572
18.64 -1.91446 1.75728 0.0640823 0.0606626
18.65 -1.83855 1.70982 0.0614204 0.0633562
18.66 -1.75912 1.65909 0.0586455 0.0659332
18.67 -1.67634 1.6052 0.0557625 0.0683887
18.68 -1.59036 1.54825 0.0527768 0.0707183
18.69 -1.50135 1.48834 0.049694 0.0729176
18.7 -1.40947 1.42559 0.0465196 0.0749826
18.71 -1.3149 1.36013 0.0432595 0.0769095
18.72 -1.21782 1.29206 0.0399197 0.0786948
18.73 -1.11841 1.22153 0.0365064 0.0803351
18.74 -1.01688 1.14867 0.0330259 0.0818275
18.75 -0.913398 1.07362 0.0294846 0.0831691
18.76 -0.808177 0.996513 0.0258889 0.0843576
18.77 -0.701413 0.917508 0.0222456 0.0853907
18.78 -0.593311 0.836753 0.0185613 0.0862665
18.79 -0.484076 0.754401 0.0148428 0.0869834
18.8 -0.373918 0.670609 0.0110969 0.0875402
18.81 -0.263046 0.585537 0.00733066 0.0879356
18.82 -0.151672 0.499348 0.00355088 0.0881692
18.83 -0.0400083 0.412206 -0.00023543 0.0882403
18.84 0.0717314 0.324278 -0.00402131 0.0881489
18.85 0.183334 0.23573 -0.00779978 0.0878952
18.86 0.294587 0.146733 -0.0115639 0.0874796
18.87 0.405278 0.0574553 -0.0153067 0.0869028
18.88 0.515195 -0.0319317 -0.0190213 0.086166
18.89 0.62413 -0.121258 -0.0227009 0.0852705
18.9 0.731873 -0.210353 -0.0263387 0.0842179
18.91 0.838219 -0.299046 -0.0299279 0.0830102
18.92 0.942966 -0.387168 -0.0334621 0.0816496
18.93 1.04591 -0.474552 -0.0369346 0.0801387
18.94 1.14686 -0.56103 -0.040339 0.0784801
18.95 1.24563 -0.646438 -0.0436692 0.076677
18.96 1.34201 -0.730611 -0.046919 0.0747327
18.97 1.43584 -0.813391 -0.0500823 0.0726507
18.98 1.52692 -0.894618 -0.0531534 0.0704349
18.99 1.61509 -0.974138 -0.0561266 0.0680893
19 1.70018 -1.0518 -0.0589964 0.0656184
19.01 1.78202 -1.12745 -0.0617575 0.0630266
19.02 1.86046 -1.20095 -0.0644049 0.0603187
19.03 1.93536 -1.27216 -0.0669337 0.0574997
19.04 2.00655 -1.34095 -0.0693392 0.0545748
19.05 2.07392 -1.40717 -0.0716169 0.0515494
19.06 2.13734 -1.47071 -0.0737628 0.048429
19.07 2.19667 -1.53144 -0.0757728 0.0452195
19.08 2.25181 -1.58925 -0.0776433 0.0419266
19.09 2.30265 -1.64402 -0.0793707 0.0385565
19.1 2.3491 -1.69566 -0.0809519 0.0351155
19.11 2.39107 -1.74406 -0.0823841 0.0316097
19.12 2.42847 -1.78914 -0.0836644 0.0280457
19.13 2.46124 -1.8308 -0.0847907 0.0244301
19.14 2.48931 -1.86896 -0.0857609 0.0207694
19.15 2.51263 -1.90356 -0.086573 0.0170705
19.16 2.53115 -1.93453 -0.0872257 0.0133402
19.17 2.54485 -1.9618 -0.0877178 0.00958526
19.18 2.55369 -1.98533 -0.0880482 0.00581269
19.19 2.55765 -2.00507 -0.0882165 0.00202942
19.2 2.55674 -2.02099 -0.0882224 -0.00175759
19.21 2.55094 -2.03305 -0.0880657 -0.00554137
19.22 2.54028 -2.04122 -0.0877468 -0.00931493
19.23 2.52476 -2.04551 -0.0872663 -0.0130713
19.24 2.50444 -2.04589 -0.086625 -0.0168037
19.25 2.47933 -2.04236 -0.0858242 -0.0205051
19.26 2.44949 -2.03494 -0.0848653 -0.0241687
19.27 2.41497 -2.02363 -0.0837501 -0.0277878
19.28 2.37585 -2.00846 -0.0824807 -0.0313557
19.29 2.33219 -1.98946 -0.0810593 -0.0348658
19.3 2.28408 -1.96667 -0.0794886 -0.0383118
19.31 2.23161 -1.94011 -0.0777715 -0.0416872
19.32 2.17489 -1.90986 -0.0759112 -0.0449858
19.33 2.11401 -1.87596 -0.073911 -0.0482015
19.34 2.0491 -1.83848 -0.0717747 -0.0513284
19.35 1.98028 -1.7975 -0.0695062 -0.0543608
19.36 1.90767 -1.75308 -0.0671097 -0.0572931
19.37 1.83143 -1.70532 -0.0645896 -0.0601199
19.38 1.7517 -1.6543 -0.0619505 -0.0628359
19.39 1.66862 -1.60013 -0.0591973 -0.0654362
19.4 1.58235 -1.5429 -0.056335 -0.0679159
19.41 1.49307 -1.48273 -0.053369 -0.0702705
19.42 1.40093 -1.41972 -0.0503047 -0.0724958
19.43 1.30613 -1.35401 -0.0471477 -0.0745874
19.44 1.20883 -1.28572 -0.0439039 -0.0765417
19.45 1.10922 -1.21497 -0.0405792 -0.0783551
19.46 1.0075 -1.1419 -0.0371798 -0.080024
19.47 0.903854 -1.06665 -0.0337118 -0.0815456
19.48 0.798483 -0.989371 -0.0301818 -0.082917
19.49 0.691589 -0.910201 -0.0265962 -0.0841357
19.5 0.583374 -0.829293 -0.0229616 -0.0851994
19.51 0.474047 -0.746803 -0.0192848 -0.0861061
19.52 0.363814 -0.662887 -0.0155724 -0.0868543
19.53 0.252888 -0.577707 -0.0118313 -0.0874424
19.54 0.141479 -0.491424 -0.00806838 -0.0878695
19.55 0.0297994 -0.404203 -0.00429064 -0.0881348
19.56 -0.0819367 -0.316211 -0.000504989 -0.0882377
19.57 -0.193516 -0.227615 0.00328159 -0.0881781
19.58 -0.304727 -0.138585 0.00706212 -0.0879561
19.59 -0.415356 -0.0492907 0.0108296 -0.087572
19.6 -0.525192 0.0400979 0.0145772 -0.0870267
19.61 -0.634026 0.12941 0.0182979 -0.086321
19.62 -0.74165 0.218475 0.021985 -0.0854564
19.63 -0.847858 0.307123 0.0256315 -0.0844343
19.64 -0.952449 0.395185 0.0292308 -0.0832567
19.65 -1.05522 0.482493 0.0327763 -0.0819258
19.66 -1.15598 0.56888 0.0362614 -0.0804439
19.67 -1.25453 0.654182 0.0396797 -0.0788139
19.68 -1.35069 0.738235 0.0430249 -0.0770387
19.69 -1.44427 0.820879 0.0462909 -0.0751216
19.7 -1.5351 0.901956 0.0494716 -0.0730662
19.71 -1.62299 0.981313 0.0525612 -0.0708761
19.72 -1.70779 1.0588 0.0555539 -0.0685555
19.73 -1.78933 1.13426 0.0584443 -0.0661086
19.74 -1.86746 1.20756 0.0612271 -0.06354
19.75 -1.94202 1.27855 0.0638971 -0.0608543
19.76 -2.01287 1.34711 0.0664494 -0.0580565
19.77 -2.07988 1.41309 0.0688793 -0.0551518
19.78 -2.14293 1.47637 0.0711823 -0.0521454
19.79 -2.20188 1.53684 0.0733543 -0.0490431
19.8 -2.25663 1.59438 0.075391 -0.0458504
19.81 -2.30708 1.64887 0.077289 -0.0425732
19.82 -2.35312 1.70022 0.0790445 -0.0392176
19.83 -2.39467 1.74832 0.0806545 -0.0357898
19.84 -2.43166 1.79309 0.0821159 -0.0322961
19.85 -2.464 1.83443 0.083426 -0.0287429
19.86 -2.49164 1.87227 0.0845825 -0.0251367
19.87 -2.51452 1.90654 0.0855831 -0.0214842
19.88 -2.53261 1.93717 0.0864262 -0.0177922
19.89 -2.54586 1.96411 0.08711 -0.0140673
