r Channel_1(Re) Channel_1(Im) Channel_2(Re) Channel_2(Im)
4.84 0.185031 -0.104173 -0.00336486 -0.0246065
4.85 0.184191 -0.104844 -0.00335003 -0.0244306
4.86 0.183207 -0.10543 -0.00333112 -0.0242368
4.87 0.182079 -0.105929 -0.0033081 -0.0240254
4.88 0.180807 -0.106343 -0.00328096 -0.0237963
4.89 0.179394 -0.10667 -0.0032497 -0.0235498
4.9 0.177839 -0.10691 -0.00321431 -0.023286
4.91 0.176146 -0.107063 -0.00317477 -0.023005
4.92 0.174313 -0.107129 -0.0031311 -0.0227069
4.93 0.172345 -0.107107 -0.0030833 -0.0223919
4.94 0.170241 -0.106999 -0.00303138 -0.0220602
4.95 0.168004 -0.106803 -0.00297534 -0.0217119
4.96 0.165635 -0.10652 -0.0029152 -0.0213473
4.97 0.163137 -0.106151 -0.00285099 -0.0209666
4.98 0.160511 -0.105695 -0.00278272 -0.0205699
4.99 0.157759 -0.105153 -0.00271042 -0.0201574
5 0.154884 -0.104525 -0.00263413 -0.0197295
5.01 0.151888 -0.103812 -0.00255387 -0.0192863
5.02 0.148773 -0.103014 -0.00246969 -0.0188281
5.03 0.145542 -0.102132 -0.00238163 -0.0183552
5.04 0.142197 -0.101166 -0.00228974 -0.0178678
5.05 0.138741 -0.100118 -0.00219406 -0.0173661
5.06 0.135176 -0.0989875 -0.00209465 -0.0168505
5.07 0.131506 -0.0977759 -0.00199158 -0.0163213
5.08 0.127732 -0.096484 -0.00188489 -0.0157787
5.09 0.123858 -0.0951128 -0.00177466 -0.015223
5.1 0.119888 -0.0936634 -0.00166097 -0.0146546
5.11 0.115823 -0.0921367 -0.00154387 -0.0140738
5.12 0.111668 -0.090534 -0.00142346 -0.013481
5.13 0.107425 -0.0888563 -0.00129981 -0.0128763
5.14 0.103097 -0.0871051 -0.00117301 -0.0122603
5.15 0.0986882 -0.0852815 -0.00104315 -0.0116331
5.16 0.0942015 -0.0833869 -0.000910329 -0.0109953
5.17 0.0896404 -0.0814228 -0.000774639 -0.010347
5.18 0.0850083 -0.0793905 -0.000636184 -0.00968878
5.19 0.0803088 -0.0772917 -0.00049507 -0.00902089
5.2 0.0755454 -0.0751277 -0.000351407 -0.00834374
5.21 0.0707216 -0.0729003 -0.000205308 -0.00765769
5.22 0.0658411 -0.0706111 -5.68918e-05 -0.00696313
5.23 0.0609077 -0.0682618 9.37212e-05 -0.00626044
5.24 0.0559249 -0.0658541 0.000246406 -0.00555
5.25 0.0508966 -0.0633897 0.000401032 -0.00483221
5.26 0.0458264 -0.0608706 0.000557469 -0.00410746
5.27 0.0407183 -0.0582986 0.00071558 -0.00337615
5.28 0.0355759 -0.0556755 0.000875225 -0.00263867
5.29 0.0304032 -0.0530033 0.00103626 -0.00189544
5.3 0.025204 -0.0502839 0.00119854 -0.00114685
5.31 0.0199822 -0.0475194 0.00136191 -0.000393302
5.32 0.0147417 -0.0447118 0.00152622 0.000364789
5.33 0.00948633 -0.0418631 0.00169131 0.00112702
5.34 0.00422003 -0.0389755 0.00185702 0.00189298
5.35 -0.0010533 -0.036051 0.00202319 0.00266226
5.36 -0.00632976 -0.0330919 0.00218965 0.00343445
5.37 -0.0116054 -0.0301002 0.00235622 0.00420914
5.38 -0.0168764 -0.0270781 0.00252274 0.00498592
5.39 -0.0221388 -0.0240279 0.00268903 0.00576439
5.4 -0.0273887 -0.0209519 0.0028549 0.00654414
5.41 -0.0326223 -0.0178521 0.00302018 0.00732475
5.42 -0.0378357 -0.014731 0.00318468 0.00810584
5.43 -0.043025 -0.0115908 0.0033482 0.00888698
5.44 -0.0481865 -0.00843372 0.00351057 0.00966779
5.45 -0.0533163 -0.00526216 0.00367157 0.0104479
5.46 -0.0584107 -0.00207839 0.00383103 0.0112268
5.47 -0.063466 0.00111526 0.00398873 0.0120042
5.48 -0.0684784 0.00431647 0.00414448 0.0127797
5.49 -0.0734442 0.00752291 0.00429806 0.0135529
5.5 -0.0783599 0.0107322 0.00444928 0.0143234
5.51 -0.0832218 0.0139421 0.00459793 0.0150909
5.52 -0.0880264 0.0171503 0.00474379 0.0158549
5.53 -0.0927701 0.0203543 0.00488665 0.0166151
5.54 -0.0974495 0.0235519 0.00502629 0.0173711
5.55 -0.102061 0.0267408 0.0051625 0.0181226
5.56 -0.106602 0.0299186 0.00529505 0.0188692
5.57 -0.111068 0.033083 0.00542374 0.0196106
5.58 -0.115457 0.0362318 0.00554832 0.0203463
5.59 -0.119765 0.0393627 0.00566859 0.0210762
5.6 -0.123988 0.0424734 0.0057843 0.0217998
5.61 -0.128125 0.0455616 0.00589524 0.0225168
5.62 -0.132172 0.0486252 0.00600118 0.023227
5.63 -0.136126 0.0516618 0.00610189 0.0239299
5.64 -0.139984 0.0546694 0.00619713 0.0246253
5.65 -0.143743 0.0576457 0.00628667 0.0253129
5.66 -0.147401 0.0605887 0.00637028 0.0259924
5.67 -0.150955 0.0634961 0.00644773 0.0266635
5.68 -0.154402 0.0663659 0.00651878 0.027326
5.69 -0.157741 0.069196 0.00658319 0.0279795
5.7 -0.160968 0.0719844 0.00664074 0.0286239
5.71 -0.164081 0.0747291 0.00669117 0.0292588
5.72 -0.167078 0.0774281 0.00673426 0.0298841
5.73 -0.169957 0.0800794 0.00676977 0.0304994
5.74 -0.172715 0.0826812 0.00679746 0.0311047
5.75 -0.175352 0.0852317 0.0068171 0.0316996
5.76 -0.177864 0.0877289 0.00682843 0.0322839
5.77 -0.180251 0.0901711 0.00683124 0.0328576
5.78 -0.182509 0.0925566 0.00682528 0.0334203
5.79 -0.184639 0.0948836 0.00681032 0.0339719
5.8 -0.186638 0.0971505 0.00678611 0.0345123
5.81 -0.188504 0.0993557 0.00675243 0.0350412
5.82 -0.190238 0.101498 0.00670904 0.0355586
5.83 -0.191836 0.103575 0.0066557 0.0360643
5.84 -0.193299 0.105585 0.00659218 0.0365582
5.85 -0.194625 0.107528 0.00651825 0.0370402
5.86 -0.195813 0.109402 0.00643368 0.0375101
5.87 -0.196862 0.111206 0.00633824 0.0379679
5.88 -0.197772 0.112938 0.00623169 0.0384135
5.89 -0.198543 0.114597 0.00611382 0.0388469
5.9 -0.199172 0.116182 0.00598439 0.0392678
5.91 -0.199661 0.117692 0.00584319 0.0396764
5.92 -0.200009 0.119125 0.00568998 0.0400726
5.93 -0.200216 0.120482 0.00552456 0.0404563
5.94 -0.200281 0.12176 0.00534669 0.0408276
5.95 -0.200204 0.122959 0.00515617 0.0411864
5.96 -0.199987 0.124079 0.00495278 0.0415327
5.97 -0.199628 0.125117 0.00473631 0.0418666
5.98 -0.199128 0.126075 0.00450655 0.042188
5.99 -0.198488 0.126951 0.00426329 0.0424971
6 -0.197709 0.127744 0.00400632 0.0427939
6.01 -0.19679 0.128454 0.00373545 0.0430783
6.02 -0.195732 0.12908 0.00345048 0.0433506
6.03 -0.194538 0.129623 0.00315121 0.0436108
6.04 -0.193206 0.130082 0.00283745 0.043859
6.05 -0.191739 0.130456 0.002509 0.0440952
6.06 -0.190137 0.130746 0.00216568 0.0443197
6.07 -0.188403 0.130951 0.00180731 0.0445325
6.08 -0.186536 0.131071 0.00143371 0.0447338
6.09 -0.184539 0.131106 0.0010447 0.0449238
6.1 -0.182414 0.131056 0.000640111 0.0451025
6.11 -0.180161 0.130922 0.000219767 0.0452701
6.12 -0.177783 0.130704 -0.000216493 0.045427
6.13 -0.175281 0.130401 -0.00066883 0.0455731
6.14 -0.172658 0.130014 -0.0011374 0.0457088
6.15 -0.169915 0.129544 -0.00162237 0.0458342
6.16 -0.167054 0.128991 -0.00212387 0.0459497
6.17 -0.164079 0.128355 -0.00264205 0.0460553
6.18 -0.16099 0.127637 -0.00317705 0.0461514
6.19 -0.157791 0.126839 -0.00372902 0.0462381
6.2 -0.154484 0.125959 -0.00429808 0.0463159
6.21 -0.151072 0.125 -0.00488435 0.0463849
6.22 -0.147557 0.123962 -0.00548796 0.0464454
6.23 -0.143941 0.122845 -0.00610904 0.0464977
6.24 -0.140229 0.121652 -0.00674768 0.0465421
6.25 -0.136422 0.120383 -0.007404 0.046579
6.26 -0.132524 0.119038 -0.0080781 0.0466086
6.27 -0.128537 0.11762 -0.00877008 0.0466312
6.28 -0.124465 0.116129 -0.00948003 0.0466473
6.29 -0.120311 0.114566 -0.010208 0.0466571
6.3 -0.116079 0.112934 -0.0109542 0.0466609
6.31 -0.111771 0.111233 -0.0117186 0.0466593
6.32 -0.107391 0.109464 -0.0125012 0.0466524
6.33 -0.102942 0.10763 -0.0133022 0.0466407
6.34 -0.0984289 0.105732 -0.0141216 0.0466246
6.35 -0.0938539 0.103771 -0.0149595 0.0466044
6.36 -0.089221 0.101748 -0.0158159 0.0465806
6.37 -0.084534 0.0996672 -0.0166908 0.0465535
6.38 -0.0797967 0.0975283 -0.0175844 0.0465235
6.39 -0.0750127 0.0953338 -0.0184965 0.0464911
6.4 -0.070186 0.0930854 -0.0194274 0.0464567
6.41 -0.0653204 0.0907851 -0.0203769 0.0464207
6.42 -0.0604198 0.0884348 -0.021345 0.0463835
6.43 -0.0554883 0.0860365 -0.0223319 0.0463456
6.44 -0.0505297 0.0835923 -0.0233374 0.0463073
6.45 -0.0455482 0.0811042 -0.0243616 0.0462692
6.46 -0.0405478 0.0785744 -0.0254045 0.0462317
6.47 -0.0355326 0.076005 -0.0264661 0.0461952
6.48 -0.0305067 0.0733983 -0.0275463 0.0461602
6.49 -0.0254743 0.0707565 -0.028645 0.0461271
6.5 -0.0204395 0.0680818 -0.0297624 0.0460964
6.51 -0.0154066 0.0653766 -0.0308982 0.0460686
6.52 -0.0103797 0.0626433 -0.0320526 0.0460441
6.53 -0.00536299 0.0598842 -0.0332253 0.0460233
6.54 -0.000360782 0.0571018 -0.0344164 0.0460069
6.55 0.00462273 0.0542984 -0.0356257 0.0459951
6.56 0.0095833 0.0514767 -0.0368533 0.0459886
6.57 0.0145167 0.048639 -0.038099 0.0459877
6.58 0.0194187 0.0457878 -0.0393627 0.045993
6.59 0.024285 0.0429258 -0.0406443 0.0460048
6.6 0.0291115 0.0400555 -0.0419438 0.0460238
6.61 0.0338938 0.0371795 -0.043261 0.0460503
6.62 0.0386279 0.0343004 -0.0445958 0.0460848
6.63 0.0433094 0.0314208 -0.0459481 0.0461278
6.64 0.0479343 0.0285433 -0.0473177 0.0461798
6.65 0.0524984 0.0256706 -0.0487046 0.0462412
6.66 0.0569975 0.0228054 -0.0501085 0.0463125
6.67 0.0614275 0.0199503 -0.0515294 0.0463942
6.68 0.0657845 0.017108 -0.0529671 0.0464867
6.69 0.0700642 0.0142812 -0.0544213 0.0465905
6.7 0.0742627 0.0114726 -0.055892 0.046706
6.71 0.0783761 0.00868477 -0.057379 0.0468338
6.72 0.0824004 0.00592052 -0.0588821 0.0469741
6.73 0.0863317 0.00318251 -0.060401 0.0471275
6.74 0.0901661 0.000473415 -0.0619357 0.0472945
6.75 0.0938999 -0.00220408 -0.0634859 0.0474754
6.76 0.0975293 -0.00484731 -0.0650513 0.0476707
6.77 0.101051 -0.0074536 -0.0666319 0.0478808
6.78 0.10446 -0.0100203 -0.0682273 0.0481061
6.79 0.107755 -0.0125448 -0.0698373 0.0483471
6.8 0.11093 -0.0150244 -0.0714618 0.0486041
6.81 0.113983 -0.0174565 -0.0731004 0.0488776
6.82 0.116911 -0.0198386 -0.0747529 0.049168
6.83 0.11971 -0.0221681 -0.0764191 0.0494755
6.84 0.122376 -0.0244423 -0.0780987 0.0498007
6.85 0.124907 -0.0266588 -0.0797914 0.0501439
6.86 0.127299 -0.0288151 -0.081497 0.0505054
6.87 0.12955 -0.0309087 -0.0832152 0.0508857
6.88 0.131656 -0.0329371 -0.0849457 0.051285
6.89 0.133615 -0.0348979 -0.0866882 0.0517037
6.9 0.135424 -0.0367888 -0.0884424 0.0521421
6.91 0.13708 -0.0386073 -0.0902081 0.0526006
6.92 0.13858 -0.0403512 -0.0919849 0.0530794
6.93 0.139923 -0.0420182 -0.0937726 0.053579
6.94 0.141105 -0.043606 -0.0955707 0.0540994
6.95 0.142124 -0.0451124 -0.097379 0.0546411
6.96 0.142978 -0.0465353 -0.0991971 0.0552044
6.97 0.143665 -0.0478725 -0.101025 0.0557894
6.98 0.144183 -0.049122 -0.102862 0.0563964
6.99 0.14453 -0.0502817 -0.104707 0.0570257
7 0.144705 -0.0513497 -0.106561 0.0576774
7.01 0.144704 -0.052324 -0.108424 0.0583519
7.02 0.144527 -0.0532028 -0.110294 0.0590493
7.03 0.144172 -0.0539842 -0.112171 0.0597698
7.04 0.143639 -0.0546665 -0.114055 0.0605136
7.05 0.142924 -0.055248 -0.115947 0.0612808
7.06 0.142028 -0.0557269 -0.117844 0.0620716
7.07 0.140949 -0.0561017 -0.119747 0.0628862
7.08 0.139687 -0.056371 -0.121656 0.0637247
7.09 0.13824 -0.056533 -0.12357 0.0645871
7.1 0.136608 -0.0565866 -0.125489 0.0654737
7.11 0.134789 -0.0565303 -0.127412 0.0663844
7.12 0.132785 -0.0563628 -0.129338 0.0673194
7.13 0.130593 -0.056083 -0.131269 0.0682787
7.14 0.128215 -0.0556896 -0.133202 0.0692624
7.15 0.12565 -0.0551817 -0.135139 0.0702705
7.16 0.122897 -0.0545581 -0.137077 0.071303
7.17 0.119957 -0.0538179 -0.139017 0.07236
7.18 0.116831 -0.0529603 -0.140959 0.0734413
7.19 0.113518 -0.0519845 -0.142902 0.0745471
7.2 0.110019 -0.0508897 -0.144845 0.0756772
7.21 0.106335 -0.0496754 -0.146789 0.0768317
7.22 0.102466 -0.0483408 -0.148732 0.0780103
7.23 0.0984128 -0.0468856 -0.150674 0.0792132
7.24 0.0941772 -0.0453093 -0.152615 0.0804401
7.25 0.0897598 -0.0436115 -0.154555 0.0816909
7.26 0.0851619 -0.0417921 -0.156492 0.0829656
7.27 0.0803847 -0.0398508 -0.158427 0.0842639
7.28 0.0754299 -0.0377874 -0.160359 0.0855858
7.29 0.0702988 -0.0356021 -0.162287 0.086931
7.3 0.0649933 -0.0332948 -0.164212 0.0882994
7.31 0.0595152 -0.0308656 -0.166132 0.0896907
7.32 0.0538664 -0.0283149 -0.168047 0.0911048
7.33 0.048049 -0.0256428 -0.169957 0.0925414
7.34 0.0420652 -0.0228498 -0.171862 0.0940002
7.35 0.0359173 -0.0199364 -0.17376 0.0954811
7.36 0.0296076 -0.016903 -0.175651 0.0969836
7.37 0.0231388 -0.0137503 -0.177535 0.0985076
7.38 0.0165136 -0.010479 -0.179412 0.100053
7.39 0.00973456 -0.00708994 -0.181281 0.101619
7.4 0.00280473 -0.00358394 -0.183141 0.103205
7.41 -0.00427293 3.80088e-05 -0.184992 0.104811
7.42 -0.0114953 0.00377488 -0.186833 0.106438
7.43 -0.0188592 0.00762555 -0.188665 0.108083
7.44 -0.0263613 0.0115888 -0.190486 0.109748
7.45 -0.033998 0.0156634 -0.192296 0.111431
7.46 -0.041766 0.0198478 -0.194095 0.113132
7.47 -0.0496616 0.0241408 -0.195882 0.114851
7.48 -0.0576809 0.0285407 -0.197657 0.116587
7.49 -0.0658202 0.033046 -0.199419 0.118339
7.5 -0.0740754 0.0376548 -0.201168 0.120108
7.51 -0.0824427 0.0423656 -0.202903 0.121893
7.52 -0.0909177 0.0471764 -0.204624 0.123693
7.53 -0.0994964 0.0520852 -0.20633 0.125508
7.54 -0.108174 0.0570902 -0.208021 0.127337
7.55 -0.116947 0.0621891 -0.209697 0.12918
7.56 -0.12581 0.0673798 -0.211357 0.131036
7.57 -0.134759 0.0726602 -0.213 0.132904
7.58 -0.143789 0.0780279 -0.214626 0.134784
7.59 -0.152895 0.0834804 -0.216235 0.136676
7.6 -0.162073 0.0890154 -0.217826 0.138578
7.61 -0.171318 0.0946304 -0.219399 0.14049
7.62 -0.180624 0.100323 -0.220953 0.142412
7.63 -0.189987 0.10609 -0.222489 0.144343
7.64 -0.199402 0.111928 -0.224004 0.146281
7.65 -0.208863 0.117836 -0.2255 0.148228
7.66 -0.218365 0.123811 -0.226975 0.150181
7.67 -0.227903 0.129848 -0.228429 0.15214
7.68 -0.237472 0.135946 -0.229862 0.154105
7.69 -0.247065 0.142101 -0.231273 0.156074
7.7 -0.256679 0.148311 -0.232662 0.158047
7.71 -0.266307 0.154571 -0.234029 0.160024
7.72 -0.275943 0.160879 -0.235372 0.162003
7.73 -0.285583 0.167232 -0.236693 0.163984
7.74 -0.29522 0.173626 -0.237989 0.165965
7.75 -0.304849 0.180058 -0.239261 0.167948
7.76 -0.314465 0.186523 -0.240509 0.169929
7.77 -0.324061 0.19302 -0.241732 0.171909
7.78 -0.333631 0.199544 -0.24293 0.173888
7.79 -0.343171 0.206092 -0.244102 0.175863
7.8 -0.352675 0.21266 -0.245247 0.177835
7.81 -0.362135 0.219245 -0.246367 0.179802
7.82 -0.371548 0.225842 -0.247459 0.181764
7.83 -0.380906 0.232448 -0.248525 0.18372
7.84 -0.390205 0.23906 -0.249562 0.185669
7.85 -0.399438 0.245673 -0.250573 0.187611
7.86 -0.4086 0.252284 -0.251554 0.189544
7.87 -0.417685 0.258888 -0.252508 0.191467
7.88 -0.426687 0.265483 -0.253432 0.19338
7.89 -0.4356 0.272063 -0.254328 0.195283
7.9 -0.444418 0.278625 -0.255194 0.197173
7.91 -0.453137 0.285166 -0.25603 0.199051
7.92 -0.461749 0.29168 -0.256836 0.200915
7.93 -0.47025 0.298165 -0.257611 0.202764
7.94 -0.478634 0.304616 -0.258356 0.204599
7.95 -0.486895 0.311029 -0.25907 0.206417
7.96 -0.495028 0.3174 -0.259753 0.208219
7.97 -0.503026 0.323725 -0.260405 0.210002
7.98 -0.510886 0.33 -0.261024 0.211767
7.99 -0.5186 0.336221 -0.261612 0.213513
8 -0.526165 0.342385 -0.262167 0.215238
8.01 -0.533574 0.348486 -0.26269 0.216942
8.02 -0.540822 0.354521 -0.26318 0.218624
8.03 -0.547904 0.360486 -0.263638 0.220284
8.04 -0.554815 0.366377 -0.264062 0.221919
8.05 -0.56155 0.372191 -0.264453 0.223531
8.06 -0.568104 0.377922 -0.26481 0.225116
8.07 -0.574471 0.383567 -0.265133 0.226676
8.08 -0.580648 0.389122 -0.265423 0.228209
8.09 -0.586629 0.394584 -0.265679 0.229714
8.1 -0.59241 0.399948 -0.2659 0.231191
8.11 -0.597985 0.40521 -0.266087 0.232638
8.12 -0.603352 0.410368 -0.266239 0.234055
8.13 -0.608504 0.415416 -0.266357 0.235441
8.14 -0.613438 0.420351 -0.26644 0.236795
8.15 -0.61815 0.42517 -0.266488 0.238117
8.16 -0.622636 0.429868 -0.266501 0.239406
8.17 -0.626891 0.434443 -0.266479 0.240661
8.18 -0.630912 0.43889 -0.266421 0.241881
8.19 -0.634694 0.443206 -0.266329 0.243066
8.2 -0.638236 0.447388 -0.2662 0.244214
8.21 -0.641532 0.451432 -0.266037 0.245326
8.22 -0.644579 0.455335 -0.265838 0.2464
8.23 -0.647374 0.459094 -0.265603 0.247435
8.24 -0.649915 0.462704 -0.265333 0.248432
8.25 -0.652197 0.466164 -0.265027 0.249389
8.26 -0.654219 0.469469 -0.264685 0.250306
8.27 -0.655977 0.472618 -0.264308 0.251182
8.28 -0.657468 0.475606 -0.263895 0.252017
8.29 -0.658691 0.478431 -0.263446 0.252809
8.3 -0.659643 0.481091 -0.262961 0.253559
8.31 -0.660321 0.483581 -0.262441 0.254265
8.32 -0.660724 0.485901 -0.261886 0.254927
8.33 -0.66085 0.488046 -0.261295 0.255545
8.34 -0.660697 0.490015 -0.260668 0.256118
8.35 -0.660264 0.491805 -0.260006 0.256645
8.36 -0.659548 0.493414 -0.259309 0.257126
8.37 -0.65855 0.49484 -0.258576 0.257561
8.38 -0.657266 0.49608 -0.257808 0.257948
8.39 -0.655698 0.497132 -0.257005 0.258289
8.4 -0.653843 0.497994 -0.256167 0.258581
8.41 -0.651702 0.498665 -0.255294 0.258825
8.42 -0.649273 0.499142 -0.254387 0.25902
8.43 -0.646557 0.499424 -0.253445 0.259166
8.44 -0.643553 0.49951 -0.252468 0.259262
8.45 -0.640261 0.499397 -0.251457 0.259309
8.46 -0.636682 0.499085 -0.250413 0.259305
8.47 -0.632815 0.498572 -0.249334 0.259251
8.48 -0.628662 0.497858 -0.248221 0.259146
8.49 -0.624223 0.49694 -0.247075 0.25899
8.5 -0.619498 0.495818 -0.245896 0.258783
8.51 -0.61449 0.494492 -0.244683 0.258524
8.52 -0.609199 0.49296 -0.243438 0.258213
8.53 -0.603626 0.491222 -0.24216 0.25785
8.54 -0.597773 0.489277 -0.240849 0.257435
8.55 -0.591642 0.487126 -0.239506 0.256968
8.56 -0.585234 0.484767 -0.238132 0.256448
8.57 -0.578552 0.482201 -0.236725 0.255876
8.58 -0.571599 0.479428 -0.235288 0.255251
8.59 -0.564375 0.476448 -0.233819 0.254574
8.6 -0.556884 0.473261 -0.23232 0.253843
8.61 -0.549129 0.469867 -0.23079 0.25306
8.62 -0.541112 0.466267 -0.22923 0.252224
8.63 -0.532837 0.462461 -0.22764 0.251336
8.64 -0.524307 0.458451 -0.226021 0.250395
8.65 -0.515525 0.454236 -0.224372 0.249401
8.66 -0.506495 0.449819 -0.222695 0.248354
8.67 -0.497221 0.4452 -0.220989 0.247255
8.68 -0.487706 0.44038 -0.219256 0.246104
8.69 -0.477954 0.435361 -0.217494 0.244901
8.7 -0.467971 0.430144 -0.215705 0.243646
8.71 -0.457759 0.424731 -0.21389 0.242339
8.72 -0.447324 0.419124 -0.212047 0.240981
8.73 -0.436671 0.413324 -0.210179 0.239571
8.74 -0.425804 0.407333 -0.208285 0.23811
8.75 -0.414728 0.401154 -0.206366 0.236599
8.76 -0.403448 0.394788 -0.204421 0.235037
8.77 -0.391971 0.388238 -0.202453 0.233425
8.78 -0.3803 0.381507 -0.20046 0.231764
8.79 -0.368442 0.374597 -0.198444 0.230053
8.8 -0.356403 0.367511 -0.196405 0.228294
8.81 -0.344188 0.360252 -0.194343 0.226486
8.82 -0.331803 0.352822 -0.192259 0.22463
8.83 -0.319255 0.345225 -0.190154 0.222727
8.84 -0.306549 0.337464 -0.188027 0.220777
8.85 -0.293693 0.329542 -0.18588 0.21878
8.86 -0.280692 0.321463 -0.183712 0.216737
8.87 -0.267553 0.31323 -0.181525 0.214649
8.88 -0.254284 0.304847 -0.179319 0.212516
8.89 -0.24089 0.296318 -0.177094 0.210339
8.9 -0.22738 0.287646 -0.17485 0.208119
8.91 -0.213759 0.278836 -0.17259 0.205856
8.92 -0.200035 0.269891 -0.170312 0.20355
8.93 -0.186216 0.260816 -0.168018 0.201203
8.94 -0.172308 0.251616 -0.165708 0.198816
8.95 -0.15832 0.242294 -0.163382 0.196388
8.96 -0.144259 0.232855 -0.161041 0.193921
8.97 -0.130132 0.223304 -0.158687 0.191415
8.98 -0.115947 0.213645 -0.156318 0.188872
8.99 -0.101712 0.203884 -0.153936 0.186292
9 -0.0874344 0.194025 -0.151542 0.183676
9.01 -0.073123 0.184073 -0.149136 0.181025
9.02 -0.0587853 0.174033 -0.146718 0.178339
9.03 -0.0444294 0.163911 -0.144289 0.17562
9.04 -0.0300634 0.153711 -0.14185 0.172869
9.05 -0.0156954 0.143439 -0.139402 0.170085
9.06 -0.00133365 0.133101 -0.136944 0.167272
9.07 0.0130136 0.122701 -0.134478 0.164428
9.08 0.0273381 0.112246 -0.132004 0.161556
9.09 0.0416316 0.10174 -0.129522 0.158656
9.1 0.0558856 0.0911908 -0.127034 0.155729
9.11 0.070092 0.0806025 -0.12454 0.152777
9.12 0.0842422 0.0699815 -0.122041 0.1498
9.13 0.098328 0.0593335 -0.119536 0.146799
9.14 0.112341 0.0486645 -0.117028 0.143776
9.15 0.126273 0.0379804 -0.114515 0.140731
9.16 0.140115 0.0272872 -0.112 0.137666
9.17 0.153859 0.0165911 -0.109483 0.134581
9.18 0.167497 0.00589803 -0.106963 0.131478
9.19 0.18102 -0.00478583 -0.104443 0.128359
9.2 0.19442 -0.0154543 -0.101922 0.125223
9.21 0.207689 -0.0261012 -0.0994009 0.122073
9.22 0.220819 -0.0367203 -0.0968808 0.118909
9.23 0.233801 -0.0473055 -0.094362 0.115732
9.24 0.246627 -0.0578503 -0.0918452 0.112544
9.25 0.259289 -0.0683486 -0.0893311 0.109346
9.26 0.27178 -0.078794 -0.0868201 0.10614
9.27 0.28409 -0.0891804 -0.084313 0.102925
9.28 0.296213 -0.0995013 -0.0818104 0.099704
9.29 0.30814 -0.10975 -0.0793128 0.0964777
9.3 0.319863 -0.119922 -0.076821 0.0932472
9.31 0.331376 -0.130009 -0.0743355 0.0900139
9.32 0.34267 -0.140005 -0.0718569 0.0867789
9.33 0.353738 -0.149905 -0.069386 0.0835435
9.34 0.364572 -0.159701 -0.0669231 0.080309
9.35 0.375166 -0.169389 -0.0644691 0.0770764
9.36 0.385512 -0.17896 -0.0620245 0.0738472
9.37 0.395603 -0.188411 -0.0595898 0.0706225
9.38 0.405431 -0.197734 -0.0571658 0.0674035
9.39 0.414991 -0.206923 -0.0547529 0.0641915
9.4 0.424276 -0.215972 -0.0523519 0.0609878
9.41 0.433279 -0.224875 -0.0499632 0.0577935
9.42 0.441993 -0.233627 -0.0475875 0.0546099
9.43 0.450413 -0.242221 -0.0452254 0.0514383
9.44 0.458532 -0.250652 -0.0428774 0.0482798
9.45 0.466344 -0.258914 -0.0405442 0.0451357
9.46 0.473844 -0.267002 -0.0382263 0.0420072
9.47 0.481026 -0.274909 -0.0359242 0.0388956
9.48 0.487885 -0.28263 -0.0336385 0.035802
9.49 0.494414 -0.29016 -0.0313699 0.0327276
9.5 0.50061 -0.297493 -0.0291188 0.0296737
9.51 0.506467 -0.304625 -0.0268858 0.0266415
9.52 0.511981 -0.311549 -0.0246715 0.023632
9.53 0.517146 -0.318262 -0.0224763 0.0206466
9.54 0.521959 -0.324757 -0.0203008 0.0176863
9.55 0.526416 -0.331031 -0.0181456 0.0147523
9.56 0.530512 -0.337078 -0.0160111 0.0118459
9.57 0.534244 -0.342893 -0.013898 0.00896796
9.58 0.537609 -0.348473 -0.0118066 0.00611979
9.59 0.540602 -0.353813 -0.00973743 0.00330245
9.6 0.543222 -0.358908 -0.00769109 0.000517046
9.61 0.545464 -0.363755 -0.00566801 -0.00223534
9.62 0.547327 -0.36835 -0.00366868 -0.00495364
9.63 0.548808 -0.372688 -0.00169356 -0.0076368
9.64 0.549905 -0.376766 0.000256874 -0.0102838
9.65 0.550616 -0.38058 0.00218217 -0.0128936
9.66 0.550939 -0.384127 0.00408188 -0.0154651
9.67 0.550873 -0.387404 0.00595556 -0.0179975
9.68 0.550417 -0.390407 0.00780279 -0.0204896
9.69 0.54957 -0.393133 0.00962312 -0.0229407
9.7 0.54833 -0.395581 0.0114162 -0.0253497
9.71 0.546698 -0.397746 0.0131815 -0.0277156
9.72 0.544674 -0.399627 0.0149187 -0.0300377
9.73 0.542257 -0.401222 0.0166274 -0.0323151
9.74 0.539447 -0.402527 0.0183073 -0.0345468
9.75 0.536246 -0.403542 0.0199579 -0.0367321
9.76 0.532654 -0.404264 0.0215789 -0.0388702
9.77 0.528672 -0.404692 0.0231699 -0.0409601
9.78 0.524301 -0.404825 0.0247307 -0.0430013
9.79 0.519544 -0.40466 0.0262608 -0.0449929
9.8 0.514402 -0.404198 0.0277599 -0.0469343
9.81 0.508877 -0.403437 0.0292278 -0.0488246
9.82 0.502972 -0.402377 0.0306642 -0.0506634
9.83 0.496689 -0.401017 0.0320686 -0.0524498
9.84 0.490031 -0.399357 0.033441 -0.0541834
9.85 0.483002 -0.397397 0.0347809 -0.0558634
9.86 0.475605 -0.395136 0.0360881 -0.0574894
9.87 0.467843 -0.392577 0.0373625 -0.0590608
9.88 0.459721 -0.389718 0.0386037 -0.0605771
9.89 0.451243 -0.38656 0.0398115 -0.0620379
