r, Channel 1, Channel 2
71.63, -0.0607606, -0.0252524
71.64, -0.060115, -0.0251324
71.65, -0.0594585, -0.0250078
71.66, -0.0587911, -0.0248788
71.67, -0.0581131, -0.0247453
71.68, -0.0574244, -0.0246073
71.69, -0.0567253, -0.0244649
71.7, -0.0560159, -0.0243181
71.71, -0.0552962, -0.0241669
71.72, -0.0545664, -0.0240113
71.73, -0.0538265, -0.0238513
71.74, -0.0530769, -0.0236871
71.75, -0.0523174, -0.0235185
71.76, -0.0515484, -0.0233457
71.77, -0.0507699, -0.0231686
71.78, -0.049982, -0.0229873
71.79, -0.0491849, -0.0228018
71.8, -0.0483787, -0.0226121
71.81, -0.0475635, -0.0224183
71.82, -0.0467396, -0.0222205
71.83, -0.0459069, -0.0220185
71.84, -0.0450658, -0.0218125
71.85, -0.0442162, -0.0216025
71.86, -0.0433584, -0.0213886
71.87, -0.0424926, -0.0211707
71.88, -0.0416187, -0.0209489
71.89, -0.0407371, -0.0207232
71.9, -0.0398479, -0.0204938
71.91, -0.0389511, -0.0202605
71.92, -0.038047, -0.0200235
71.93, -0.0371357, -0.0197827
71.94, -0.0362174, -0.0195383
71.95, -0.0352922, -0.0192903
71.96, -0.0343604, -0.0190387
71.97, -0.0334219, -0.0187835
71.98, -0.0324771, -0.0185248
71.99, -0.0315261, -0.0182627
72, -0.030569, -0.0179971
72.01, -0.0296061, -0.0177282
72.02, -0.0286374, -0.0174559
72.03, -0.0276631, -0.0171804
72.04, -0.0266835, -0.0169016
72.05, -0.0256986, -0.0166196
72.06, -0.0247088, -0.0163345
72.07, -0.023714, -0.0160462
72.08, -0.0227146, -0.015755
72.09, -0.0217106, -0.0154607
72.1, -0.0207023, -0.0151635
72.11, -0.0196899, -0.0148634
72.12, -0.0186734, -0.0145604
72.13, -0.0176531, -0.0142546
72.14, -0.0166293, -0.0139461
72.15, -0.0156019, -0.0136349
72.16, -0.0145713, -0.0133211
72.17, -0.0135376, -0.0130047
72.18, -0.012501, -0.0126857
72.19, -0.0114617, -0.0123643
72.2, -0.0104198, -0.0120405
72.21, -0.00937563, -0.0117143
72.22, -0.00832926, -0.0113858
72.23, -0.0072809, -0.011055
72.24, -0.00623075, -0.010722
72.25, -0.005179, -0.0103869
72.26, -0.00412582, -0.0100498
72.27, -0.0030714, -0.00971059
72.28, -0.00201595, -0.00936944
72.29, -0.00095963, -0.00902639
72.3, 9.73544e-05, -0.00868149
72.31, 0.00115482, -0.00833482
72.32, 0.00221257, -0.00798642
72.33, 0.00327043, -0.00763637
72.34, 0.0043282, -0.00728471
72.35, 0.00538569, -0.00693152
72.36, 0.00644271, -0.00657686
72.37, 0.00749907, -0.00622078
72.38, 0.00855458, -0.00586335
72.39, 0.00960906, -0.00550464
72.4, 0.0106623, -0.0051447
72.41, 0.0117141, -0.0047836
72.42, 0.0127644, -0.0044214
72.43, 0.0138128, -0.00405817
72.44, 0.0148592, -0.00369397
72.45, 0.0159035, -0.00332887
72.46, 0.0169454, -0.00296293
72.47, 0.0179847, -0.00259622
72.48, 0.0190213, -0.0022288
72.49, 0.020055, -0.00186074
72.5, 0.0210855, -0.00149209
72.51, 0.0221127, -0.00112294
72.52, 0.0231364, -0.000753341
72.53, 0.0241565, -0.000383362
72.54, 0.0251727, -1.307e-05
72.55, 0.0261848, 0.000357469
72.56, 0.0271927, 0.000728188
72.57, 0.0281961, 0.00109902
72.58, 0.029195, 0.0014699
72.59, 0.030189, 0.00184076
72.6, 0.0311781, 0.00221153
72.61, 0.0321621, 0.00258215
72.62, 0.0331406, 0.00295255
72.63, 0.0341137, 0.00332266
72.64, 0.0350811, 0.00369242
72.65, 0.0360426, 0.00406176
72.66, 0.036998, 0.0044306
72.67, 0.0379472, 0.00479889
72.68, 0.03889, 0.00516656
72.69, 0.0398262, 0.00553354
72.7, 0.0407556, 0.00589976
72.71, 0.0416782, 0.00626516
72.72, 0.0425936, 0.00662966
72.73, 0.0435017, 0.00699321
72.74, 0.0444024, 0.00735574
72.75, 0.0452955, 0.00771717
72.76, 0.0461808, 0.00807745
72.77, 0.0470582, 0.0084365
72.78, 0.0479274, 0.00879427
72.79, 0.0487884, 0.00915068
72.8, 0.049641, 0.00950567
72.81, 0.0504849, 0.00985918
72.82, 0.0513201, 0.0102111
72.83, 0.0521464, 0.0105615
72.84, 0.0529636, 0.0109101
72.85, 0.0537716, 0.011257
72.86, 0.0545702, 0.0116021
72.87, 0.0553593, 0.0119453
72.88, 0.0561387, 0.0122866
72.89, 0.0569083, 0.0126259
72.9, 0.0576679, 0.0129631
72.91, 0.0584174, 0.0132982
72.92, 0.0591566, 0.0136311
72.93, 0.0598854, 0.0139617
72.94, 0.0606037, 0.01429
72.95, 0.0613113, 0.0146159
72.96, 0.062008, 0.0149394
72.97, 0.0626938, 0.0152604
72.98, 0.0633686, 0.0155788
72.99, 0.064032, 0.0158946
73, 0.0646842, 0.0162078
73.01, 0.0653249, 0.0165181
73.02, 0.0659539, 0.0168257
73.03, 0.0665713, 0.0171304
73.04, 0.0671768, 0.0174322
73.05, 0.0677703, 0.0177311
73.06, 0.0683518, 0.0180269
73.07, 0.068921, 0.0183196
73.08, 0.069478, 0.0186091
73.09, 0.0700225, 0.0188955
73.1, 0.0705545, 0.0191786
73.11, 0.0710738, 0.0194584
73.12, 0.0715804, 0.0197348
73.13, 0.0720742, 0.0200078
73.14, 0.072555, 0.0202773
73.15, 0.0730228, 0.0205433
73.16, 0.0734775, 0.0208057
73.17, 0.0739189, 0.0210645
73.18, 0.074347, 0.0213196
73.19, 0.0747617, 0.021571
73.2, 0.0751629, 0.0218186
73.21, 0.0755506, 0.0220624
73.22, 0.0759245, 0.0223023
73.23, 0.0762848, 0.0225383
73.24, 0.0766312, 0.0227703
73.25, 0.0769637, 0.0229983
73.26, 0.0772823, 0.0232223
73.27, 0.0775869, 0.0234421
73.28, 0.0778773, 0.0236578
73.29, 0.0781536, 0.0238693
73.3, 0.0784157, 0.0240765
73.31, 0.0786635, 0.0242795
73.32, 0.078897, 0.0244781
73.33, 0.079116, 0.0246724
73.34, 0.0793207, 0.0248623
73.35, 0.0795108, 0.0250478
73.36, 0.0796864, 0.0252287
73.37, 0.0798475, 0.0254052
73.38, 0.0799939, 0.0255771
73.39, 0.0801257, 0.0257444
73.4, 0.0802428, 0.0259071
73.41, 0.0803451, 0.0260651
73.42, 0.0804327, 0.0262185
73.43, 0.0805055, 0.0263671
73.44, 0.0805635, 0.026511
73.45, 0.0806067, 0.02665
73.46, 0.080635, 0.0267843
73.47, 0.0806485, 0.0269137
73.48, 0.0806471, 0.0270383
73.49, 0.0806308, 0.0271579
73.5, 0.0805996, 0.0272726
73.51, 0.0805535, 0.0273824
73.52, 0.0804925, 0.0274871
73.53, 0.0804166, 0.0275869
73.54, 0.0803258, 0.0276817
73.55, 0.08022, 0.0277714
73.56, 0.0800994, 0.027856
73.57, 0.0799639, 0.0279355
73.58, 0.0798136, 0.0280099
73.59, 0.0796484, 0.0280792
73.6, 0.0794683, 0.0281434
73.61, 0.0792735, 0.0282023
73.62, 0.0790638, 0.0282561
73.63, 0.0788394, 0.0283048
73.64, 0.0786003, 0.0283481
73.65, 0.0783465, 0.0283863
73.66, 0.078078, 0.0284193
73.67, 0.0777949, 0.028447
73.68, 0.0774972, 0.0284694
73.69, 0.077185, 0.0284866
73.7, 0.0768583, 0.0284985
73.71, 0.0765171, 0.0285051
73.72, 0.0761616, 0.0285064
73.73, 0.0757917, 0.0285025
73.74, 0.0754075, 0.0284932
73.75, 0.0750091, 0.0284786
73.76, 0.0745966, 0.0284588
73.77, 0.07417, 0.0284336
73.78, 0.0737293, 0.0284031
73.79, 0.0732747, 0.0283674
73.8, 0.0728063, 0.0283263
73.81, 0.072324, 0.0282799
73.82, 0.071828, 0.0282282
73.83, 0.0713184, 0.0281713
73.84, 0.0707952, 0.028109
73.85, 0.0702585, 0.0280415
73.86, 0.0697084, 0.0279686
73.87, 0.0691451, 0.0278906
73.88, 0.0685686, 0.0278072
73.89, 0.0679789, 0.0277186
73.9, 0.0673763, 0.0276248
73.91, 0.0667607, 0.0275258
73.92, 0.0661324, 0.0274215
73.93, 0.0654914, 0.0273121
73.94, 0.0648378, 0.0271975
73.95, 0.0641717, 0.0270777
73.96, 0.0634933, 0.0269528
73.97, 0.0628026, 0.0268227
73.98, 0.0620999, 0.0266875
73.99, 0.0613851, 0.0265473
74, 0.0606585, 0.0264019
74.01, 0.0599201, 0.0262516
74.02, 0.0591701, 0.0260962
74.03, 0.0584086, 0.0259358
74.04, 0.0576358, 0.0257704
74.05, 0.0568517, 0.0256001
74.06, 0.0560566, 0.0254249
74.07, 0.0552505, 0.0252447
74.08, 0.0544337, 0.0250597
74.09, 0.0536061, 0.0248699
74.1, 0.0527681, 0.0246753
74.11, 0.0519197, 0.0244758
74.12, 0.0510611, 0.0242717
74.13, 0.0501924, 0.0240628
74.14, 0.0493139, 0.0238493
74.15, 0.0484256, 0.0236311
74.16, 0.0475277, 0.0234084
74.17, 0.0466203, 0.023181
74.18, 0.0457037, 0.0229492
74.19, 0.044778, 0.0227128
74.2, 0.0438434, 0.0224721
74.21, 0.0429, 0.0222269
74.22, 0.041948, 0.0219773
74.23, 0.0409876, 0.0217234
74.24, 0.040019, 0.0214652
74.25, 0.0390422, 0.0212028
74.26, 0.0380576, 0.0209362
74.27, 0.0370652, 0.0206655
74.28, 0.0360653, 0.0203907
74.29, 0.0350581, 0.0201118
74.3, 0.0340436, 0.0198289
74.31, 0.0330222, 0.0195421
74.32, 0.031994, 0.0192513
74.33, 0.0309591, 0.0189567
74.34, 0.0299179, 0.0186583
74.35, 0.0288704, 0.0183562
74.36, 0.0278168, 0.0180503
74.37, 0.0267574, 0.0177408
74.38, 0.0256923, 0.0174278
74.39, 0.0246218, 0.0171112
74.4, 0.0235461, 0.0167911
74.41, 0.0224652, 0.0164676
74.42, 0.0213795, 0.0161407
74.43, 0.0202891, 0.0158106
74.44, 0.0191943, 0.0154771
74.45, 0.0180952, 0.0151405
74.46, 0.0169921, 0.0148008
74.47, 0.0158851, 0.014458
74.48, 0.0147744, 0.0141122
74.49, 0.0136604, 0.0137635
74.5, 0.0125431, 0.0134119
74.51, 0.0114228, 0.0130575
74.52, 0.0102996, 0.0127003
74.53, 0.0091739, 0.0123404
74.54, 0.00804577, 0.011978
74.55, 0.00691547, 0.0116129
74.56, 0.00578321, 0.0112454
74.57, 0.00464919, 0.0108755
74.58, 0.00351363, 0.0105032
74.59, 0.00237675, 0.0101286
74.6, 0.00123875, 0.0097518
74.61, 9.98583e-05, 0.00937285
74.62, -0.00103972, 0.00899183
74.63, -0.00217976, 0.0086088
74.64, -0.00332005, 0.00822383
74.65, -0.00446037, 0.00783699
74.66, -0.00560052, 0.00744836
74.67, -0.00674026, 0.007058
74.68, -0.00787939, 0.006666
74.69, -0.00901768, 0.00627241
74.7, -0.0101549, 0.00587732
74.71, -0.0112909, 0.0054808
74.72, -0.0124254, 0.00508292
74.73, -0.0135582, 0.00468376
74.74, -0.0146891, 0.00428339
74.75, -0.0158178, 0.00388188
74.76, -0.0169442, 0.00347931
74.77, -0.018068, 0.00307576
74.78, -0.019189, 0.00267131
74.79, -0.0203071, 0.00226602
74.8, -0.0214219, 0.00185997
74.81, -0.0225333, 0.00145325
74.82, -0.023641, 0.00104592
74.83, -0.0247449, 0.00063807
74.84, -0.0258447, 0.00022977
74.85, -0.0269402, -0.0001789
74.86, -0.0280313, -0.000587864
74.87, -0.0291176, -0.000997043
74.88, -0.030199, -0.00140636
74.89, -0.0312752, -0.00181574
74.9, -0.0323461, -0.00222509
74.91, -0.0334115, -0.00263435
74.92, -0.0344711, -0.00304344
74.93, -0.0355247, -0.00345227
74.94, -0.0365721, -0.00386077
74.95, -0.0376132, -0.00426886
74.96, -0.0386477, -0.00467646
74.97, -0.0396753, -0.0050835
74.98, -0.040696, -0.00548989
74.99, -0.0417095, -0.00589555
75, -0.0427156, -0.00630041
75.01, -0.0437141, -0.00670439
75.02, -0.0447048, -0.00710741
75.03, -0.0456875, -0.0075094
75.04, -0.0466621, -0.00791026
75.05, -0.0476282, -0.00830994
75.06, -0.0485858, -0.00870834
75.07, -0.0495346, -0.00910539
75.08, -0.0504745, -0.00950102
75.09, -0.0514052, -0.00989514
75.1, -0.0523266, -0.0102877
75.11, -0.0532385, -0.0106786
75.12, -0.0541407, -0.0110677
75.13, -0.055033, -0.011455
75.14, -0.0559152, -0.0118405
75.15, -0.0567873, -0.0122239
75.16, -0.0576489, -0.0126054
75.17, -0.0584999, -0.0129847
75.18, -0.0593401, -0.0133618
75.19, -0.0601694, -0.0137367
75.2, -0.0609876, -0.0141092
75.21, -0.0617945, -0.0144793
75.22, -0.06259, -0.0148469
75.23, -0.0633739, -0.0152119
75.24, -0.0641461, -0.0155744
75.25, -0.0649063, -0.0159341
75.26, -0.0656544, -0.016291
75.27, -0.0663903, -0.016645
75.28, -0.0671138, -0.0169962
75.29, -0.0678248, -0.0173443
75.3, -0.0685231, -0.0176894
75.31, -0.0692086, -0.0180313
75.32, -0.0698811, -0.0183701
75.33, -0.0705404, -0.0187055
75.34, -0.0711865, -0.0190376
75.35, -0.0718193, -0.0193663
75.36, -0.0724385, -0.0196916
75.37, -0.073044, -0.0200132
75.38, -0.0736357, -0.0203313
75.39, -0.0742135, -0.0206457
75.4, -0.0747773, -0.0209564
75.41, -0.075327, -0.0212632
75.42, -0.0758623, -0.0215662
75.43, -0.0763832, -0.0218652
75.44, -0.0768897, -0.0221602
75.45, -0.0773815, -0.0224512
75.46, -0.0778585, -0.0227381
75.47, -0.0783208, -0.0230208
75.48, -0.0787681, -0.0232992
75.49, -0.0792003, -0.0235734
75.5, -0.0796174, -0.0238432
75.51, -0.0800193, -0.0241086
75.52, -0.0804058, -0.0243695
75.53, -0.080777, -0.0246259
75.54, -0.0811326, -0.0248777
75.55, -0.0814727, -0.0251249
75.56, -0.081797, -0.0253674
75.57, -0.0821057, -0.0256051
75.58, -0.0823985, -0.0258381
75.59, -0.0826754, -0.0260662
75.6, -0.0829364, -0.0262894
75.61, -0.0831814, -0.0265077
75.62, -0.0834102, -0.026721
75.63, -0.083623, -0.0269293
75.64, -0.0838195, -0.0271325
75.65, -0.0839998, -0.0273306
75.66, -0.0841637, -0.0275234
75.67, -0.0843113, -0.0277111
75.68, -0.0844426, -0.0278935
75.69, -0.0845573, -0.0280706
75.7, -0.0846557, -0.0282424
75.71, -0.0847375, -0.0284088
75.72, -0.0848027, -0.0285698
75.73, -0.0848514, -0.0287253
75.74, -0.0848835, -0.0288754
75.75, -0.084899, -0.0290199
75.76, -0.0848979, -0.0291588
75.77, -0.0848801, -0.0292921
75.78, -0.0848457, -0.0294198
75.79, -0.0847946, -0.0295419
75.8, -0.0847268, -0.0296583
75.81, -0.0846423, -0.0297689
75.82, -0.0845412, -0.0298738
75.83, -0.0844234, -0.0299729
75.84, -0.0842889, -0.0300663
75.85, -0.0841378, -0.0301537
75.86, -0.0839701, -0.0302354
75.87, -0.0837857, -0.0303112
75.88, -0.0835847, -0.030381
75.89, -0.0833672, -0.030445
75.9, -0.0831331, -0.030503
75.91, -0.0828824, -0.0305551
75.92, -0.0826153, -0.0306012
75.93, -0.0823318, -0.0306413
75.94, -0.0820319, -0.0306754
75.95, -0.0817155, -0.0307035
75.96, -0.0813829, -0.0307256
75.97, -0.081034, -0.0307417
75.98, -0.0806689, -0.0307516
75.99, -0.0802876, -0.0307556
76, -0.0798903, -0.0307534
76.01, -0.0794769, -0.0307452
76.02, -0.0790475, -0.030731
76.03, -0.0786022, -0.0307106
76.04, -0.0781411, -0.0306841
76.05, -0.0776643, -0.0306516
76.06, -0.0771718, -0.030613
76.07, -0.0766637, -0.0305683
76.08, -0.0761401, -0.0305175
76.09, -0.0756011, -0.0304606
76.1, -0.0750468, -0.0303976
76.11, -0.0744772, -0.0303286
76.12, -0.0738925, -0.0302535
76.13, -0.0732928, -0.0301724
76.14, -0.0726782, -0.0300852
76.15, -0.0720487, -0.0299919
76.16, -0.0714046, -0.0298926
76.17, -0.0707458, -0.0297874
76.18, -0.0700726, -0.0296761
76.19, -0.069385, -0.0295588
76.2, -0.0686832, -0.0294355
76.21, -0.0679673, -0.0293063
76.22, -0.0672374, -0.0291712
76.23, -0.0664936, -0.0290301
76.24, -0.0657362, -0.0288832
76.25, -0.0649651, -0.0287304
76.26, -0.0641806, -0.0285717
76.27, -0.0633829, -0.0284072
76.28, -0.0625719, -0.0282369
76.29, -0.061748, -0.0280608
76.3, -0.0609112, -0.027879
76.31, -0.0600618, -0.0276915
76.32, -0.0591998, -0.0274983
76.33, -0.0583254, -0.0272994
76.34, -0.0574388, -0.0270949
76.35, -0.0565401, -0.0268848
76.36, -0.0556296, -0.0266692
76.37, -0.0547073, -0.0264481
76.38, -0.0537735, -0.0262214
76.39, -0.0528283, -0.0259894
76.4, -0.0518719, -0.0257519
76.41, -0.0509046, -0.0255091
76.42, -0.0499264, -0.025261
76.43, -0.0489375, -0.0250076
76.44, -0.0479382, -0.0247489
76.45, -0.0469286, -0.0244851
76.46, -0.0459089, -0.0242161
76.47, -0.0448794, -0.0239421
76.48, -0.0438401, -0.023663
76.49, -0.0427914, -0.0233789
76.5, -0.0417334, -0.0230899
76.51, -0.0406663, -0.022796
76.52, -0.0395903, -0.0224972
76.53, -0.0385056, -0.0221937
76.54, -0.0374125, -0.0218854
76.55, -0.0363111, -0.0215725
76.56, -0.0352017, -0.0212549
76.57, -0.0340844, -0.0209328
76.58, -0.0329595, -0.0206062
76.59, -0.0318272, -0.0202752
76.6, -0.0306878, -0.0199397
76.61, -0.0295414, -0.0196
76.62, -0.0283882, -0.019256
76.63, -0.0272286, -0.0189078
76.64, -0.0260626, -0.0185555
76.65, -0.0248906, -0.0181991
76.66, -0.0237128, -0.0178387
76.67, -0.0225294, -0.0174744
76.68, -0.0213406, -0.0171063
76.69, -0.0201467, -0.0167344
76.7, -0.0189479, -0.0163587
76.71, -0.0177445, -0.0159794
76.72, -0.0165366, -0.0155965
76.73, -0.0153246, -0.0152101
76.74, -0.0141086, -0.0148203
76.75, -0.0128889, -0.0144271
76.76, -0.0116657, -0.0140307
76.77, -0.0104393, -0.013631
76.78, -0.00921001, -0.0132283
76.79, -0.00797794, -0.0128224
76.8, -0.00674339, -0.0124136
76.81, -0.00550661, -0.0120019
76.82, -0.00426784, -0.0115874
76.83, -0.00302733, -0.0111702
76.84, -0.00178533, -0.0107503
76.85, -0.000542093, -0.0103278
76.86, 0.000702138, -0.00990282
76.87, 0.00194711, -0.00947545
76.88, 0.00319257, -0.00904575
76.89, 0.00443827, -0.00861381
76.9, 0.00568395, -0.00817971
76.91, 0.00692937, -0.00774354
76.92, 0.00817427, -0.00730539
76.93, 0.0094184, -0.00686534
76.94, 0.0106615, -0.00642347
76.95, 0.0119033, -0.00597988
76.96, 0.0131436, -0.00553465
76.97, 0.0143822, -0.00508787
76.98, 0.0156186, -0.00463963
76.99, 0.0168528, -0.00419002
77, 0.0180845, -0.00373912
77.01, 0.0193134, -0.00328703
77.02, 0.0205392, -0.00283384
77.03, 0.0217617, -0.00237963
77.04, 0.0229807, -0.00192451
77.05, 0.0241958, -0.00146855
77.06, 0.0254069, -0.00101185
77.07, 0.0266138, -0.000554509
77.08, 0.027816, -9.66112e-05
77.09, 0.0290135, 0.00036175
77.1, 0.0302059, 0.000820481
77.11, 0.031393, 0.00127949
77.12, 0.0325746, 0.00173868
77.13, 0.0337503, 0.00219796
77.14, 0.0349201, 0.00265725
77.15, 0.0360835, 0.00311643
77.16, 0.0372404, 0.00357543
77.17, 0.0383906, 0.00403414
77.18, 0.0395337, 0.00449247
77.19, 0.0406696, 0.00495034
77.2, 0.041798, 0.00540763
77.21, 0.0429187, 0.00586427
77.22, 0.0440314, 0.00632016
77.23, 0.0451359, 0.0067752
77.24, 0.046232, 0.0072293
77.25, 0.0473194, 0.00768236
77.26, 0.0483979, 0.0081343
77.27, 0.0494673, 0.00858501
77.28, 0.0505273, 0.0090344
77.29, 0.0515777, 0.00948239
77.3, 0.0526183, 0.00992887
77.31, 0.0536489, 0.0103738
77.32, 0.0546693, 0.0108169
77.33, 0.0556791, 0.0112584
77.34, 0.0566783, 0.0116979
77.35, 0.0576665, 0.0121355
77.36, 0.0586436, 0.012571
77.37, 0.0596094, 0.0130043
77.38, 0.0605637, 0.0134354
77.39, 0.0615061, 0.0138642
77.4, 0.0624367, 0.0142906
77.41, 0.063355, 0.0147144
77.42, 0.064261, 0.0151356
77.43, 0.0651544, 0.0155542
77.44, 0.0660351, 0.0159699
77.45, 0.0669028, 0.0163828
77.46, 0.0677574, 0.0167927
77.47, 0.0685986, 0.0171995
77.48, 0.0694262, 0.0176032
77.49, 0.0702402, 0.0180037
77.5, 0.0710403, 0.0184009
77.51, 0.0718263, 0.0187946
77.52, 0.072598, 0.0191849
77.53, 0.0733554, 0.0195716
77.54, 0.0740981, 0.0199547
77.55, 0.074826, 0.020334
77.56, 0.0755391, 0.0207095
77.57, 0.076237, 0.0210811
77.58, 0.0769197, 0.0214487
77.59, 0.0775869, 0.0218122
77.6, 0.0782386, 0.0221716
77.61, 0.0788746, 0.0225268
77.62, 0.0794947, 0.0228776
77.63, 0.0800987, 0.0232241
77.64, 0.0806867, 0.0235661
77.65, 0.0812583, 0.0239035
77.66, 0.0818135, 0.0242364
77.67, 0.0823521, 0.0245646
77.68, 0.0828741, 0.024888
77.69, 0.0833792, 0.0252065
77.7, 0.0838674, 0.0255202
77.71, 0.0843385, 0.0258288
77.72, 0.0847924, 0.0261324
77.73, 0.085229, 0.0264309
77.74, 0.0856483, 0.0267242
77.75, 0.08605, 0.0270123
77.76, 0.0864341, 0.027295
77.77, 0.0868005, 0.0275723
77.78, 0.0871491, 0.0278442
77.79, 0.0874798, 0.0281106
77.8, 0.0877926, 0.0283713
77.81, 0.0880872, 0.0286265
77.82, 0.0883637, 0.0288759
77.83, 0.088622, 0.0291195
77.84, 0.088862, 0.0293574
77.85, 0.0890836, 0.0295893
77.86, 0.0892867, 0.0298153
77.87, 0.0894714, 0.0300354
77.88, 0.0896375, 0.0302493
77.89, 0.089785, 0.0304572
77.9, 0.0899138, 0.030659
77.91, 0.0900239, 0.0308545
77.92, 0.0901152, 0.0310438
77.93, 0.0901878, 0.0312268
77.94, 0.0902415, 0.0314034
77.95, 0.0902763, 0.0315737
77.96, 0.0902923, 0.0317375
77.97, 0.0902893, 0.0318948
77.98, 0.0902674, 0.0320456
77.99, 0.0902266, 0.0321899
78, 0.0901667, 0.0323276
78.01, 0.0900879, 0.0324586
78.02, 0.0899901, 0.0325829
78.03, 0.0898734, 0.0327006
78.04, 0.0897376, 0.0328115
78.05, 0.0895829, 0.0329156
78.06, 0.0894093, 0.0330129
78.07, 0.0892166, 0.0331034
78.08, 0.0890051, 0.0331871
78.09, 0.0887747, 0.0332638
78.1, 0.0885254, 0.0333336
78.11, 0.0882572, 0.0333965
78.12, 0.0879702, 0.0334524
78.13, 0.0876645, 0.0335014
78.14, 0.0873401, 0.0335433
78.15, 0.0869969, 0.0335782
78.16, 0.0866352, 0.0336061
78.17, 0.0862548, 0.0336269
78.18, 0.085856, 0.0336406
78.19, 0.0854387, 0.0336473
78.2, 0.085003, 0.0336468
78.21, 0.0845491, 0.0336393
78.22, 0.0840768, 0.0336246
78.23, 0.0835865, 0.0336029
78.24, 0.083078, 0.033574
78.25, 0.0825516, 0.033538
78.26, 0.0820073, 0.0334948
78.27, 0.0814451, 0.0334445
78.28, 0.0808653, 0.0333871
78.29, 0.0802679, 0.0333226
78.3, 0.0796529, 0.0332509
78.31, 0.0790206, 0.0331721
78.32, 0.078371, 0.0330862
78.33, 0.0777043, 0.0329932
78.34, 0.0770206, 0.0328931
78.35, 0.0763199, 0.032786
78.36, 0.0756025, 0.0326717
78.37, 0.0748684, 0.0325504
78.38, 0.0741178, 0.032422
78.39, 0.0733508, 0.0322867
78.4, 0.0725677, 0.0321443
78.41, 0.0717684, 0.0319949
78.42, 0.0709532, 0.0318386
78.43, 0.0701223, 0.0316753
78.44, 0.0692758, 0.0315052
78.45, 0.0684138, 0.0313281
78.46, 0.0675365, 0.0311442
78.47, 0.0666441, 0.0309534
78.48, 0.0657368, 0.0307558
78.49, 0.0648147, 0.0305515
78.5, 0.063878, 0.0303404
78.51, 0.0629269, 0.0301227
78.52, 0.0619616, 0.0298982
78.53, 0.0609823, 0.0296672
78.54, 0.0599892, 0.0294295
78.55, 0.0589824, 0.0291854
78.56, 0.0579621, 0.0289347
78.57, 0.0569287, 0.0286775
78.58, 0.0558822, 0.028414
78.59, 0.0548228, 0.0281441
78.6, 0.0537509, 0.0278678
78.61, 0.0526665, 0.0275853
78.62, 0.05157, 0.0272966
78.63, 0.0504615, 0.0270017
78.64, 0.0493413, 0.0267008
78.65, 0.0482096, 0.0263937
78.66, 0.0470666, 0.0260807
78.67, 0.0459125, 0.0257617
78.68, 0.0447476, 0.0254369
78.69, 0.0435722, 0.0251062
78.7, 0.0423864, 0.0247698
78.71, 0.0411905, 0.0244277
78.72, 0.0399847, 0.0240799
78.73, 0.0387694, 0.0237266
78.74, 0.0375447, 0.0233678
78.75, 0.0363109, 0.0230036
78.76, 0.0350682, 0.0226341
78.77, 0.0338169, 0.0222592
78.78, 0.0325573, 0.0218792
78.79, 0.0312897, 0.021494
78.8, 0.0300142, 0.0211037
78.81, 0.0287312, 0.0207085
78.82, 0.0274409, 0.0203084
78.83, 0.0261436, 0.0199034
78.84, 0.0248395, 0.0194937
78.85, 0.023529, 0.0190793
78.86, 0.0222123, 0.0186603
78.87, 0.0208897, 0.0182369
78.88, 0.0195614, 0.017809
78.89, 0.0182278, 0.0173768
78.9, 0.0168891, 0.0169403
78.91, 0.0155457, 0.0164997
78.92, 0.0141977, 0.016055
78.93, 0.0128455, 0.0156064
78.94, 0.0114894, 0.0151539
78.95, 0.0101296, 0.0146975
78.96, 0.00876645, 0.0142375
78.97, 0.00740026, 0.0137738
78.98, 0.0060313, 0.0133067
78.99, 0.00465985, 0.0128361
79, 0.00328623, 0.0123622
79.01, 0.00191071, 0.0118851
79.02, 0.000533599, 0.0114049
79.03, -0.000844808, 0.0109216
79.04, -0.00222421, 0.0104354
79.05, -0.00360432, 0.00994643
79.06, -0.00498483, 0.0094547
79.07, -0.00636544, 0.00896035
79.08, -0.00774586, 0.00846348
79.09, -0.00912578, 0.0079642
79.1, -0.0105049, 0.00746261
79.11, -0.0118829, 0.00695881
79.12, -0.0132595, 0.00645292
79.13, -0.0146345, 0.00594504
79.14, -0.0160074, 0.00543528
79.15, -0.017378, 0.00492374
79.16, -0.018746, 0.00441054
79.17, -0.0201111, 0.00389578
79.18, -0.021473, 0.00337957
79.19, -0.0228314, 0.00286203
79.2, -0.024186, 0.00234325
79.21, -0.0255365, 0.00182336
79.22, -0.0268825, 0.00130247
79.23, -0.0282239, 0.000780685
79.24, -0.0295602, 0.000258119
79.25, -0.0308913, -0.000265115
79.26, -0.0322167, -0.000788902
79.27, -0.0335362, -0.00131313
79.28, -0.0348496, -0.00183769
79.29, -0.0361564, -0.00236246
79.3, -0.0374565, -0.00288732
79.31, -0.0387495, -0.00341218
79.32, -0.0400351, -0.0039369
79.33, -0.0413131, -0.00446138
79.34, -0.0425831, -0.00498549
79.35, -0.0438448, -0.00550913
79.36, -0.0450981, -0.00603218
79.37, -0.0463425, -0.00655453
79.38, -0.0475778, -0.00707605
79.39, -0.0488038, -0.00759664
79.4, -0.0500201, -0.00811617
79.41, -0.0512265, -0.00863454
79.42, -0.0524226, -0.00915162
79.43, -0.0536082, -0.0096673
79.44, -0.0547831, -0.0101815
79.45, -0.055947, -0.010694
79.46, -0.0570995, -0.0112048
