r, Channel 1, Channel 2, Channel 3, Channel 4, Channel 5
3.67, -0.448222, -0.0047808, -0.00547835, -0.00449001, -0.000777771
3.68, -0.447914, -0.004328, -0.00492816, -0.00404444, -0.000699782
3.69, -0.4474, -0.00386684, -0.00437013, -0.00359099, -0.00062051
3.7, -0.44668, -0.00339815, -0.00380524, -0.00313044, -0.000540093
3.71, -0.445755, -0.00292275, -0.00323446, -0.00266361, -0.000458673
3.72, -0.444625, -0.00244144, -0.00265877, -0.00219129, -0.000376391
3.73, -0.44329, -0.00195508, -0.00207916, -0.00171432, -0.00029339
3.74, -0.441752, -0.00146449, -0.00149661, -0.0012335, -0.000209813
3.75, -0.44001, -0.000970514, -0.000912106, -0.00074967, -0.000125803
3.76, -0.438066, -0.000474004, -0.000326633, -0.000263656, -4.15046e-05
3.77, -0.43592, 2.41966e-05, 0.000258834, 0.000223712, 4.29387e-05
3.78, -0.433573, 0.000523242, 0.000843321, 0.000711606, 0.000127384
3.79, -0.431028, 0.00102229, 0.00142586, 0.0011992, 0.000211688
3.8, -0.428283, 0.00152049, 0.0020055, 0.00168566, 0.000295709
3.81, -0.425342, 0.00201701, 0.00258129, 0.00217018, 0.000379306
3.82, -0.422205, 0.00251101, 0.0031523, 0.00265194, 0.000462339
3.83, -0.418874, 0.00300167, 0.00371759, 0.00313012, 0.000544671
3.84, -0.41535, 0.00348817, 0.00427626, 0.00360394, 0.000626164
3.85, -0.411636, 0.00396971, 0.00482742, 0.00407259, 0.000706685
3.86, -0.407732, 0.00444547, 0.00537018, 0.00453531, 0.0007861
3.87, -0.40364, 0.00491467, 0.00590369, 0.00499132, 0.000864279
3.88, -0.399363, 0.00537654, 0.0064271, 0.00543986, 0.000941095
3.89, -0.394902, 0.00583031, 0.0069396, 0.00588021, 0.00101642
3.9, -0.39026, 0.00627525, 0.00744037, 0.00631163, 0.00109014
3.91, -0.385438, 0.00671061, 0.00792866, 0.00673341, 0.00116212
3.92, -0.380439, 0.00713569, 0.00840369, 0.00714487, 0.00123226
3.93, -0.375266, 0.00754978, 0.00886474, 0.00754533, 0.00130045
3.94, -0.369919, 0.00795223, 0.0093111, 0.00793413, 0.00136656
3.95, -0.364404, 0.00834236, 0.0097421, 0.00831065, 0.0014305
3.96, -0.35872, 0.00871955, 0.0101571, 0.00867428, 0.00149217
3.97, -0.352872, 0.00908318, 0.0105554, 0.00902442, 0.00155146
3.98, -0.346862, 0.00943267, 0.0109365, 0.0093605, 0.00160829
3.99, -0.340693, 0.00976744, 0.0112998, 0.00968199, 0.00166256
4, -0.334368, 0.010087, 0.0116448, 0.00998837, 0.0017142
4.01, -0.327889, 0.0103907, 0.0119709, 0.0102791, 0.00176311
4.02, -0.321259, 0.0106782, 0.0122777, 0.0105538, 0.00180923
4.03, -0.314483, 0.010949, 0.0125648, 0.010812, 0.00185248
4.04, -0.307562, 0.0112025, 0.0128317, 0.0110533, 0.0018928
4.05, -0.300501, 0.0114386, 0.013078, 0.0112772, 0.00193012
4.06, -0.293301, 0.0116566, 0.0133034, 0.0114835, 0.00196439
4.07, -0.285968, 0.0118564, 0.0135077, 0.0116717, 0.00199555
4.08, -0.278503, 0.0120375, 0.0136904, 0.0118417, 0.00202356
4.09, -0.270911, 0.0121998, 0.0138515, 0.011993, 0.00204838
4.1, -0.263195, 0.0123428, 0.0139906, 0.0121256, 0.00206997
4.11, -0.255359, 0.0124664, 0.0141075, 0.0122391, 0.00208829
4.12, -0.247406, 0.0125703, 0.0142023, 0.0123334, 0.00210333
4.13, -0.23934, 0.0126545, 0.0142746, 0.0124084, 0.00211506
4.14, -0.231165, 0.0127187, 0.0143246, 0.0124638, 0.00212346
4.15, -0.222884, 0.0127629, 0.014352, 0.0124997, 0.00212852
4.16, -0.214501, 0.0127869, 0.014357, 0.0125159, 0.00213024
4.17, -0.206021, 0.0127907, 0.0143395, 0.0125124, 0.00212861
4.18, -0.197446, 0.0127743, 0.0142996, 0.0124893, 0.00212365
4.19, -0.188782, 0.0127377, 0.0142375, 0.0124465, 0.00211535
4.2, -0.180032, 0.0126809, 0.0141531, 0.0123841, 0.00210374
4.21, -0.171199, 0.0126041, 0.0140467, 0.0123022, 0.00208882
4.22, -0.162289, 0.0125072, 0.0139185, 0.0122009, 0.00207064
4.23, -0.153305, 0.0123905, 0.0137687, 0.0120804, 0.00204921
4.24, -0.144251, 0.012254, 0.0135976, 0.0119408, 0.00202457
4.25, -0.135132, 0.0120981, 0.0134054, 0.0117823, 0.00199675
4.26, -0.125951, 0.0119229, 0.0131924, 0.0116052, 0.00196581
4.27, -0.116714, 0.0117286, 0.012959, 0.0114097, 0.00193178
4.28, -0.107423, 0.0115155, 0.0127056, 0.0111961, 0.00189473
4.29, -0.0980837, 0.0112839, 0.0124326, 0.0109647, 0.00185471
4.3, -0.0887, 0.0110343, 0.0121403, 0.0107159, 0.00181177
4.31, -0.0792761, 0.0107668, 0.0118293, 0.01045, 0.00176599
4.32, -0.0698164, 0.0104819, 0.0115, 0.0101674, 0.00171743
4.33, -0.0603252, 0.01018, 0.011153, 0.00986849, 0.00166616
4.34, -0.0508067, 0.00986155, 0.0107887, 0.00955376, 0.00161227
4.35, -0.0412653, 0.00952697, 0.0104077, 0.00922366, 0.00155583
4.36, -0.0317054, 0.00917675, 0.0100107, 0.00887864, 0.00149693
4.37, -0.0221313, 0.0088114, 0.00959808, 0.00851922, 0.00143566
4.38, -0.0125472, 0.00843143, 0.00917059, 0.00814592, 0.0013721
4.39, -0.00295754, 0.00803738, 0.00872884, 0.00775927, 0.00130635
4.4, 0.00663336, 0.00762983, 0.00827349, 0.00735985, 0.0012385
4.41, 0.0162212, 0.00720934, 0.00780521, 0.00694822, 0.00116867
4.42, 0.0258016, 0.00677653, 0.00732468, 0.00652499, 0.00109694
4.43, 0.0353704, 0.00633201, 0.00683262, 0.00609076, 0.00102343
4.44, 0.0449232, 0.0058764, 0.00632973, 0.00564616, 0.00094824
4.45, 0.0544557, 0.00541037, 0.00581676, 0.00519184, 0.000871481
4.46, 0.0639638, 0.00493458, 0.00529446, 0.00472844, 0.000793264
4.47, 0.073443, 0.0044497, 0.00476356, 0.00425663, 0.000713704
4.48, 0.0828893, 0.00395642, 0.00422486, 0.00377709, 0.000632916
4.49, 0.0922984, 0.00345545, 0.00367911, 0.00329052, 0.000551016
4.5, 0.101666, 0.0029475, 0.0031271, 0.00279759, 0.000468122
4.51, 0.110988, 0.00243328, 0.00256963, 0.00229903, 0.000384355
4.52, 0.120261, 0.00191354, 0.00200749, 0.00179555, 0.000299833
4.53, 0.12948, 0.001389, 0.00144148, 0.00128786, 0.000214679
4.54, 0.138641, 0.000860422, 0.000872405, 0.000776687, 0.000129014
4.55, 0.14774, 0.000328544, 0.000301077, 0.000262765, 4.29609e-05
4.56, 0.156773, -0.000205877, -0.0002717, -0.000253176, -4.33577e-05
4.57, 0.165737, -0.000742082, -0.000845115, -0.000770402, -0.000129819
4.58, 0.174626, -0.00127931, -0.00141836, -0.00128818, -0.0002163
4.59, 0.183438, -0.0018168, -0.00199063, -0.00180576, -0.000302678
4.6, 0.192169, -0.00235379, -0.00256112, -0.00232243, -0.00038883
4.61, 0.200815, -0.00288952, -0.00312904, -0.00283743, -0.000474635
4.62, 0.209371, -0.00342324, -0.00369358, -0.00335006, -0.000559972
4.63, 0.217835, -0.00395417, -0.00425396, -0.00385956, -0.000644719
4.64, 0.226203, -0.00448158, -0.00480941, -0.00436524, -0.000728758
4.65, 0.23447, -0.00500471, -0.00535914, -0.00486636, -0.00081197
4.66, 0.242634, -0.00552282, -0.0059024, -0.00536222, -0.000894238
4.67, 0.250692, -0.00603517, -0.00643843, -0.00585213, -0.000975447
4.68, 0.258638, -0.00654105, -0.00696649, -0.00633537, -0.00105548
4.69, 0.266471, -0.00703973, -0.00748585, -0.00681128, -0.00113423
4.7, 0.274187, -0.0075305, -0.00799579, -0.00727918, -0.00121159
4.71, 0.281783, -0.00801266, -0.00849562, -0.0077384, -0.00128744
4.72, 0.289255, -0.00848554, -0.00898464, -0.00818831, -0.00136168
4.73, 0.2966, -0.00894844, -0.00946218, -0.00862825, -0.00143421
4.74, 0.303815, -0.00940072, -0.00992759, -0.00905761, -0.00150493
4.75, 0.310898, -0.00984173, -0.0103802, -0.00947579, -0.00157373
4.76, 0.317845, -0.0102708, -0.0108195, -0.00988218, -0.00164052
4.77, 0.324653, -0.0106874, -0.0112447, -0.0102762, -0.00170521
4.78, 0.331319, -0.0110909, -0.0116554, -0.0106573, -0.00176771
4.79, 0.337842, -0.0114806, -0.0120509, -0.011025, -0.00182793
4.8, 0.344218, -0.0118561, -0.0124308, -0.0113787, -0.00188579
4.81, 0.350444, -0.0122168, -0.0127944, -0.0117178, -0.0019412
4.82, 0.356518, -0.0125621, -0.0131413, -0.0120421, -0.0019941
4.83, 0.362438, -0.0128917, -0.0134711, -0.0123508, -0.00204439
4.84, 0.368201, -0.0132048, -0.0137833, -0.0126437, -0.00209202
4.85, 0.373804, -0.0135012, -0.0140774, -0.0129203, -0.00213693
4.86, 0.379247, -0.0137804, -0.014353, -0.0131802, -0.00217903
4.87, 0.384526, -0.0140419, -0.0146098, -0.013423, -0.00221828
4.88, 0.389639, -0.0142854, -0.0148474, -0.0136484, -0.00225462
4.89, 0.394585, -0.0145104, -0.0150655, -0.013856, -0.002288
4.9, 0.399361, -0.0147167, -0.0152638, -0.0140455, -0.00231837
4.91, 0.403965, -0.0149039, -0.0154419, -0.0142166, -0.00234569
4.92, 0.408397, -0.0150717, -0.0155998, -0.0143691, -0.00236992
4.93, 0.412654, -0.0152199, -0.015737, -0.0145027, -0.00239102
4.94, 0.416734, -0.0153481, -0.0158535, -0.0146173, -0.00240896
4.95, 0.420637, -0.0154563, -0.015949, -0.0147126, -0.00242371
4.96, 0.42436, -0.015544, -0.0160235, -0.0147884, -0.00243526
4.97, 0.427902, -0.0156113, -0.0160767, -0.0148447, -0.00244358
4.98, 0.431263, -0.015658, -0.0161086, -0.0148813, -0.00244865
4.99, 0.43444, -0.0156838, -0.0161192, -0.0148982, -0.00245048
5, 0.437433, -0.0156889, -0.0161085, -0.0148952, -0.00244904
5.01, 0.44024, -0.015673, -0.0160763, -0.0148724, -0.00244434
5.02, 0.442862, -0.0156361, -0.0160227, -0.0148297, -0.00243639
5.03, 0.445296, -0.0155783, -0.0159479, -0.0147671, -0.00242518
5.04, 0.447542, -0.0154995, -0.0158517, -0.0146848, -0.00241073
5.05, 0.449599, -0.0153998, -0.0157345, -0.0145827, -0.00239305
5.06, 0.451468, -0.0152793, -0.0155962, -0.0144609, -0.00237216
5.07, 0.453146, -0.015138, -0.015437, -0.0143197, -0.00234809
5.08, 0.454634, -0.0149761, -0.0152571, -0.014159, -0.00232086
5.09, 0.455932, -0.0147937, -0.0150568, -0.0139791, -0.00229051
5.1, 0.457039, -0.0145911, -0.0148362, -0.0137802, -0.00225706
5.11, 0.457954, -0.0143683, -0.0145957, -0.0135625, -0.00222055
5.12, 0.458679, -0.0141256, -0.0143354, -0.0133262, -0.00218104
5.13, 0.459212, -0.0138634, -0.0140557, -0.0130716, -0.00213856
5.14, 0.459553, -0.0135818, -0.013757, -0.012799, -0.00209317
5.15, 0.459704, -0.0132811, -0.0134395, -0.0125087, -0.00204492
5.16, 0.459664, -0.0129617, -0.0131037, -0.012201, -0.00199386
5.17, 0.459433, -0.012624, -0.0127499, -0.0118763, -0.00194007
5.18, 0.459011, -0.0122682, -0.0123787, -0.0115349, -0.00188359
5.19, 0.4584, -0.0118949, -0.0119903, -0.0111773, -0.00182451
5.2, 0.457599, -0.0115043, -0.0115853, -0.0108038, -0.00176289
5.21, 0.45661, -0.011097, -0.0111643, -0.010415, -0.0016988
5.22, 0.455432, -0.0106734, -0.0107276, -0.0100112, -0.00163233
5.23, 0.454067, -0.010234, -0.0102757, -0.009593, -0.00156354
5.24, 0.452515, -0.00977936, -0.00980937, -0.0091608, -0.00149254
5.25, 0.450778, -0.00930988, -0.00932901, -0.00871515, -0.00141939
5.26, 0.448855, -0.00882616, -0.00883522, -0.00825657, -0.00134419
5.27, 0.446749, -0.00832875, -0.0083286, -0.00778561, -0.00126704
5.28, 0.444461, -0.00781824, -0.00780975, -0.00730282, -0.00118802
5.29, 0.44199, -0.0072952, -0.00727931, -0.00680879, -0.00110722
5.3, 0.43934, -0.00676027, -0.0067379, -0.00630411, -0.00102476
5.31, 0.43651, -0.00621404, -0.00618618, -0.00578937, -0.000940715
5.32, 0.433503, -0.00565718, -0.00562481, -0.00526519, -0.000855202
5.33, 0.43032, -0.00509032, -0.00505447, -0.0047322, -0.000768321
5.34, 0.426962, -0.00451414, -0.00447583, -0.00419104, -0.000680176
5.35, 0.423431, -0.00392931, -0.00388959, -0.00364236, -0.000590874
5.36, 0.419728, -0.00333653, -0.00329647, -0.00308681, -0.000500524
5.37, 0.415856, -0.0027365, -0.00269716, -0.00252507, -0.000409235
5.38, 0.411816, -0.00212992, -0.00209239, -0.00195781, -0.000317116
5.39, 0.407609, -0.00151753, -0.00148289, -0.00138571, -0.00022428
5.4, 0.403238, -0.000900037, -0.000869387, -0.000809471, -0.00013084
5.41, 0.398705, -0.000278191, -0.00025262, -0.000229775, -3.69068e-05
5.42, 0.394011, 0.00034727, 0.00036667, 0.000352672, 5.7404e-05
5.43, 0.389159, 0.000975596, 0.000987739, 0.000937167, 0.000151979
5.44, 0.384151, 0.00160603, 0.00160984, 0.001523, 0.000246703
5.45, 0.378988, 0.00223783, 0.00223222, 0.00210947, 0.000341461
5.46, 0.373674, 0.00287022, 0.00285414, 0.00269586, 0.00043614
5.47, 0.36821, 0.00350244, 0.00347485, 0.00328146, 0.000530623
5.48, 0.362598, 0.00413373, 0.00409359, 0.00386556, 0.000624796
5.49, 0.356841, 0.00476333, 0.00470962, 0.00444744, 0.000718546
5.5, 0.350942, 0.00539046, 0.00532221, 0.00502641, 0.000811758
5.51, 0.344902, 0.00601438, 0.00593061, 0.00560175, 0.000904319
5.52, 0.338724, 0.00663431, 0.00653409, 0.00617277, 0.000996117
5.53, 0.332412, 0.0072495, 0.00713191, 0.00673876, 0.00108704
5.54, 0.325966, 0.0078592, 0.00772336, 0.00729903, 0.00117698
5.55, 0.31939, 0.00846266, 0.00830772, 0.0078529, 0.00126582
5.56, 0.312687, 0.00905914, 0.00888428, 0.00839969, 0.00135346
5.57, 0.305859, 0.00964789, 0.00945234, 0.00893872, 0.00143979
5.58, 0.298909, 0.0102282, 0.0100112, 0.00946934, 0.0015247
5.59, 0.29184, 0.0107993, 0.0105602, 0.00999088, 0.00160809
5.6, 0.284654, 0.0113606, 0.0110987, 0.0105027, 0.00168986
5.61, 0.277354, 0.0119113, 0.011626, 0.0110042, 0.00176991
5.62, 0.269943, 0.0124507, 0.0121414, 0.0114947, 0.00184814
5.63, 0.262424, 0.0129781, 0.0126444, 0.0119736, 0.00192445
5.64, 0.2548, 0.0134929, 0.0131343, 0.0124403, 0.00199876
5.65, 0.247073, 0.0139945, 0.0136104, 0.0128942, 0.00207096
5.66, 0.239247, 0.0144821, 0.0140723, 0.0133348, 0.00214096
5.67, 0.231325, 0.0149552, 0.0145194, 0.0137615, 0.00220869
5.68, 0.223309, 0.0154131, 0.014951, 0.0141738, 0.00227405
5.69, 0.215203, 0.0158552, 0.0153667, 0.0145711, 0.00233697
5.7, 0.207009, 0.0162811, 0.0157659, 0.0149529, 0.00239737
5.71, 0.19873, 0.01669, 0.0161482, 0.0153187, 0.00245516
5.72, 0.190371, 0.0170815, 0.016513, 0.0156681, 0.00251028
5.73, 0.181933, 0.017455, 0.0168598, 0.0160006, 0.00256266
5.74, 0.173419, 0.0178101, 0.0171883, 0.0163158, 0.00261222
5.75, 0.164834, 0.0181461, 0.017498, 0.0166132, 0.00265891
5.76, 0.156179, 0.0184628, 0.0177885, 0.0168924, 0.00270266
5.77, 0.147458, 0.0187596, 0.0180594, 0.0171531, 0.00274342
5.78, 0.138675, 0.019036, 0.0183103, 0.0173949, 0.00278113
5.79, 0.129832, 0.0192918, 0.018541, 0.0176175, 0.00281574
5.8, 0.120931, 0.0195265, 0.018751, 0.0178206, 0.0028472
5.81, 0.111978, 0.0197397, 0.0189401, 0.0180037, 0.00287547
5.82, 0.102974, 0.0199311, 0.0191081, 0.0181668, 0.00290051
5.83, 0.0939223, 0.0201005, 0.0192546, 0.0183095, 0.00292229
5.84, 0.0848266, 0.0202474, 0.0193795, 0.0184316, 0.00294076
5.85, 0.0756899, 0.0203717, 0.0194825, 0.0185329, 0.0029559
5.86, 0.0665151, 0.0204731, 0.0195635, 0.0186132, 0.00296769
5.87, 0.0573054, 0.0205514, 0.0196222, 0.0186724, 0.00297609
5.88, 0.0480639, 0.0206063, 0.0196587, 0.0187103, 0.0029811
5.89, 0.0387937, 0.0206378, 0.0196727, 0.0187268, 0.0029827
5.9, 0.0294979, 0.0206457, 0.0196642, 0.0187218, 0.00298088
5.91, 0.0201795, 0.0206298, 0.0196332, 0.0186952, 0.00297563
5.92, 0.0108416, 0.0205902, 0.0195795, 0.018647, 0.00296695
5.93, 0.00148733, 0.0205266, 0.0195032, 0.0185773, 0.00295483
5.94, -0.00788039, 0.0204391, 0.0194043, 0.0184859, 0.00293929
5.95, -0.0172585, 0.0203277, 0.0192829, 0.0183729, 0.00292033
5.96, -0.026644, 0.0201924, 0.019139, 0.0182385, 0.00289796
5.97, -0.0360339, 0.0200332, 0.0189727, 0.0180825, 0.0028722
5.98, -0.0454251, 0.0198501, 0.0187841, 0.0179053, 0.00284307
5.99, -0.0548149, 0.0196434, 0.0185733, 0.0177068, 0.00281059
6, -0.0642002, 0.019413, 0.0183406, 0.0174872, 0.00277479
6.01, -0.0735781, 0.0191591, 0.0180861, 0.0172467, 0.00273569
6.02, -0.0829457, 0.018882, 0.0178099, 0.0169855, 0.00269334
6.03, -0.0923002, 0.0185818, 0.0175125, 0.0167038, 0.00264777
6.04, -0.101639, 0.0182587, 0.0171939, 0.0164019, 0.00259902
6.05, -0.110958, 0.0179129, 0.0168545, 0.0160799, 0.00254713
6.06, -0.120256, 0.0175448, 0.0164946, 0.0157383, 0.00249216
6.07, -0.12953, 0.0171547, 0.0161146, 0.0153772, 0.00243416
6.08, -0.138777, 0.0167428, 0.0157146, 0.0149971, 0.00237317
6.09, -0.147993, 0.0163094, 0.0152953, 0.0145983, 0.00230927
6.1, -0.157177, 0.0158551, 0.0148568, 0.0141811, 0.00224251
6.11, -0.166327, 0.0153801, 0.0143997, 0.0137459, 0.00217295
6.12, -0.175438, 0.0148849, 0.0139243, 0.0132932, 0.00210066
6.13, -0.184509, 0.0143699, 0.0134312, 0.0128234, 0.00202572
6.14, -0.193536, 0.0138355, 0.0129207, 0.0123369, 0.0019482
6.15, -0.202519, 0.0132824, 0.0123935, 0.0118342, 0.00186817
6.16, -0.211453, 0.0127108, 0.0118499, 0.0113158, 0.00178572
6.17, -0.220337, 0.0121215, 0.0112905, 0.0107821, 0.00170092
6.18, -0.229168, 0.0115149, 0.010716, 0.0102338, 0.00161386
6.19, -0.237943, 0.0108916, 0.0101267, 0.00967132, 0.00152462
6.2, -0.246661, 0.0102522, 0.00952334, 0.00909526, 0.00143331
6.21, -0.255319, 0.00959722, 0.0089065, 0.00850617, 0.00134001
6.22, -0.263915, 0.00892739, 0.00827676, 0.00790464, 0.00124481
6.23, -0.272447, 0.0082433, 0.00763477, 0.00729127, 0.0011478
6.24, -0.280911, 0.00754563, 0.00698116, 0.00666669, 0.0010491
6.25, -0.289307, 0.00683504, 0.00631658, 0.0060315, 0.0009488
6.26, -0.297631, 0.00611221, 0.0056417, 0.00538637, 0.000846999
6.27, -0.305883, 0.00537787, 0.00495719, 0.00473193, 0.000743804
6.28, -0.314059, 0.00463272, 0.00426375, 0.00406885, 0.000639321
6.29, -0.322158, 0.0038775, 0.00356208, 0.00339781, 0.000533656
6.3, -0.330177, 0.00311297, 0.00285288, 0.00271949, 0.000426919
6.31, -0.338116, 0.00233986, 0.00213688, 0.00203458, 0.00031922
6.32, -0.345972, 0.00155897, 0.0014148, 0.00134379, 0.000210669
6.33, -0.353742, 0.000771069, 0.00068739, 0.000647828, 0.000101379
6.34, -0.361426, -2.30499e-05, -4.462e-05, -5.25912e-05, -8.53574e-06
6.35, -0.369022, -0.000822584, -0.000780475, -0.000756743, -0.000118962
6.36, -0.376527, -0.00162672, -0.00151942, -0.0014639, -0.000229785
6.37, -0.38394, -0.00243465, -0.00226069, -0.00217332, -0.000340889
6.38, -0.39126, -0.00324553, -0.00300352, -0.00288427, -0.000452158
6.39, -0.398484, -0.00405854, -0.00374715, -0.00359601, -0.000563475
6.4, -0.405612, -0.00487285, -0.0044908, -0.00430779, -0.000674723
6.41, -0.412641, -0.0056876, -0.0052337, -0.00501887, -0.000785787
6.42, -0.419571, -0.00650195, -0.00597508, -0.00572849, -0.000896548
6.43, -0.4264, -0.00731506, -0.00671415, -0.00643591, -0.00100689
6.44, -0.433125, -0.00812607, -0.00745014, -0.00714038, -0.0011167
6.45, -0.439747, -0.00893413, -0.00818228, -0.00784115, -0.00122585
6.46, -0.446264, -0.00973838, -0.0089098, -0.00853748, -0.00133424
6.47, -0.452674, -0.010538, -0.00963193, -0.00922861, -0.00144174
6.48, -0.458976, -0.0113321, -0.0103479, -0.00991382, -0.00154824
6.49, -0.465169, -0.0121198, -0.0110569, -0.0105924, -0.00165363
6.5, -0.471252, -0.0129003, -0.0117583, -0.0112635, -0.0017578
6.51, -0.477224, -0.0136728, -0.0124512, -0.0119265, -0.00186063
6.52, -0.483084, -0.0144364, -0.013135, -0.0125807, -0.00196201
6.53, -0.48883, -0.0151902, -0.0138088, -0.0132253, -0.00206183
6.54, -0.494463, -0.0159335, -0.014472, -0.0138597, -0.00215998
6.55, -0.499979, -0.0166654, -0.0151239, -0.0144831, -0.00225636
6.56, -0.50538, -0.0173852, -0.0157636, -0.0150948, -0.00235086
6.57, -0.510664, -0.0180919, -0.0163905, -0.0156943, -0.00244338
6.58, -0.51583, -0.0187849, -0.017004, -0.0162807, -0.00253381
6.59, -0.520877, -0.0194632, -0.0176033, -0.0168534, -0.00262205
6.6, -0.525806, -0.0201262, -0.0181878, -0.0174119, -0.00270801
6.61, -0.530614, -0.0207731, -0.0187568, -0.0179554, -0.00279159
6.62, -0.535301, -0.0214031, -0.0193096, -0.0184834, -0.0028727
6.63, -0.539868, -0.0220156, -0.0198457, -0.0189952, -0.00295124
6.64, -0.544312, -0.0226096, -0.0203644, -0.0194903, -0.00302712
6.65, -0.548634, -0.0231847, -0.0208651, -0.019968, -0.00310026
6.66, -0.552834, -0.0237399, -0.0213472, -0.0204279, -0.00317057
6.67, -0.55691, -0.0242748, -0.0218102, -0.0208693, -0.00323797
6.68, -0.560862, -0.0247886, -0.0222535, -0.0212917, -0.00330239
6.69, -0.564691, -0.0252806, -0.0226765, -0.0216946, -0.00336373
6.7, -0.568394, -0.0257503, -0.0230788, -0.0220776, -0.00342194
6.71, -0.571974, -0.0261971, -0.0234599, -0.0224401, -0.00347693
6.72, -0.575428, -0.0266202, -0.0238192, -0.0227816, -0.00352865
6.73, -0.578757, -0.0270193, -0.0241564, -0.0231019, -0.00357702
6.74, -0.58196, -0.0273936, -0.0244709, -0.0234003, -0.00362199
6.75, -0.585038, -0.0277427, -0.0247624, -0.0236765, -0.0036635
6.76, -0.58799, -0.0280662, -0.0250304, -0.0239302, -0.00370148
6.77, -0.590816, -0.0283634, -0.0252745, -0.024161, -0.00373589
6.78, -0.593517, -0.028634, -0.0254945, -0.0243685, -0.00376669
6.79, -0.596091, -0.0288774, -0.02569, -0.0245524, -0.00379381
6.8, -0.59854, -0.0290933, -0.0258606, -0.0247125, -0.00381723
6.81, -0.600863, -0.0292813, -0.0260061, -0.0248484, -0.0038369
6.82, -0.60306, -0.0294411, -0.0261261, -0.0249599, -0.0038528
6.83, -0.605131, -0.0295721, -0.0262205, -0.0250468, -0.00386487
6.84, -0.607077, -0.0296743, -0.0262891, -0.0251089, -0.00387311
6.85, -0.608898, -0.0297472, -0.0263316, -0.0251459, -0.00387749
6.86, -0.610593, -0.0297906, -0.0263478, -0.0251578, -0.00387797
6.87, -0.612163, -0.0298042, -0.0263376, -0.0251444, -0.00387456
6.88, -0.613609, -0.0297879, -0.026301, -0.0251056, -0.00386723
6.89, -0.61493, -0.0297414, -0.0262376, -0.0250412, -0.00385598
6.9, -0.616127, -0.0296647, -0.0261476, -0.0249513, -0.0038408
6.91, -0.617201, -0.0295574, -0.0260308, -0.0248358, -0.00382168
6.92, -0.618151, -0.0294197, -0.0258873, -0.0246946, -0.00379864
6.93, -0.618978, -0.0292513, -0.0257169, -0.0245279, -0.00377166
6.94, -0.619682, -0.0290522, -0.0255198, -0.0243355, -0.00374078
6.95, -0.620264, -0.0288224, -0.025296, -0.0241177, -0.00370599
6.96, -0.620725, -0.0285619, -0.0250455, -0.0238744, -0.00366731
6.97, -0.621064, -0.0282708, -0.0247685, -0.0236058, -0.00362477
6.98, -0.621283, -0.0279491, -0.0244651, -0.023312, -0.00357839
6.99, -0.621382, -0.0275969, -0.0241353, -0.0229931, -0.00352819
7, -0.621361, -0.0272143, -0.0237795, -0.0226494, -0.00347422
7.01, -0.621221, -0.0268014, -0.0233977, -0.022281, -0.00341649
7.02, -0.620963, -0.0263585, -0.0229903, -0.0218882, -0.00335506
7.03, -0.620587, -0.0258858, -0.0225574, -0.0214712, -0.00328997
7.04, -0.620094, -0.0253834, -0.0220993, -0.0210303, -0.00322125
7.05, -0.619485, -0.0248517, -0.0216163, -0.0205658, -0.00314897
